Date:  13:17, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Displacement1
Plot step: 21   time : 110.204 Microseconds
Result Type: URES 


Node  ,Value (in)  ,X (in)  ,Y (in)  ,Z (in)
1  ,7.514e-02   ,2.5  ,2.1331  ,4.9
2  ,7.173e-02   ,2.4577  ,2.1908  ,4.9577
3  ,7.439e-02   ,2.4894  ,2.1331  ,4.9447
4  ,8.585e-02   ,2.1331  ,2.5  ,4.9
5  ,8.642e-02   ,2.1331  ,2.4894  ,4.9447
6  ,8.376e-02   ,2.1908  ,2.4577  ,4.9577
7  ,2.361e-01   ,-2.4  ,2.4  ,5
8  ,2.238e-01   ,-2.4  ,-2.4  ,5
9  ,7.115e-02   ,2.4  ,-2.4  ,5
10  ,7.485e-02   ,2.4  ,2.1331  ,5
11  ,8.654e-02   ,2.1331  ,2.4  ,5
12  ,7.134e-02   ,2.5  ,-2.4  ,4.9
13  ,2.227e-01   ,2.5  ,-2.4  ,0.1
14  ,2.358e-01   ,2.5  ,2.4  ,0.1
15  ,8.637e-02   ,2.5  ,2.4  ,4.6331
16  ,2.362e-01   ,2.4  ,2.5  ,0.1
17  ,2.058e-01   ,-2.4  ,2.5  ,0.1
18  ,2.362e-01   ,-2.4  ,2.5  ,4.9
19  ,8.555e-02   ,2.4  ,2.5  ,4.6331
20  ,2.073e-01   ,-2.5  ,2.4  ,0.1
21  ,2.856e-01   ,-2.5  ,-2.4  ,0.1
22  ,2.142e-01   ,-2.5  ,-2.4  ,4.9
23  ,2.378e-01   ,-2.5  ,2.4  ,4.9
24  ,2.868e-01   ,-2.3  ,-2.5  ,0.2
25  ,2.288e-01   ,-2.3  ,-2.5  ,4.8
26  ,7.922e-02   ,2.3  ,-2.5  ,4.8
27  ,2.278e-01   ,2.3  ,-2.5  ,0.2
28  ,2.222e-01   ,-2.4  ,-2.5  ,4.9
29  ,7.856e-02   ,2.4  ,-2.5  ,4.9
