Date:  13:06, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Displacement1
Plot step: 5   time : 26.2184 Microseconds
Result Type: URES 


Node  ,Value (in)  ,X (in)  ,Y (in)  ,Z (in)
1  ,2.008e-02   ,2.5  ,2.1331  ,4.9
2  ,7.345e-03   ,2.4577  ,2.1908  ,4.9577
3  ,1.793e-02   ,2.4894  ,2.1331  ,4.9447
4  ,2.042e-02   ,2.1331  ,2.5  ,4.9
5  ,1.802e-02   ,2.1331  ,2.4894  ,4.9447
6  ,7.208e-03   ,2.1908  ,2.4577  ,4.9577
7  ,9.295e-02   ,-2.4  ,2.4  ,5
8  ,9.438e-02   ,-2.4  ,-2.4  ,5
9  ,9.238e-02   ,2.4  ,-2.4  ,5
10  ,1.986e-02   ,2.4  ,2.1331  ,5
11  ,2.023e-02   ,2.1331  ,2.4  ,5
12  ,9.239e-02   ,2.5  ,-2.4  ,4.9
13  ,9.439e-02   ,2.5  ,-2.4  ,0.1
14  ,9.287e-02   ,2.5  ,2.4  ,0.1
15  ,2.052e-02   ,2.5  ,2.4  ,4.6331
16  ,9.291e-02   ,2.4  ,2.5  ,0.1
17  ,9.416e-02   ,-2.4  ,2.5  ,0.1
18  ,9.290e-02   ,-2.4  ,2.5  ,4.9
19  ,2.073e-02   ,2.4  ,2.5  ,4.6331
20  ,9.419e-02   ,-2.5  ,2.4  ,0.1
21  ,9.439e-02   ,-2.5  ,-2.4  ,0.1
22  ,9.438e-02   ,-2.5  ,-2.4  ,4.9
23  ,9.283e-02   ,-2.5  ,2.4  ,4.9
24  ,9.439e-02   ,-2.3  ,-2.5  ,0.2
25  ,9.439e-02   ,-2.3  ,-2.5  ,4.8
26  ,9.245e-02   ,2.3  ,-2.5  ,4.8
27  ,9.439e-02   ,2.3  ,-2.5  ,0.2
28  ,9.438e-02   ,-2.4  ,-2.5  ,4.9
29  ,9.230e-02   ,2.4  ,-2.5  ,4.9
30  ,9.439e-02   ,-2.4  ,-2.5  ,0.1
31  ,9.439e-02   ,2.4  ,-2.5  ,0.1
32  ,9.439e-02   ,2.4  ,-2.4  ,0
33  ,9.282e-02   ,2.4  ,2.4  ,0
34  ,9.439e-02   ,-2.4  ,-2.4  ,0
35  ,9.420e-02   ,-2.4  ,2.4  ,0
36  ,8.433e-03   ,2.4577  ,2.4577  ,4.6908
37  ,9.336e-02   ,-2.3  ,2.3  ,4.8
38  ,1.260e-02   ,2.1599  ,2.3  ,4.8
39  ,1.207e-02   ,2.3  ,2.1599  ,4.8
40  ,1.249e-02   ,2.3  ,2.3  ,4.6599
41  ,9.325e-02   ,2.3  ,2.3  ,0.2
42  ,9.441e-02   ,-2.3  ,2.3  ,0.2
43  ,9.299e-02   ,-2.4  ,2.2  ,5
44  ,9.297e-02   ,-2.4  ,2  ,5
45  ,9.290e-02   ,-2.4  ,1.8  ,5
46  ,9.289e-02   ,-2.4  ,1.6  ,5
47  ,9.290e-02   ,-2.4  ,1.4  ,5
48  ,9.296e-02   ,-2.4  ,1.2  ,5
49  ,9.302e-02   ,-2.4  ,1  ,5
50  ,9.313e-02   ,-2.4  ,0.8  ,5
51  ,9.318e-02   ,-2.4  ,0.6  ,5
52  ,9.326e-02   ,-2.4  ,0.4  ,5
53  ,9.336e-02   ,-2.4  ,0.2  ,5
