Date:  13:05, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Displacement1
Plot step: 2   time : 10.4846 Microseconds
Result Type: URES 


Node  ,Value (in)  ,X (in)  ,Y (in)  ,Z (in)
1  ,1.144e-02   ,2.5  ,2.1331  ,4.9
2  ,4.134e-03   ,2.4577  ,2.1908  ,4.9577
3  ,1.105e-02   ,2.4894  ,2.1331  ,4.9447
4  ,1.133e-02   ,2.1331  ,2.5  ,4.9
5  ,1.099e-02   ,2.1331  ,2.4894  ,4.9447
6  ,4.503e-03   ,2.1908  ,2.4577  ,4.9577
7  ,3.775e-02   ,-2.4  ,2.4  ,5
8  ,3.774e-02   ,-2.4  ,-2.4  ,5
9  ,3.774e-02   ,2.4  ,-2.4  ,5
10  ,1.195e-02   ,2.4  ,2.1331  ,5
11  ,1.164e-02   ,2.1331  ,2.4  ,5
12  ,3.774e-02   ,2.5  ,-2.4  ,4.9
13  ,3.774e-02   ,2.5  ,-2.4  ,0.1
14  ,3.776e-02   ,2.5  ,2.4  ,0.1
15  ,1.180e-02   ,2.5  ,2.4  ,4.6331
16  ,3.776e-02   ,2.4  ,2.5  ,0.1
17  ,3.775e-02   ,-2.4  ,2.5  ,0.1
18  ,3.775e-02   ,-2.4  ,2.5  ,4.9
19  ,1.160e-02   ,2.4  ,2.5  ,4.6331
20  ,3.775e-02   ,-2.5  ,2.4  ,0.1
21  ,3.774e-02   ,-2.5  ,-2.4  ,0.1
22  ,3.774e-02   ,-2.5  ,-2.4  ,4.9
23  ,3.776e-02   ,-2.5  ,2.4  ,4.9
24  ,3.774e-02   ,-2.3  ,-2.5  ,0.2
25  ,3.774e-02   ,-2.3  ,-2.5  ,4.8
26  ,3.774e-02   ,2.3  ,-2.5  ,4.8
27  ,3.774e-02   ,2.3  ,-2.5  ,0.2
28  ,3.774e-02   ,-2.4  ,-2.5  ,4.9
29  ,3.774e-02   ,2.4  ,-2.5  ,4.9
30  ,3.774e-02   ,-2.4  ,-2.5  ,0.1
31  ,3.774e-02   ,2.4  ,-2.5  ,0.1
32  ,3.774e-02   ,2.4  ,-2.4  ,0
33  ,3.776e-02   ,2.4  ,2.4  ,0
34  ,3.774e-02   ,-2.4  ,-2.4  ,0
35  ,3.775e-02   ,-2.4  ,2.4  ,0
36  ,4.541e-03   ,2.4577  ,2.4577  ,4.6908
37  ,3.774e-02   ,-2.3  ,2.3  ,4.8
38  ,5.390e-03   ,2.1599  ,2.3  ,4.8
39  ,6.097e-03   ,2.3  ,2.1599  ,4.8
40  ,5.589e-03   ,2.3  ,2.3  ,4.6599
41  ,3.775e-02   ,2.3  ,2.3  ,0.2
42  ,3.774e-02   ,-2.3  ,2.3  ,0.2
43  ,3.775e-02   ,-2.4  ,2.2  ,5
44  ,3.775e-02   ,-2.4  ,2  ,5
45  ,3.775e-02   ,-2.4  ,1.8  ,5
46  ,3.775e-02   ,-2.4  ,1.6  ,5
47  ,3.775e-02   ,-2.4  ,1.4  ,5
48  ,3.774e-02   ,-2.4  ,1.2  ,5
49  ,3.774e-02   ,-2.4  ,1  ,5
50  ,3.774e-02   ,-2.4  ,0.8  ,5
51  ,3.774e-02   ,-2.4  ,0.6  ,5
52  ,3.775e-02   ,-2.4  ,0.4  ,5
53  ,3.775e-02   ,-2.4  ,0.2  ,5
54  ,3.775e-02   ,-2.4  ,5.8879E-16  ,5
55  ,3.775e-02   ,-2.4  ,-0.2  ,5
56  ,3.775e-02   ,-2.4  ,-0.4  ,5
57  ,3.775e-02   ,-2.4  ,-0.6  ,5
58  ,3.774e-02   ,-2.4  ,-0.8  ,5
59  ,3.774e-02   ,-2.4  ,-1  ,5
60  ,3.774e-02   ,-2.4  ,-1.2  ,5
61  ,3.775e-02   ,-2.4  ,-1.4  ,5
62  ,3.774e-02   ,-2.4  ,-1.6  ,5
63  ,3.774e-02   ,-2.4  ,-1.8  ,5
64  ,3.774e-02   ,-2.4  ,-2  ,5
65  ,3.774e-02   ,-2.4  ,-2.2  ,5
66  ,3.774e-02   ,-2.2  ,-2.4  ,5
67  ,3.774e-02   ,-2  ,-2.4  ,5
68  ,3.774e-02   ,-1.8  ,-2.4  ,5
69  ,3.774e-02   ,-1.6  ,-2.4  ,5
70  ,3.774e-02   ,-1.4  ,-2.4  ,5
71  ,3.774e-02   ,-1.2  ,-2.4  ,5
72  ,3.774e-02   ,-1  ,-2.4  ,5
73  ,3.774e-02   ,-0.8  ,-2.4  ,5
74  ,3.774e-02   ,-0.6  ,-2.4  ,5
75  ,3.774e-02   ,-0.4  ,-2.4  ,5
76  ,3.774e-02   ,-0.2  ,-2.4  ,5
77  ,3.774e-02   ,-5.8879E-16  ,-2.4  ,5
78  ,3.774e-02   ,0.2  ,-2.4  ,5
79  ,3.774e-02   ,0.4  ,-2.4  ,5
80  ,3.774e-02   ,0.6  ,-2.4  ,5
81  ,3.774e-02   ,0.8  ,-2.4  ,5
82  ,3.774e-02   ,1  ,-2.4  ,5
83  ,3.774e-02   ,1.2  ,-2.4  ,5
84  ,3.774e-02   ,1.4  ,-2.4  ,5
85  ,3.774e-02   ,1.6  ,-2.4  ,5
86  ,3.774e-02   ,1.8  ,-2.4  ,5
87  ,3.774e-02   ,2  ,-2.4  ,5
88  ,3.774e-02   ,2.2  ,-2.4  ,5
