Date:  13:10, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Displacement1
Plot step: 10   time : 52.469 Microseconds
Result Type: URES 


Node  ,Value (in)  ,X (in)  ,Y (in)  ,Z (in)
1  ,2.584e-02   ,2.5  ,2.1331  ,4.9
2  ,9.758e-03   ,2.4577  ,2.1908  ,4.9577
3  ,2.334e-02   ,2.4894  ,2.1331  ,4.9447
4  ,2.774e-02   ,2.1331  ,2.5  ,4.9
5  ,2.568e-02   ,2.1331  ,2.4894  ,4.9447
6  ,1.338e-02   ,2.1908  ,2.4577  ,4.9577
7  ,1.678e-01   ,-2.4  ,2.4  ,5
8  ,1.598e-01   ,-2.4  ,-2.4  ,5
9  ,1.537e-01   ,2.4  ,-2.4  ,5
10  ,2.491e-02   ,2.4  ,2.1331  ,5
11  ,2.675e-02   ,2.1331  ,2.4  ,5
12  ,1.538e-01   ,2.5  ,-2.4  ,4.9
13  ,1.601e-01   ,2.5  ,-2.4  ,0.1
14  ,1.676e-01   ,2.5  ,2.4  ,0.1
15  ,2.681e-02   ,2.5  ,2.4  ,4.6331
16  ,1.677e-01   ,2.4  ,2.5  ,0.1
17  ,1.646e-01   ,-2.4  ,2.5  ,0.1
18  ,1.677e-01   ,-2.4  ,2.5  ,4.9
19  ,2.699e-02   ,2.4  ,2.5  ,4.6331
20  ,1.652e-01   ,-2.5  ,2.4  ,0.1
21  ,1.880e-01   ,-2.5  ,-2.4  ,0.1
22  ,1.600e-01   ,-2.5  ,-2.4  ,4.9
23  ,1.681e-01   ,-2.5  ,2.4  ,4.9
24  ,1.878e-01   ,-2.3  ,-2.5  ,0.2
25  ,1.640e-01   ,-2.3  ,-2.5  ,4.8
26  ,1.532e-01   ,2.3  ,-2.5  ,4.8
27  ,1.643e-01   ,2.3  ,-2.5  ,0.2
28  ,1.607e-01   ,-2.4  ,-2.5  ,4.9
29  ,1.535e-01   ,2.4  ,-2.5  ,4.9
30  ,1.879e-01   ,-2.4  ,-2.5  ,0.1
31  ,1.611e-01   ,2.4  ,-2.5  ,0.1
32  ,1.603e-01   ,2.4  ,-2.4  ,0
33  ,1.681e-01   ,2.4  ,2.4  ,0
34  ,1.881e-01   ,-2.4  ,-2.4  ,0
35  ,1.652e-01   ,-2.4  ,2.4  ,0
36  ,1.349e-02   ,2.4577  ,2.4577  ,4.6908
37  ,1.663e-01   ,-2.3  ,2.3  ,4.8
38  ,1.167e-02   ,2.1599  ,2.3  ,4.8
39  ,1.217e-02   ,2.3  ,2.1599  ,4.8
40  ,1.184e-02   ,2.3  ,2.3  ,4.6599
