Date:  13:12, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Displacement1
Plot step: 12   time : 62.9694 Microseconds
Result Type: URES 


Node  ,Value (in)  ,X (in)  ,Y (in)  ,Z (in)
37  ,1.867e-01   ,-2.3  ,2.3  ,4.8
38  ,1.346e-02   ,2.1599  ,2.3  ,4.8
39  ,1.456e-02   ,2.3  ,2.1599  ,4.8
40  ,1.317e-02   ,2.3  ,2.3  ,4.6599
41  ,1.864e-01   ,2.3  ,2.3  ,0.2
42  ,1.862e-01   ,-2.3  ,2.3  ,0.2
43  ,1.884e-01   ,-2.4  ,2.2  ,5
44  ,1.876e-01   ,-2.4  ,2  ,5
45  ,1.869e-01   ,-2.4  ,1.8  ,5
46  ,1.864e-01   ,-2.4  ,1.6  ,5
47  ,1.862e-01   ,-2.4  ,1.4  ,5
48  ,1.862e-01   ,-2.4  ,1.2  ,5
49  ,1.864e-01   ,-2.4  ,1  ,5
50  ,1.865e-01   ,-2.4  ,0.8  ,5
51  ,1.865e-01   ,-2.4  ,0.6  ,5
52  ,1.865e-01   ,-2.4  ,0.4  ,5
53  ,1.862e-01   ,-2.4  ,0.2  ,5
54  ,1.858e-01   ,-2.4  ,5.8879E-16  ,5
55  ,1.853e-01   ,-2.4  ,-0.2  ,5
56  ,1.848e-01   ,-2.4  ,-0.4  ,5
57  ,1.842e-01   ,-2.4  ,-0.6  ,5
58  ,1.836e-01   ,-2.4  ,-0.8  ,5
59  ,1.829e-01   ,-2.4  ,-1  ,5
60  ,1.819e-01   ,-2.4  ,-1.2  ,5
61  ,1.807e-01   ,-2.4  ,-1.4  ,5
62  ,1.794e-01   ,-2.4  ,-1.6  ,5
63  ,1.778e-01   ,-2.4  ,-1.8  ,5
64  ,1.761e-01   ,-2.4  ,-2  ,5
65  ,1.741e-01   ,-2.4  ,-2.2  ,5
66  ,1.782e-01   ,-2.2  ,-2.4  ,5
67  ,1.821e-01   ,-2  ,-2.4  ,5
68  ,1.839e-01   ,-1.8  ,-2.4  ,5
69  ,1.843e-01   ,-1.6  ,-2.4  ,5
70  ,1.843e-01   ,-1.4  ,-2.4  ,5
71  ,1.841e-01   ,-1.2  ,-2.4  ,5
72  ,1.834e-01   ,-1  ,-2.4  ,5
73  ,1.820e-01   ,-0.8  ,-2.4  ,5
74  ,1.800e-01   ,-0.6  ,-2.4  ,5
75  ,1.777e-01   ,-0.4  ,-2.4  ,5
76  ,1.762e-01   ,-0.2  ,-2.4  ,5
77  ,1.756e-01   ,-5.8879E-16  ,-2.4  ,5
78  ,1.758e-01   ,0.2  ,-2.4  ,5
79  ,1.767e-01   ,0.4  ,-2.4  ,5
80  ,1.783e-01   ,0.6  ,-2.4  ,5
81  ,1.800e-01   ,0.8  ,-2.4  ,5
82  ,1.804e-01   ,1  ,-2.4  ,5
83  ,1.795e-01   ,1.2  ,-2.4  ,5
84  ,1.771e-01   ,1.4  ,-2.4  ,5
85  ,1.725e-01   ,1.6  ,-2.4  ,5
86  ,1.655e-01   ,1.8  ,-2.4  ,5
87  ,1.578e-01   ,2  ,-2.4  ,5
88  ,1.509e-01   ,2.2  ,-2.4  ,5
89  ,1.481e-01   ,2.4  ,-2.2029  ,5
90  ,1.482e-01   ,2.4  ,-2.0058  ,5
91  ,1.479e-01   ,2.4  ,-1.8087  ,5
92  ,1.480e-01   ,2.4  ,-1.6116  ,5
93  ,1.480e-01   ,2.4  ,-1.4145  ,5
94  ,1.476e-01   ,2.4  ,-1.2175  ,5
95  ,1.468e-01   ,2.4  ,-1.0204  ,5
96  ,1.454e-01   ,2.4  ,-0.82327  ,5
97  ,1.439e-01   ,2.4  ,-0.62618  ,5
98  ,1.419e-01   ,2.4  ,-0.42909  ,5
99  ,1.396e-01   ,2.4  ,-0.232  ,5
100  ,1.366e-01   ,2.4  ,-0.034907  ,5
101  ,1.333e-01   ,2.4  ,0.16218  ,5
102  ,1.292e-01   ,2.4  ,0.35927  ,5
103  ,1.245e-01   ,2.4  ,0.55637  ,5
104  ,1.194e-01   ,2.4  ,0.75346  ,5
105  ,1.139e-01   ,2.4  ,0.95055  ,5
106  ,1.070e-01   ,2.4  ,1.1476  ,5
107  ,9.810e-02   ,2.4  ,1.3447  ,5
108  ,8.639e-02   ,2.4  ,1.5418  ,5
109  ,7.195e-02   ,2.4  ,1.7389  ,5
110  ,5.404e-02   ,2.4  ,1.936  ,5
111  ,2.017e-02   ,2.2665  ,2.2665  ,5
112  ,5.783e-02   ,1.936  ,2.4  ,5
113  ,7.624e-02   ,1.7389  ,2.4  ,5
114  ,9.108e-02   ,1.5418  ,2.4  ,5
115  ,1.027e-01   ,1.3447  ,2.4  ,5
116  ,1.123e-01   ,1.1476  ,2.4  ,5
117  ,1.197e-01   ,0.95055  ,2.4  ,5
118  ,1.261e-01   ,0.75346  ,2.4  ,5
119  ,1.320e-01   ,0.55637  ,2.4  ,5
120  ,1.374e-01   ,0.35927  ,2.4  ,5
121  ,1.425e-01   ,0.16218  ,2.4  ,5
122  ,1.472e-01   ,-0.034907  ,2.4  ,5
123  ,1.514e-01   ,-0.232  ,2.4  ,5
124  ,1.556e-01   ,-0.42909  ,2.4  ,5
125  ,1.596e-01   ,-0.62618  ,2.4  ,5
126  ,1.635e-01   ,-0.82327  ,2.4  ,5
127  ,1.673e-01   ,-1.0204  ,2.4  ,5
128  ,1.711e-01   ,-1.2175  ,2.4  ,5
129  ,1.747e-01   ,-1.4145  ,2.4  ,5
130  ,1.782e-01   ,-1.6116  ,2.4  ,5
131  ,1.813e-01   ,-1.8087  ,2.4  ,5
132  ,1.842e-01   ,-2.0058  ,2.4  ,5
133  ,1.869e-01   ,-2.2029  ,2.4  ,5
294  ,1.481e-01   ,2.5  ,-2.2029  ,4.9
295  ,1.483e-01   ,2.5  ,-2.0058  ,4.9
296  ,1.481e-01   ,2.5  ,-1.8087  ,4.9
297  ,1.482e-01   ,2.5  ,-1.6116  ,4.9
298  ,1.481e-01   ,2.5  ,-1.4145  ,4.9
299  ,1.477e-01   ,2.5  ,-1.2175  ,4.9
300  ,1.468e-01   ,2.5  ,-1.0204  ,4.9
301  ,1.455e-01   ,2.5  ,-0.82327  ,4.9
302  ,1.438e-01   ,2.5  ,-0.62618  ,4.9
303  ,1.418e-01   ,2.5  ,-0.42909  ,4.9
304  ,1.396e-01   ,2.5  ,-0.232  ,4.9
305  ,1.367e-01   ,2.5  ,-0.034907  ,4.9
306  ,1.330e-01   ,2.5  ,0.16218  ,4.9
307  ,1.291e-01   ,2.5  ,0.35927  ,4.9
308  ,1.246e-01   ,2.5  ,0.55637  ,4.9
309  ,1.195e-01   ,2.5  ,0.75346  ,4.9
310  ,1.143e-01   ,2.5  ,0.95055  ,4.9
311  ,1.075e-01   ,2.5  ,1.1476  ,4.9
312  ,9.815e-02   ,2.5  ,1.3447  ,4.9
313  ,8.638e-02   ,2.5  ,1.5418  ,4.9
314  ,7.237e-02   ,2.5  ,1.7389  ,4.9
315  ,5.352e-02   ,2.5  ,1.936  ,4.9
316  ,1.509e-01   ,2.5  ,-2.4  ,4.7
317  ,1.578e-01   ,2.5  ,-2.4  ,4.5
318  ,1.656e-01   ,2.5  ,-2.4  ,4.3
319  ,1.725e-01   ,2.5  ,-2.4  ,4.1
320  ,1.770e-01   ,2.5  ,-2.4  ,3.9
321  ,1.792e-01   ,2.5  ,-2.4  ,3.7
322  ,1.799e-01   ,2.5  ,-2.4  ,3.5
323  ,1.793e-01   ,2.5  ,-2.4  ,3.3
324  ,1.776e-01   ,2.5  ,-2.4  ,3.1
325  ,1.759e-01   ,2.5  ,-2.4  ,2.9
326  ,1.749e-01   ,2.5  ,-2.4  ,2.7
327  ,1.749e-01   ,2.5  ,-2.4  ,2.5
328  ,1.755e-01   ,2.5  ,-2.4  ,2.3
329  ,1.768e-01   ,2.5  ,-2.4  ,2.1
330  ,1.788e-01   ,2.5  ,-2.4  ,1.9
331  ,1.806e-01   ,2.5  ,-2.4  ,1.7
332  ,1.818e-01   ,2.5  ,-2.4  ,1.5
333  ,1.826e-01   ,2.5  ,-2.4  ,1.3
334  ,1.831e-01   ,2.5  ,-2.4  ,1.1
335  ,1.834e-01   ,2.5  ,-2.4  ,0.9
336  ,1.833e-01   ,2.5  ,-2.4  ,0.7
337  ,1.819e-01   ,2.5  ,-2.4  ,0.5
338  ,1.784e-01   ,2.5  ,-2.4  ,0.3
339  ,1.745e-01   ,2.5  ,-2.2  ,0.1
340  ,1.763e-01   ,2.5  ,-2  ,0.1
341  ,1.779e-01   ,2.5  ,-1.8  ,0.1
342  ,1.795e-01   ,2.5  ,-1.6  ,0.1
343  ,1.809e-01   ,2.5  ,-1.4  ,0.1
344  ,1.820e-01   ,2.5  ,-1.2  ,0.1
345  ,1.829e-01   ,2.5  ,-1  ,0.1
346  ,1.835e-01   ,2.5  ,-0.8  ,0.1
347  ,1.841e-01   ,2.5  ,-0.6  ,0.1
348  ,1.847e-01   ,2.5  ,-0.4  ,0.1
349  ,1.853e-01   ,2.5  ,-0.2  ,0.1
350  ,1.858e-01   ,2.5  ,-1.7664E-15  ,0.1
351  ,1.862e-01   ,2.5  ,0.2  ,0.1
352  ,1.864e-01   ,2.5  ,0.4  ,0.1
353  ,1.865e-01   ,2.5  ,0.6  ,0.1
354  ,1.865e-01   ,2.5  ,0.8  ,0.1
355  ,1.864e-01   ,2.5  ,1  ,0.1
356  ,1.863e-01   ,2.5  ,1.2  ,0.1
357  ,1.864e-01   ,2.5  ,1.4  ,0.1
358  ,1.866e-01   ,2.5  ,1.6  ,0.1
359  ,1.871e-01   ,2.5  ,1.8  ,0.1
360  ,1.876e-01   ,2.5  ,2  ,0.1
361  ,1.882e-01   ,2.5  ,2.2  ,0.1
362  ,5.734e-02   ,2.5  ,2.4  ,4.436
363  ,7.689e-02   ,2.5  ,2.4  ,4.2389
364  ,9.158e-02   ,2.5  ,2.4  ,4.0418
365  ,1.030e-01   ,2.5  ,2.4  ,3.8447
366  ,1.125e-01   ,2.5  ,2.4  ,3.6476
367  ,1.199e-01   ,2.5  ,2.4  ,3.4505
368  ,1.257e-01   ,2.5  ,2.4  ,3.2535
369  ,1.315e-01   ,2.5  ,2.4  ,3.0564
370  ,1.370e-01   ,2.5  ,2.4  ,2.8593
371  ,1.421e-01   ,2.5  ,2.4  ,2.6622
372  ,1.467e-01   ,2.5  ,2.4  ,2.4651
373  ,1.512e-01   ,2.5  ,2.4  ,2.268
374  ,1.552e-01   ,2.5  ,2.4  ,2.0709
375  ,1.590e-01   ,2.5  ,2.4  ,1.8738
376  ,1.629e-01   ,2.5  ,2.4  ,1.6767
377  ,1.669e-01   ,2.5  ,2.4  ,1.4796
378  ,1.706e-01   ,2.5  ,2.4  ,1.2825
379  ,1.743e-01   ,2.5  ,2.4  ,1.0855
380  ,1.777e-01   ,2.5  ,2.4  ,0.88836
381  ,1.809e-01   ,2.5  ,2.4  ,0.69127
382  ,1.839e-01   ,2.5  ,2.4  ,0.49418
383  ,1.866e-01   ,2.5  ,2.4  ,0.29709
384  ,2.015e-02   ,2.5  ,2.2665  ,4.7665
544  ,1.880e-01   ,2.2  ,2.5  ,0.1
545  ,1.872e-01   ,2  ,2.5  ,0.1
546  ,1.865e-01   ,1.8  ,2.5  ,0.1
547  ,1.861e-01   ,1.6  ,2.5  ,0.1
548  ,1.860e-01   ,1.4  ,2.5  ,0.1
549  ,1.862e-01   ,1.2  ,2.5  ,0.1
550  ,1.865e-01   ,1  ,2.5  ,0.1
551  ,1.869e-01   ,0.8  ,2.5  ,0.1
552  ,1.867e-01   ,0.6  ,2.5  ,0.1
553  ,1.865e-01   ,0.4  ,2.5  ,0.1
554  ,1.863e-01   ,0.2  ,2.5  ,0.1
555  ,1.859e-01   ,5.8879E-16  ,2.5  ,0.1
556  ,1.861e-01   ,-0.2  ,2.5  ,0.1
557  ,1.862e-01   ,-0.4  ,2.5  ,0.1
558  ,1.863e-01   ,-0.6  ,2.5  ,0.1
559  ,1.864e-01   ,-0.8  ,2.5  ,0.1
560  ,1.864e-01   ,-1  ,2.5  ,0.1
561  ,1.862e-01   ,-1.2  ,2.5  ,0.1
562  ,1.859e-01   ,-1.4  ,2.5  ,0.1
563  ,1.853e-01   ,-1.6  ,2.5  ,0.1
564  ,1.846e-01   ,-1.8  ,2.5  ,0.1
565  ,1.838e-01   ,-2  ,2.5  ,0.1
566  ,1.826e-01   ,-2.2  ,2.5  ,0.1
567  ,1.881e-01   ,-2.4  ,2.5  ,4.7
568  ,1.872e-01   ,-2.4  ,2.5  ,4.5
569  ,1.865e-01   ,-2.4  ,2.5  ,4.3
570  ,1.860e-01   ,-2.4  ,2.5  ,4.1
571  ,1.861e-01   ,-2.4  ,2.5  ,3.9
572  ,1.863e-01   ,-2.4  ,2.5  ,3.7
573  ,1.868e-01   ,-2.4  ,2.5  ,3.5
574  ,1.871e-01   ,-2.4  ,2.5  ,3.3
575  ,1.870e-01   ,-2.4  ,2.5  ,3.1
576  ,1.870e-01   ,-2.4  ,2.5  ,2.9
577  ,1.869e-01   ,-2.4  ,2.5  ,2.7
578  ,1.867e-01   ,-2.4  ,2.5  ,2.5
579  ,1.866e-01   ,-2.4  ,2.5  ,2.3
580  ,1.865e-01   ,-2.4  ,2.5  ,2.1
581  ,1.863e-01   ,-2.4  ,2.5  ,1.9
582  ,1.863e-01   ,-2.4  ,2.5  ,1.7
583  ,1.863e-01   ,-2.4  ,2.5  ,1.5
584  ,1.861e-01   ,-2.4  ,2.5  ,1.3
585  ,1.858e-01   ,-2.4  ,2.5  ,1.1
586  ,1.854e-01   ,-2.4  ,2.5  ,0.9
587  ,1.848e-01   ,-2.4  ,2.5  ,0.7
588  ,1.839e-01   ,-2.4  ,2.5  ,0.5
589  ,1.827e-01   ,-2.4  ,2.5  ,0.3
590  ,5.905e-02   ,1.936  ,2.5  ,4.9
591  ,7.636e-02   ,1.7389  ,2.5  ,4.9
592  ,9.102e-02   ,1.5418  ,2.5  ,4.9
593  ,1.029e-01   ,1.3447  ,2.5  ,4.9
594  ,1.123e-01   ,1.1476  ,2.5  ,4.9
595  ,1.199e-01   ,0.95055  ,2.5  ,4.9
596  ,1.262e-01   ,0.75346  ,2.5  ,4.9
597  ,1.320e-01   ,0.55637  ,2.5  ,4.9
598  ,1.378e-01   ,0.35927  ,2.5  ,4.9
599  ,1.428e-01   ,0.16218  ,2.5  ,4.9
600  ,1.475e-01   ,-0.034907  ,2.5  ,4.9
601  ,1.519e-01   ,-0.232  ,2.5  ,4.9
602  ,1.561e-01   ,-0.42909  ,2.5  ,4.9
603  ,1.598e-01   ,-0.62618  ,2.5  ,4.9
604  ,1.634e-01   ,-0.82327  ,2.5  ,4.9
605  ,1.672e-01   ,-1.0204  ,2.5  ,4.9
606  ,1.709e-01   ,-1.2175  ,2.5  ,4.9
607  ,1.746e-01   ,-1.4145  ,2.5  ,4.9
608  ,1.781e-01   ,-1.6116  ,2.5  ,4.9
609  ,1.812e-01   ,-1.8087  ,2.5  ,4.9
610  ,1.841e-01   ,-2.0058  ,2.5  ,4.9
611  ,1.867e-01   ,-2.2029  ,2.5  ,4.9
612  ,2.228e-02   ,2.2665  ,2.5  ,4.7665
613  ,5.748e-02   ,2.4  ,2.5  ,4.436
614  ,7.662e-02   ,2.4  ,2.5  ,4.2389
615  ,9.119e-02   ,2.4  ,2.5  ,4.0418
616  ,1.031e-01   ,2.4  ,2.5  ,3.8447
617  ,1.127e-01   ,2.4  ,2.5  ,3.6476
618  ,1.197e-01   ,2.4  ,2.5  ,3.4505
619  ,1.255e-01   ,2.4  ,2.5  ,3.2535
620  ,1.315e-01   ,2.4  ,2.5  ,3.0564
621  ,1.372e-01   ,2.4  ,2.5  ,2.8593
622  ,1.425e-01   ,2.4  ,2.5  ,2.6622
623  ,1.472e-01   ,2.4  ,2.5  ,2.4651
624  ,1.517e-01   ,2.4  ,2.5  ,2.268
625  ,1.558e-01   ,2.4  ,2.5  ,2.0709
626  ,1.597e-01   ,2.4  ,2.5  ,1.8738
627  ,1.633e-01   ,2.4  ,2.5  ,1.6767
628  ,1.674e-01   ,2.4  ,2.5  ,1.4796
629  ,1.712e-01   ,2.4  ,2.5  ,1.2825
630  ,1.747e-01   ,2.4  ,2.5  ,1.0855
631  ,1.779e-01   ,2.4  ,2.5  ,0.88836
632  ,1.810e-01   ,2.4  ,2.5  ,0.69127
633  ,1.839e-01   ,2.4  ,2.5  ,0.49418
634  ,1.865e-01   ,2.4  ,2.5  ,0.29709
796  ,1.852e-01   ,-2.5  ,2.2  ,0.1
797  ,1.891e-01   ,-2.5  ,2  ,0.1
798  ,1.930e-01   ,-2.5  ,1.8  ,0.1
799  ,1.968e-01   ,-2.5  ,1.6  ,0.1
800  ,2.004e-01   ,-2.5  ,1.4  ,0.1
801  ,2.037e-01   ,-2.5  ,1.2  ,0.1
802  ,2.069e-01   ,-2.5  ,1  ,0.1
803  ,2.097e-01   ,-2.5  ,0.8  ,0.1
804  ,2.123e-01   ,-2.5  ,0.6  ,0.1
805  ,2.146e-01   ,-2.5  ,0.4  ,0.1
806  ,2.164e-01   ,-2.5  ,0.2  ,0.1
807  ,2.180e-01   ,-2.5  ,5.8879E-16  ,0.1
808  ,2.190e-01   ,-2.5  ,-0.2  ,0.1
809  ,2.198e-01   ,-2.5  ,-0.4  ,0.1
810  ,2.205e-01   ,-2.5  ,-0.6  ,0.1
811  ,2.211e-01   ,-2.5  ,-0.8  ,0.1
812  ,2.215e-01   ,-2.5  ,-1  ,0.1
813  ,2.217e-01   ,-2.5  ,-1.2  ,0.1
814  ,2.217e-01   ,-2.5  ,-1.4  ,0.1
815  ,2.215e-01   ,-2.5  ,-1.6  ,0.1
816  ,2.213e-01   ,-2.5  ,-1.8  ,0.1
817  ,2.213e-01   ,-2.5  ,-2  ,0.1
818  ,2.213e-01   ,-2.5  ,-2.2  ,0.1
819  ,1.783e-01   ,-2.5  ,-2.4  ,4.7
820  ,1.863e-01   ,-2.5  ,-2.4  ,4.5
821  ,1.948e-01   ,-2.5  ,-2.4  ,4.3
822  ,2.027e-01   ,-2.5  ,-2.4  ,4.1
823  ,2.092e-01   ,-2.5  ,-2.4  ,3.9
824  ,2.139e-01   ,-2.5  ,-2.4  ,3.7
825  ,2.169e-01   ,-2.5  ,-2.4  ,3.5
826  ,2.183e-01   ,-2.5  ,-2.4  ,3.3
827  ,2.188e-01   ,-2.5  ,-2.4  ,3.1
828  ,2.188e-01   ,-2.5  ,-2.4  ,2.9
829  ,2.187e-01   ,-2.5  ,-2.4  ,2.7
830  ,2.187e-01   ,-2.5  ,-2.4  ,2.5
831  ,2.192e-01   ,-2.5  ,-2.4  ,2.3
832  ,2.200e-01   ,-2.5  ,-2.4  ,2.1
833  ,2.209e-01   ,-2.5  ,-2.4  ,1.9
834  ,2.219e-01   ,-2.5  ,-2.4  ,1.7
835  ,2.226e-01   ,-2.5  ,-2.4  ,1.5
836  ,2.227e-01   ,-2.5  ,-2.4  ,1.3
837  ,2.227e-01   ,-2.5  ,-2.4  ,1.1
838  ,2.224e-01   ,-2.5  ,-2.4  ,0.9
839  ,2.221e-01   ,-2.5  ,-2.4  ,0.7
840  ,2.218e-01   ,-2.5  ,-2.4  ,0.5
841  ,2.214e-01   ,-2.5  ,-2.4  ,0.3
842  ,1.889e-01   ,-2.5  ,2.2  ,4.9
843  ,1.880e-01   ,-2.5  ,2  ,4.9
844  ,1.871e-01   ,-2.5  ,1.8  ,4.9
845  ,1.865e-01   ,-2.5  ,1.6  ,4.9
846  ,1.861e-01   ,-2.5  ,1.4  ,4.9
847  ,1.858e-01   ,-2.5  ,1.2  ,4.9
848  ,1.858e-01   ,-2.5  ,1  ,4.9
849  ,1.859e-01   ,-2.5  ,0.8  ,4.9
850  ,1.859e-01   ,-2.5  ,0.6  ,4.9
851  ,1.859e-01   ,-2.5  ,0.4  ,4.9
852  ,1.857e-01   ,-2.5  ,0.2  ,4.9
853  ,1.853e-01   ,-2.5  ,5.8879E-16  ,4.9
854  ,1.849e-01   ,-2.5  ,-0.2  ,4.9
855  ,1.844e-01   ,-2.5  ,-0.4  ,4.9
856  ,1.838e-01   ,-2.5  ,-0.6  ,4.9
857  ,1.832e-01   ,-2.5  ,-0.8  ,4.9
858  ,1.824e-01   ,-2.5  ,-1  ,4.9
859  ,1.815e-01   ,-2.5  ,-1.2  ,4.9
860  ,1.804e-01   ,-2.5  ,-1.4  ,4.9
861  ,1.791e-01   ,-2.5  ,-1.6  ,4.9
862  ,1.777e-01   ,-2.5  ,-1.8  ,4.9
863  ,1.760e-01   ,-2.5  ,-2  ,4.9
864  ,1.741e-01   ,-2.5  ,-2.2  ,4.9
865  ,1.888e-01   ,-2.5  ,2.4  ,4.7
866  ,1.877e-01   ,-2.5  ,2.4  ,4.5
867  ,1.867e-01   ,-2.5  ,2.4  ,4.3
868  ,1.861e-01   ,-2.5  ,2.4  ,4.1
869  ,1.859e-01   ,-2.5  ,2.4  ,3.9
870  ,1.859e-01   ,-2.5  ,2.4  ,3.7
871  ,1.862e-01   ,-2.5  ,2.4  ,3.5
872  ,1.865e-01   ,-2.5  ,2.4  ,3.3
873  ,1.865e-01   ,-2.5  ,2.4  ,3.1
874  ,1.864e-01   ,-2.5  ,2.4  ,2.9
875  ,1.864e-01   ,-2.5  ,2.4  ,2.7
876  ,1.863e-01   ,-2.5  ,2.4  ,2.5
877  ,1.862e-01   ,-2.5  ,2.4  ,2.3
878  ,1.861e-01   ,-2.5  ,2.4  ,2.1
879  ,1.860e-01   ,-2.5  ,2.4  ,1.9
880  ,1.860e-01   ,-2.5  ,2.4  ,1.7
881  ,1.861e-01   ,-2.5  ,2.4  ,1.5
882  ,1.861e-01   ,-2.5  ,2.4  ,1.3
883  ,1.859e-01   ,-2.5  ,2.4  ,1.1
884  ,1.855e-01   ,-2.5  ,2.4  ,0.9
885  ,1.850e-01   ,-2.5  ,2.4  ,0.7
886  ,1.843e-01   ,-2.5  ,2.4  ,0.5
887  ,1.832e-01   ,-2.5  ,2.4  ,0.3
1044  ,2.209e-01   ,-2.3  ,-2.5  ,0.44697
1045  ,2.204e-01   ,-2.3  ,-2.5  ,0.68705
1046  ,2.201e-01   ,-2.3  ,-2.5  ,0.92554
1047  ,2.203e-01   ,-2.3  ,-2.5  ,1.1682
1048  ,2.208e-01   ,-2.3  ,-2.5  ,1.4148
1049  ,2.210e-01   ,-2.3  ,-2.5  ,1.6581
1050  ,2.203e-01   ,-2.3  ,-2.5  ,1.8967
1051  ,2.191e-01   ,-2.3  ,-2.5  ,2.1357
1052  ,2.180e-01   ,-2.3  ,-2.5  ,2.3794
1053  ,2.172e-01   ,-2.3  ,-2.5  ,2.6206
1054  ,2.169e-01   ,-2.3  ,-2.5  ,2.8643
1055  ,2.170e-01   ,-2.3  ,-2.5  ,3.1033
1056  ,2.171e-01   ,-2.3  ,-2.5  ,3.342
1057  ,2.165e-01   ,-2.3  ,-2.5  ,3.5852
1058  ,2.136e-01   ,-2.3  ,-2.5  ,3.8318
1059  ,2.077e-01   ,-2.3  ,-2.5  ,4.0745
1060  ,1.998e-01   ,-2.3  ,-2.5  ,4.3129
1061  ,1.902e-01   ,-2.3  ,-2.5  ,4.553
1062  ,1.835e-01   ,-2.053  ,-2.5  ,4.8
1063  ,1.847e-01   ,-1.8129  ,-2.5  ,4.8
1064  ,1.845e-01   ,-1.5745  ,-2.5  ,4.8
1065  ,1.840e-01   ,-1.3318  ,-2.5  ,4.8
1066  ,1.830e-01   ,-1.0852  ,-2.5  ,4.8
1067  ,1.812e-01   ,-0.84195  ,-2.5  ,4.8
1068  ,1.787e-01   ,-0.60329  ,-2.5  ,4.8
1069  ,1.764e-01   ,-0.3643  ,-2.5  ,4.8
1070  ,1.755e-01   ,-0.12055  ,-2.5  ,4.8
1071  ,1.758e-01   ,0.12056  ,-2.5  ,4.8
1072  ,1.771e-01   ,0.3643  ,-2.5  ,4.8
1073  ,1.792e-01   ,0.6033  ,-2.5  ,4.8
1074  ,1.804e-01   ,0.84195  ,-2.5  ,4.8
1075  ,1.793e-01   ,1.0852  ,-2.5  ,4.8
1076  ,1.758e-01   ,1.3318  ,-2.5  ,4.8
1077  ,1.690e-01   ,1.5745  ,-2.5  ,4.8
1078  ,1.593e-01   ,1.8129  ,-2.5  ,4.8
1079  ,1.506e-01   ,2.053  ,-2.5  ,4.8
1080  ,1.506e-01   ,2.3  ,-2.5  ,4.553
1081  ,1.594e-01   ,2.3  ,-2.5  ,4.3129
1082  ,1.690e-01   ,2.3  ,-2.5  ,4.0745
1083  ,1.757e-01   ,2.3  ,-2.5  ,3.8318
1084  ,1.790e-01   ,2.3  ,-2.5  ,3.5852
1085  ,1.797e-01   ,2.3  ,-2.5  ,3.3419
1086  ,1.785e-01   ,2.3  ,-2.5  ,3.1033
1087  ,1.764e-01   ,2.3  ,-2.5  ,2.8643
1088  ,1.751e-01   ,2.3  ,-2.5  ,2.6206
1089  ,1.749e-01   ,2.3  ,-2.5  ,2.3794
1090  ,1.757e-01   ,2.3  ,-2.5  ,2.1357
1091  ,1.777e-01   ,2.3  ,-2.5  ,1.8967
1092  ,1.800e-01   ,2.3  ,-2.5  ,1.658
1093  ,1.816e-01   ,2.3  ,-2.5  ,1.4148
1094  ,1.828e-01   ,2.3  ,-2.5  ,1.1682
