Date:  13:07, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Displacement1
Plot step: 8   time : 41.9652 Microseconds
Result Type: URES 


Node  ,Value (in)  ,X (in)  ,Y (in)  ,Z (in)
310  ,1.002e-01   ,2.5  ,0.95055  ,4.9
311  ,9.445e-02   ,2.5  ,1.1476  ,4.9
312  ,8.650e-02   ,2.5  ,1.3447  ,4.9
313  ,7.642e-02   ,2.5  ,1.5418  ,4.9
314  ,6.432e-02   ,2.5  ,1.7389  ,4.9
315  ,4.814e-02   ,2.5  ,1.936  ,4.9
316  ,1.365e-01   ,2.5  ,-2.4  ,4.7
317  ,1.363e-01   ,2.5  ,-2.4  ,4.5
318  ,1.364e-01   ,2.5  ,-2.4  ,4.3
319  ,1.366e-01   ,2.5  ,-2.4  ,4.1
320  ,1.370e-01   ,2.5  ,-2.4  ,3.9
321  ,1.372e-01   ,2.5  ,-2.4  ,3.7
322  ,1.368e-01   ,2.5  ,-2.4  ,3.5
323  ,1.361e-01   ,2.5  ,-2.4  ,3.3
324  ,1.355e-01   ,2.5  ,-2.4  ,3.1
325  ,1.353e-01   ,2.5  ,-2.4  ,2.9
326  ,1.352e-01   ,2.5  ,-2.4  ,2.7
327  ,1.352e-01   ,2.5  ,-2.4  ,2.5
328  ,1.355e-01   ,2.5  ,-2.4  ,2.3
329  ,1.362e-01   ,2.5  ,-2.4  ,2.1
330  ,1.372e-01   ,2.5  ,-2.4  ,1.9
331  ,1.384e-01   ,2.5  ,-2.4  ,1.7
332  ,1.396e-01   ,2.5  ,-2.4  ,1.5
333  ,1.405e-01   ,2.5  ,-2.4  ,1.3
334  ,1.414e-01   ,2.5  ,-2.4  ,1.1
335  ,1.423e-01   ,2.5  ,-2.4  ,0.9
336  ,1.429e-01   ,2.5  ,-2.4  ,0.7
337  ,1.428e-01   ,2.5  ,-2.4  ,0.5
338  ,1.419e-01   ,2.5  ,-2.4  ,0.3
339  ,1.410e-01   ,2.5  ,-2.2  ,0.1
340  ,1.414e-01   ,2.5  ,-2  ,0.1
341  ,1.416e-01   ,2.5  ,-1.8  ,0.1
342  ,1.419e-01   ,2.5  ,-1.6  ,0.1
343  ,1.420e-01   ,2.5  ,-1.4  ,0.1
344  ,1.419e-01   ,2.5  ,-1.2  ,0.1
345  ,1.415e-01   ,2.5  ,-1  ,0.1
346  ,1.411e-01   ,2.5  ,-0.8  ,0.1
347  ,1.407e-01   ,2.5  ,-0.6  ,0.1
348  ,1.403e-01   ,2.5  ,-0.4  ,0.1
349  ,1.398e-01   ,2.5  ,-0.2  ,0.1
350  ,1.393e-01   ,2.5  ,-1.7664E-15  ,0.1
351  ,1.389e-01   ,2.5  ,0.2  ,0.1
352  ,1.386e-01   ,2.5  ,0.4  ,0.1
353  ,1.384e-01   ,2.5  ,0.6  ,0.1
354  ,1.384e-01   ,2.5  ,0.8  ,0.1
355  ,1.386e-01   ,2.5  ,1  ,0.1
356  ,1.389e-01   ,2.5  ,1.2  ,0.1
357  ,1.392e-01   ,2.5  ,1.4  ,0.1
358  ,1.396e-01   ,2.5  ,1.6  ,0.1
359  ,1.398e-01   ,2.5  ,1.8  ,0.1
360  ,1.400e-01   ,2.5  ,2  ,0.1
361  ,1.402e-01   ,2.5  ,2.2  ,0.1
362  ,4.844e-02   ,2.5  ,2.4  ,4.436
363  ,6.480e-02   ,2.5  ,2.4  ,4.2389
364  ,7.731e-02   ,2.5  ,2.4  ,4.0418
365  ,8.712e-02   ,2.5  ,2.4  ,3.8447
366  ,9.515e-02   ,2.5  ,2.4  ,3.6476
367  ,1.012e-01   ,2.5  ,2.4  ,3.4505
368  ,1.058e-01   ,2.5  ,2.4  ,3.2535
369  ,1.102e-01   ,2.5  ,2.4  ,3.0564
370  ,1.142e-01   ,2.5  ,2.4  ,2.8593
371  ,1.177e-01   ,2.5  ,2.4  ,2.6622
372  ,1.211e-01   ,2.5  ,2.4  ,2.4651
373  ,1.242e-01   ,2.5  ,2.4  ,2.268
374  ,1.270e-01   ,2.5  ,2.4  ,2.0709
375  ,1.296e-01   ,2.5  ,2.4  ,1.8738
376  ,1.319e-01   ,2.5  ,2.4  ,1.6767
377  ,1.340e-01   ,2.5  ,2.4  ,1.4796
378  ,1.357e-01   ,2.5  ,2.4  ,1.2825
379  ,1.372e-01   ,2.5  ,2.4  ,1.0855
380  ,1.383e-01   ,2.5  ,2.4  ,0.88836
381  ,1.393e-01   ,2.5  ,2.4  ,0.69127
382  ,1.399e-01   ,2.5  ,2.4  ,0.49418
383  ,1.403e-01   ,2.5  ,2.4  ,0.29709
384  ,1.861e-02   ,2.5  ,2.2665  ,4.7665
544  ,1.401e-01   ,2.2  ,2.5  ,0.1
545  ,1.399e-01   ,2  ,2.5  ,0.1
546  ,1.397e-01   ,1.8  ,2.5  ,0.1
547  ,1.394e-01   ,1.6  ,2.5  ,0.1
548  ,1.391e-01   ,1.4  ,2.5  ,0.1
549  ,1.389e-01   ,1.2  ,2.5  ,0.1
550  ,1.387e-01   ,1  ,2.5  ,0.1
551  ,1.385e-01   ,0.8  ,2.5  ,0.1
552  ,1.385e-01   ,0.6  ,2.5  ,0.1
553  ,1.386e-01   ,0.4  ,2.5  ,0.1
554  ,1.387e-01   ,0.2  ,2.5  ,0.1
555  ,1.387e-01   ,5.8879E-16  ,2.5  ,0.1
556  ,1.395e-01   ,-0.2  ,2.5  ,0.1
557  ,1.403e-01   ,-0.4  ,2.5  ,0.1
558  ,1.409e-01   ,-0.6  ,2.5  ,0.1
559  ,1.415e-01   ,-0.8  ,2.5  ,0.1
560  ,1.422e-01   ,-1  ,2.5  ,0.1
561  ,1.427e-01   ,-1.2  ,2.5  ,0.1
562  ,1.430e-01   ,-1.4  ,2.5  ,0.1
563  ,1.429e-01   ,-1.6  ,2.5  ,0.1
564  ,1.426e-01   ,-1.8  ,2.5  ,0.1
565  ,1.421e-01   ,-2  ,2.5  ,0.1
566  ,1.413e-01   ,-2.2  ,2.5  ,0.1
567  ,1.400e-01   ,-2.4  ,2.5  ,4.7
568  ,1.398e-01   ,-2.4  ,2.5  ,4.5
569  ,1.395e-01   ,-2.4  ,2.5  ,4.3
570  ,1.393e-01   ,-2.4  ,2.5  ,4.1
571  ,1.391e-01   ,-2.4  ,2.5  ,3.9
572  ,1.388e-01   ,-2.4  ,2.5  ,3.7
573  ,1.386e-01   ,-2.4  ,2.5  ,3.5
574  ,1.385e-01   ,-2.4  ,2.5  ,3.3
575  ,1.385e-01   ,-2.4  ,2.5  ,3.1
576  ,1.387e-01   ,-2.4  ,2.5  ,2.9
577  ,1.390e-01   ,-2.4  ,2.5  ,2.7
578  ,1.394e-01   ,-2.4  ,2.5  ,2.5
579  ,1.397e-01   ,-2.4  ,2.5  ,2.3
580  ,1.403e-01   ,-2.4  ,2.5  ,2.1
581  ,1.408e-01   ,-2.4  ,2.5  ,1.9
582  ,1.414e-01   ,-2.4  ,2.5  ,1.7
583  ,1.420e-01   ,-2.4  ,2.5  ,1.5
584  ,1.424e-01   ,-2.4  ,2.5  ,1.3
585  ,1.426e-01   ,-2.4  ,2.5  ,1.1
586  ,1.426e-01   ,-2.4  ,2.5  ,0.9
587  ,1.424e-01   ,-2.4  ,2.5  ,0.7
588  ,1.419e-01   ,-2.4  ,2.5  ,0.5
589  ,1.413e-01   ,-2.4  ,2.5  ,0.3
590  ,4.891e-02   ,1.936  ,2.5  ,4.9
591  ,6.373e-02   ,1.7389  ,2.5  ,4.9
592  ,7.627e-02   ,1.5418  ,2.5  ,4.9
593  ,8.643e-02   ,1.3447  ,2.5  ,4.9
594  ,9.450e-02   ,1.1476  ,2.5  ,4.9
595  ,1.006e-01   ,0.95055  ,2.5  ,4.9
596  ,1.057e-01   ,0.75346  ,2.5  ,4.9
597  ,1.103e-01   ,0.55637  ,2.5  ,4.9
598  ,1.146e-01   ,0.35927  ,2.5  ,4.9
599  ,1.182e-01   ,0.16218  ,2.5  ,4.9
600  ,1.216e-01   ,-0.034907  ,2.5  ,4.9
601  ,1.246e-01   ,-0.232  ,2.5  ,4.9
602  ,1.272e-01   ,-0.42909  ,2.5  ,4.9
603  ,1.294e-01   ,-0.62618  ,2.5  ,4.9
604  ,1.316e-01   ,-0.82327  ,2.5  ,4.9
605  ,1.336e-01   ,-1.0204  ,2.5  ,4.9
606  ,1.353e-01   ,-1.2175  ,2.5  ,4.9
607  ,1.368e-01   ,-1.4145  ,2.5  ,4.9
608  ,1.381e-01   ,-1.6116  ,2.5  ,4.9
609  ,1.390e-01   ,-1.8087  ,2.5  ,4.9
610  ,1.397e-01   ,-2.0058  ,2.5  ,4.9
611  ,1.400e-01   ,-2.2029  ,2.5  ,4.9
612  ,1.805e-02   ,2.2665  ,2.5  ,4.7665
613  ,4.791e-02   ,2.4  ,2.5  ,4.436
614  ,6.395e-02   ,2.4  ,2.5  ,4.2389
615  ,7.642e-02   ,2.4  ,2.5  ,4.0418
616  ,8.664e-02   ,2.4  ,2.5  ,3.8447
617  ,9.477e-02   ,2.4  ,2.5  ,3.6476
618  ,1.008e-01   ,2.4  ,2.5  ,3.4505
619  ,1.058e-01   ,2.4  ,2.5  ,3.2535
620  ,1.100e-01   ,2.4  ,2.5  ,3.0564
621  ,1.142e-01   ,2.4  ,2.5  ,2.8593
622  ,1.178e-01   ,2.4  ,2.5  ,2.6622
623  ,1.212e-01   ,2.4  ,2.5  ,2.4651
624  ,1.243e-01   ,2.4  ,2.5  ,2.268
625  ,1.272e-01   ,2.4  ,2.5  ,2.0709
626  ,1.296e-01   ,2.4  ,2.5  ,1.8738
627  ,1.318e-01   ,2.4  ,2.5  ,1.6767
628  ,1.339e-01   ,2.4  ,2.5  ,1.4796
629  ,1.357e-01   ,2.4  ,2.5  ,1.2825
630  ,1.371e-01   ,2.4  ,2.5  ,1.0855
631  ,1.383e-01   ,2.4  ,2.5  ,0.88836
632  ,1.392e-01   ,2.4  ,2.5  ,0.69127
633  ,1.399e-01   ,2.4  ,2.5  ,0.49418
634  ,1.402e-01   ,2.4  ,2.5  ,0.29709
796  ,1.427e-01   ,-2.5  ,2.2  ,0.1
797  ,1.442e-01   ,-2.5  ,2  ,0.1
798  ,1.455e-01   ,-2.5  ,1.8  ,0.1
799  ,1.466e-01   ,-2.5  ,1.6  ,0.1
800  ,1.475e-01   ,-2.5  ,1.4  ,0.1
801  ,1.483e-01   ,-2.5  ,1.2  ,0.1
802  ,1.490e-01   ,-2.5  ,1  ,0.1
803  ,1.496e-01   ,-2.5  ,0.8  ,0.1
804  ,1.500e-01   ,-2.5  ,0.6  ,0.1
805  ,1.502e-01   ,-2.5  ,0.4  ,0.1
806  ,1.504e-01   ,-2.5  ,0.2  ,0.1
807  ,1.506e-01   ,-2.5  ,5.8879E-16  ,0.1
808  ,1.508e-01   ,-2.5  ,-0.2  ,0.1
809  ,1.510e-01   ,-2.5  ,-0.4  ,0.1
810  ,1.510e-01   ,-2.5  ,-0.6  ,0.1
811  ,1.510e-01   ,-2.5  ,-0.8  ,0.1
812  ,1.510e-01   ,-2.5  ,-1  ,0.1
813  ,1.510e-01   ,-2.5  ,-1.2  ,0.1
814  ,1.510e-01   ,-2.5  ,-1.4  ,0.1
815  ,1.510e-01   ,-2.5  ,-1.6  ,0.1
816  ,1.510e-01   ,-2.5  ,-1.8  ,0.1
817  ,1.510e-01   ,-2.5  ,-2  ,0.1
818  ,1.510e-01   ,-2.5  ,-2.2  ,0.1
819  ,1.425e-01   ,-2.5  ,-2.4  ,4.7
820  ,1.447e-01   ,-2.5  ,-2.4  ,4.5
821  ,1.469e-01   ,-2.5  ,-2.4  ,4.3
822  ,1.485e-01   ,-2.5  ,-2.4  ,4.1
823  ,1.493e-01   ,-2.5  ,-2.4  ,3.9
824  ,1.495e-01   ,-2.5  ,-2.4  ,3.7
825  ,1.496e-01   ,-2.5  ,-2.4  ,3.5
826  ,1.499e-01   ,-2.5  ,-2.4  ,3.3
827  ,1.502e-01   ,-2.5  ,-2.4  ,3.1
828  ,1.504e-01   ,-2.5  ,-2.4  ,2.9
829  ,1.505e-01   ,-2.5  ,-2.4  ,2.7
830  ,1.507e-01   ,-2.5  ,-2.4  ,2.5
831  ,1.508e-01   ,-2.5  ,-2.4  ,2.3
832  ,1.509e-01   ,-2.5  ,-2.4  ,2.1
833  ,1.509e-01   ,-2.5  ,-2.4  ,1.9
834  ,1.509e-01   ,-2.5  ,-2.4  ,1.7
835  ,1.510e-01   ,-2.5  ,-2.4  ,1.5
836  ,1.510e-01   ,-2.5  ,-2.4  ,1.3
837  ,1.510e-01   ,-2.5  ,-2.4  ,1.1
838  ,1.510e-01   ,-2.5  ,-2.4  ,0.9
839  ,1.511e-01   ,-2.5  ,-2.4  ,0.7
840  ,1.511e-01   ,-2.5  ,-2.4  ,0.5
841  ,1.511e-01   ,-2.5  ,-2.4  ,0.3
842  ,1.399e-01   ,-2.5  ,2.2  ,4.9
843  ,1.396e-01   ,-2.5  ,2  ,4.9
844  ,1.393e-01   ,-2.5  ,1.8  ,4.9
845  ,1.390e-01   ,-2.5  ,1.6  ,4.9
846  ,1.387e-01   ,-2.5  ,1.4  ,4.9
847  ,1.384e-01   ,-2.5  ,1.2  ,4.9
848  ,1.381e-01   ,-2.5  ,1  ,4.9
849  ,1.379e-01   ,-2.5  ,0.8  ,4.9
850  ,1.378e-01   ,-2.5  ,0.6  ,4.9
851  ,1.380e-01   ,-2.5  ,0.4  ,4.9
852  ,1.383e-01   ,-2.5  ,0.2  ,4.9
853  ,1.386e-01   ,-2.5  ,5.8879E-16  ,4.9
854  ,1.392e-01   ,-2.5  ,-0.2  ,4.9
855  ,1.398e-01   ,-2.5  ,-0.4  ,4.9
856  ,1.403e-01   ,-2.5  ,-0.6  ,4.9
857  ,1.408e-01   ,-2.5  ,-0.8  ,4.9
858  ,1.412e-01   ,-2.5  ,-1  ,4.9
859  ,1.417e-01   ,-2.5  ,-1.2  ,4.9
860  ,1.419e-01   ,-2.5  ,-1.4  ,4.9
861  ,1.419e-01   ,-2.5  ,-1.6  ,4.9
862  ,1.417e-01   ,-2.5  ,-1.8  ,4.9
863  ,1.414e-01   ,-2.5  ,-2  ,4.9
864  ,1.411e-01   ,-2.5  ,-2.2  ,4.9
865  ,1.399e-01   ,-2.5  ,2.4  ,4.7
866  ,1.397e-01   ,-2.5  ,2.4  ,4.5
867  ,1.394e-01   ,-2.5  ,2.4  ,4.3
868  ,1.391e-01   ,-2.5  ,2.4  ,4.1
869  ,1.389e-01   ,-2.5  ,2.4  ,3.9
870  ,1.387e-01   ,-2.5  ,2.4  ,3.7
871  ,1.384e-01   ,-2.5  ,2.4  ,3.5
872  ,1.383e-01   ,-2.5  ,2.4  ,3.3
873  ,1.383e-01   ,-2.5  ,2.4  ,3.1
874  ,1.384e-01   ,-2.5  ,2.4  ,2.9
875  ,1.388e-01   ,-2.5  ,2.4  ,2.7
876  ,1.391e-01   ,-2.5  ,2.4  ,2.5
877  ,1.395e-01   ,-2.5  ,2.4  ,2.3
878  ,1.400e-01   ,-2.5  ,2.4  ,2.1
879  ,1.405e-01   ,-2.5  ,2.4  ,1.9
880  ,1.410e-01   ,-2.5  ,2.4  ,1.7
881  ,1.417e-01   ,-2.5  ,2.4  ,1.5
882  ,1.422e-01   ,-2.5  ,2.4  ,1.3
883  ,1.426e-01   ,-2.5  ,2.4  ,1.1
884  ,1.427e-01   ,-2.5  ,2.4  ,0.9
885  ,1.426e-01   ,-2.5  ,2.4  ,0.7
886  ,1.422e-01   ,-2.5  ,2.4  ,0.5
887  ,1.417e-01   ,-2.5  ,2.4  ,0.3
1044  ,1.511e-01   ,-2.3  ,-2.5  ,0.44697
1045  ,1.511e-01   ,-2.3  ,-2.5  ,0.68705
1046  ,1.511e-01   ,-2.3  ,-2.5  ,0.92554
1047  ,1.510e-01   ,-2.3  ,-2.5  ,1.1682
1048  ,1.510e-01   ,-2.3  ,-2.5  ,1.4148
1049  ,1.509e-01   ,-2.3  ,-2.5  ,1.6581
1050  ,1.508e-01   ,-2.3  ,-2.5  ,1.8967
1051  ,1.508e-01   ,-2.3  ,-2.5  ,2.1357
1052  ,1.507e-01   ,-2.3  ,-2.5  ,2.3794
1053  ,1.506e-01   ,-2.3  ,-2.5  ,2.6206
1054  ,1.503e-01   ,-2.3  ,-2.5  ,2.8643
1055  ,1.501e-01   ,-2.3  ,-2.5  ,3.1033
1056  ,1.497e-01   ,-2.3  ,-2.5  ,3.342
1057  ,1.491e-01   ,-2.3  ,-2.5  ,3.5852
1058  ,1.489e-01   ,-2.3  ,-2.5  ,3.8318
1059  ,1.490e-01   ,-2.3  ,-2.5  ,4.0745
1060  ,1.481e-01   ,-2.3  ,-2.5  ,4.3129
1061  ,1.457e-01   ,-2.3  ,-2.5  ,4.553
1062  ,1.429e-01   ,-2.053  ,-2.5  ,4.8
1063  ,1.425e-01   ,-1.8129  ,-2.5  ,4.8
1064  ,1.415e-01   ,-1.5745  ,-2.5  ,4.8
1065  ,1.402e-01   ,-1.3318  ,-2.5  ,4.8
1066  ,1.389e-01   ,-1.0852  ,-2.5  ,4.8
1067  ,1.375e-01   ,-0.84195  ,-2.5  ,4.8
1068  ,1.364e-01   ,-0.60329  ,-2.5  ,4.8
1069  ,1.357e-01   ,-0.3643  ,-2.5  ,4.8
1070  ,1.354e-01   ,-0.12055  ,-2.5  ,4.8
1071  ,1.354e-01   ,0.12056  ,-2.5  ,4.8
1072  ,1.355e-01   ,0.3643  ,-2.5  ,4.8
1073  ,1.358e-01   ,0.6033  ,-2.5  ,4.8
1074  ,1.364e-01   ,0.84195  ,-2.5  ,4.8
1075  ,1.370e-01   ,1.0852  ,-2.5  ,4.8
1076  ,1.369e-01   ,1.3318  ,-2.5  ,4.8
1077  ,1.367e-01   ,1.5745  ,-2.5  ,4.8
1078  ,1.364e-01   ,1.8129  ,-2.5  ,4.8
1079  ,1.364e-01   ,2.053  ,-2.5  ,4.8
1080  ,1.363e-01   ,2.3  ,-2.5  ,4.553
1081  ,1.363e-01   ,2.3  ,-2.5  ,4.3129
1082  ,1.365e-01   ,2.3  ,-2.5  ,4.0745
1083  ,1.369e-01   ,2.3  ,-2.5  ,3.8318
1084  ,1.370e-01   ,2.3  ,-2.5  ,3.5852
1085  ,1.365e-01   ,2.3  ,-2.5  ,3.3419
1086  ,1.358e-01   ,2.3  ,-2.5  ,3.1033
1087  ,1.355e-01   ,2.3  ,-2.5  ,2.8643
1088  ,1.356e-01   ,2.3  ,-2.5  ,2.6206
1089  ,1.357e-01   ,2.3  ,-2.5  ,2.3794
1090  ,1.361e-01   ,2.3  ,-2.5  ,2.1357
1091  ,1.369e-01   ,2.3  ,-2.5  ,1.8967
1092  ,1.381e-01   ,2.3  ,-2.5  ,1.658
1093  ,1.393e-01   ,2.3  ,-2.5  ,1.4148
1094  ,1.403e-01   ,2.3  ,-2.5  ,1.1682
