Date:  13:13, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Displacement1
Plot step: 13   time : 68.2049 Microseconds
Result Type: URES 


Node  ,Value (in)  ,X (in)  ,Y (in)  ,Z (in)
1050  ,2.363e-01   ,-2.3  ,-2.5  ,1.8967
1051  ,2.347e-01   ,-2.3  ,-2.5  ,2.1357
1052  ,2.336e-01   ,-2.3  ,-2.5  ,2.3794
1053  ,2.334e-01   ,-2.3  ,-2.5  ,2.6206
1054  ,2.339e-01   ,-2.3  ,-2.5  ,2.8643
1055  ,2.347e-01   ,-2.3  ,-2.5  ,3.1033
1056  ,2.347e-01   ,-2.3  ,-2.5  ,3.342
1057  ,2.329e-01   ,-2.3  ,-2.5  ,3.5852
1058  ,2.285e-01   ,-2.3  ,-2.5  ,3.8318
1059  ,2.210e-01   ,-2.3  ,-2.5  ,4.0745
1060  ,2.104e-01   ,-2.3  ,-2.5  ,4.3129
1061  ,1.982e-01   ,-2.3  ,-2.5  ,4.553
1062  ,1.935e-01   ,-2.053  ,-2.5  ,4.8
1063  ,1.985e-01   ,-1.8129  ,-2.5  ,4.8
1064  ,2.000e-01   ,-1.5745  ,-2.5  ,4.8
1065  ,1.982e-01   ,-1.3318  ,-2.5  ,4.8
1066  ,1.940e-01   ,-1.0852  ,-2.5  ,4.8
1067  ,1.891e-01   ,-0.84195  ,-2.5  ,4.8
1068  ,1.851e-01   ,-0.60329  ,-2.5  ,4.8
1069  ,1.821e-01   ,-0.3643  ,-2.5  ,4.8
1070  ,1.810e-01   ,-0.12055  ,-2.5  ,4.8
1071  ,1.823e-01   ,0.12056  ,-2.5  ,4.8
1072  ,1.849e-01   ,0.3643  ,-2.5  ,4.8
1073  ,1.871e-01   ,0.6033  ,-2.5  ,4.8
1074  ,1.881e-01   ,0.84195  ,-2.5  ,4.8
1075  ,1.856e-01   ,1.0852  ,-2.5  ,4.8
1076  ,1.783e-01   ,1.3318  ,-2.5  ,4.8
1077  ,1.672e-01   ,1.5745  ,-2.5  ,4.8
1078  ,1.545e-01   ,1.8129  ,-2.5  ,4.8
1079  ,1.438e-01   ,2.053  ,-2.5  ,4.8
1080  ,1.437e-01   ,2.3  ,-2.5  ,4.553
1081  ,1.543e-01   ,2.3  ,-2.5  ,4.3129
1082  ,1.669e-01   ,2.3  ,-2.5  ,4.0745
1083  ,1.781e-01   ,2.3  ,-2.5  ,3.8318
1084  ,1.856e-01   ,2.3  ,-2.5  ,3.5852
1085  ,1.881e-01   ,2.3  ,-2.5  ,3.3419
1086  ,1.872e-01   ,2.3  ,-2.5  ,3.1033
1087  ,1.847e-01   ,2.3  ,-2.5  ,2.8643
1088  ,1.819e-01   ,2.3  ,-2.5  ,2.6206
1089  ,1.804e-01   ,2.3  ,-2.5  ,2.3794
1090  ,1.814e-01   ,2.3  ,-2.5  ,2.1357
1091  ,1.841e-01   ,2.3  ,-2.5  ,1.8967
1092  ,1.880e-01   ,2.3  ,-2.5  ,1.658
1093  ,1.928e-01   ,2.3  ,-2.5  ,1.4148
1094  ,1.970e-01   ,2.3  ,-2.5  ,1.1682
