Date:  13:19, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Displacement1
Plot step: 25   time : 131.185 Microseconds
Result Type: URES 


Node  ,Value (in)  ,X (in)  ,Y (in)  ,Z (in)
1  ,1.289e-01   ,2.5  ,2.1331  ,4.9
2  ,1.296e-01   ,2.4577  ,2.1908  ,4.9577
3  ,1.294e-01   ,2.4894  ,2.1331  ,4.9447
4  ,1.347e-01   ,2.1331  ,2.5  ,4.9
5  ,1.357e-01   ,2.1331  ,2.4894  ,4.9447
6  ,1.345e-01   ,2.1908  ,2.4577  ,4.9577
7  ,2.376e-01   ,-2.4  ,2.4  ,5
8  ,2.604e-01   ,-2.4  ,-2.4  ,5
9  ,2.765e-01   ,2.4  ,-2.4  ,5
10  ,1.288e-01   ,2.4  ,2.1331  ,5
11  ,1.352e-01   ,2.1331  ,2.4  ,5
12  ,2.771e-01   ,2.5  ,-2.4  ,4.9
13  ,2.613e-01   ,2.5  ,-2.4  ,0.1
14  ,2.371e-01   ,2.5  ,2.4  ,0.1
15  ,1.350e-01   ,2.5  ,2.4  ,4.6331
16  ,2.382e-01   ,2.4  ,2.5  ,0.1
17  ,1.914e-01   ,-2.4  ,2.5  ,0.1
18  ,2.386e-01   ,-2.4  ,2.5  ,4.9
19  ,1.347e-01   ,2.4  ,2.5  ,4.6331
20  ,1.930e-01   ,-2.5  ,2.4  ,0.1
21  ,2.962e-01   ,-2.5  ,-2.4  ,0.1
22  ,2.432e-01   ,-2.5  ,-2.4  ,4.9
23  ,2.398e-01   ,-2.5  ,2.4  ,4.9
24  ,2.990e-01   ,-2.3  ,-2.5  ,0.2
25  ,2.544e-01   ,-2.3  ,-2.5  ,4.8
26  ,2.836e-01   ,2.3  ,-2.5  ,4.8
27  ,2.553e-01   ,2.3  ,-2.5  ,0.2
28  ,2.535e-01   ,-2.4  ,-2.5  ,4.9
29  ,2.868e-01   ,2.4  ,-2.5  ,4.9
30  ,2.983e-01   ,-2.4  ,-2.5  ,0.1
31  ,2.547e-01   ,2.4  ,-2.5  ,0.1
