Date:  12:45, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Stress1
Plot step: 2   time : 10.4846 Microseconds
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (in)  ,Y (in)  ,Z (in)
1  ,5.364e+09   ,2.5  ,2.1331  ,4.9
2  ,2.121e+10   ,2.4577  ,2.1908  ,4.9577
3  ,1.051e+10   ,2.4894  ,2.1331  ,4.9447
4  ,5.580e+09   ,2.1331  ,2.5  ,4.9
5  ,1.030e+10   ,2.1331  ,2.4894  ,4.9447
6  ,1.922e+10   ,2.1908  ,2.4577  ,4.9577
7  ,1.954e+06   ,-2.4  ,2.4  ,5
8  ,5.093e+03   ,-2.4  ,-2.4  ,5
9  ,1.225e+05   ,2.4  ,-2.4  ,5
10  ,5.186e+09   ,2.4  ,2.1331  ,5
11  ,5.503e+09   ,2.1331  ,2.4  ,5
12  ,1.182e+05   ,2.5  ,-2.4  ,4.9
13  ,3.686e+03   ,2.5  ,-2.4  ,0.1
14  ,5.230e+06   ,2.5  ,2.4  ,0.1
15  ,5.725e+09   ,2.5  ,2.4  ,4.6331
16  ,4.217e+06   ,2.4  ,2.5  ,0.1
17  ,5.739e+05   ,-2.4  ,2.5  ,0.1
18  ,2.215e+06   ,-2.4  ,2.5  ,4.9
19  ,5.840e+09   ,2.4  ,2.5  ,4.6331
20  ,5.759e+05   ,-2.5  ,2.4  ,0.1
21  ,4.269e+00   ,-2.5  ,-2.4  ,0.1
22  ,2.393e+03   ,-2.5  ,-2.4  ,4.9
23  ,1.756e+06   ,-2.5  ,2.4  ,4.9
24  ,3.485e+00   ,-2.3  ,-2.5  ,0.2
25  ,1.791e+03   ,-2.3  ,-2.5  ,4.8
26  ,8.228e+04   ,2.3  ,-2.5  ,4.8
27  ,2.057e+03   ,2.3  ,-2.5  ,0.2
28  ,1.263e+03   ,-2.4  ,-2.5  ,4.9
29  ,8.810e+04   ,2.4  ,-2.5  ,4.9
30  ,3.343e+00   ,-2.4  ,-2.5  ,0.1
31  ,7.846e+02   ,2.4  ,-2.5  ,0.1
32  ,2.110e+03   ,2.4  ,-2.4  ,0
33  ,4.882e+06   ,2.4  ,2.4  ,0
34  ,2.993e+00   ,-2.4  ,-2.4  ,0
35  ,5.010e+05   ,-2.4  ,2.4  ,0
36  ,2.033e+10   ,2.4577  ,2.4577  ,4.6908
37  ,7.582e+06   ,-2.3  ,2.3  ,4.8
38  ,6.336e+09   ,2.1599  ,2.3  ,4.8
39  ,6.357e+09   ,2.3  ,2.1599  ,4.8
40  ,6.294e+09   ,2.3  ,2.3  ,4.6599
41  ,6.409e+06   ,2.3  ,2.3  ,0.2
42  ,3.969e+05   ,-2.3  ,2.3  ,0.2
43  ,1.067e+06   ,-2.4  ,2.2  ,5
44  ,2.890e+06   ,-2.4  ,2  ,5
45  ,2.502e+06   ,-2.4  ,1.8  ,5
46  ,3.740e+06   ,-2.4  ,1.6  ,5
47  ,3.972e+06   ,-2.4  ,1.4  ,5
48  ,4.420e+06   ,-2.4  ,1.2  ,5
49  ,3.249e+06   ,-2.4  ,1  ,5
50  ,4.571e+06   ,-2.4  ,0.8  ,5
51  ,4.588e+06   ,-2.4  ,0.6  ,5
