Date:  12:55, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Stress1
Plot step: 19   time : 99.7085 Microseconds
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (in)  ,Y (in)  ,Z (in)
92  ,3.041e+09   ,2.4  ,-1.6116  ,5
93  ,3.426e+09   ,2.4  ,-1.4145  ,5
94  ,2.970e+09   ,2.4  ,-1.2175  ,5
95  ,3.135e+09   ,2.4  ,-1.0204  ,5
96  ,3.165e+09   ,2.4  ,-0.82327  ,5
97  ,3.122e+09   ,2.4  ,-0.62618  ,5
98  ,2.765e+09   ,2.4  ,-0.42909  ,5
99  ,2.649e+09   ,2.4  ,-0.232  ,5
100  ,2.346e+09   ,2.4  ,-0.034907  ,5
101  ,2.275e+09   ,2.4  ,0.16218  ,5
102  ,2.071e+09   ,2.4  ,0.35927  ,5
103  ,2.494e+09   ,2.4  ,0.55637  ,5
104  ,2.249e+09   ,2.4  ,0.75346  ,5
105  ,2.118e+09   ,2.4  ,0.95055  ,5
106  ,2.505e+09   ,2.4  ,1.1476  ,5
107  ,3.446e+09   ,2.4  ,1.3447  ,5
108  ,4.737e+09   ,2.4  ,1.5418  ,5
109  ,6.033e+09   ,2.4  ,1.7389  ,5
110  ,9.441e+09   ,2.4  ,1.936  ,5
111  ,1.387e+10   ,2.2665  ,2.2665  ,5
112  ,1.260e+10   ,1.936  ,2.4  ,5
113  ,6.992e+09   ,1.7389  ,2.4  ,5
114  ,5.546e+09   ,1.5418  ,2.4  ,5
115  ,4.244e+09   ,1.3447  ,2.4  ,5
116  ,3.277e+09   ,1.1476  ,2.4  ,5
117  ,3.028e+09   ,0.95055  ,2.4  ,5
118  ,3.020e+09   ,0.75346  ,2.4  ,5
119  ,2.815e+09   ,0.55637  ,2.4  ,5
120  ,2.609e+09   ,0.35927  ,2.4  ,5
121  ,2.557e+09   ,0.16218  ,2.4  ,5
122  ,2.475e+09   ,-0.034907  ,2.4  ,5
123  ,2.802e+09   ,-0.232  ,2.4  ,5
124  ,2.668e+09   ,-0.42909  ,2.4  ,5
125  ,2.616e+09   ,-0.62618  ,2.4  ,5
126  ,3.445e+09   ,-0.82327  ,2.4  ,5
127  ,3.270e+09   ,-1.0204  ,2.4  ,5
128  ,2.936e+09   ,-1.2175  ,2.4  ,5
129  ,2.383e+09   ,-1.4145  ,2.4  ,5
130  ,1.659e+09   ,-1.6116  ,2.4  ,5
131  ,1.120e+09   ,-1.8087  ,2.4  ,5
132  ,7.763e+08   ,-2.0058  ,2.4  ,5
133  ,5.110e+08   ,-2.2029  ,2.4  ,5
294  ,3.615e+09   ,2.5  ,-2.2029  ,4.9
295  ,4.395e+09   ,2.5  ,-2.0058  ,4.9
296  ,3.413e+09   ,2.5  ,-1.8087  ,4.9
297  ,3.485e+09   ,2.5  ,-1.6116  ,4.9
298  ,2.873e+09   ,2.5  ,-1.4145  ,4.9
299  ,3.017e+09   ,2.5  ,-1.2175  ,4.9
300  ,3.286e+09   ,2.5  ,-1.0204  ,4.9
301  ,2.613e+09   ,2.5  ,-0.82327  ,4.9
302  ,2.971e+09   ,2.5  ,-0.62618  ,4.9
303  ,2.827e+09   ,2.5  ,-0.42909  ,4.9
304  ,3.136e+09   ,2.5  ,-0.232  ,4.9
305  ,3.488e+09   ,2.5  ,-0.034907  ,4.9
306  ,2.707e+09   ,2.5  ,0.16218  ,4.9
307  ,2.250e+09   ,2.5  ,0.35927  ,4.9
308  ,2.368e+09   ,2.5  ,0.55637  ,4.9
309  ,2.235e+09   ,2.5  ,0.75346  ,4.9
310  ,2.506e+09   ,2.5  ,0.95055  ,4.9
311  ,3.081e+09   ,2.5  ,1.1476  ,4.9
312  ,3.790e+09   ,2.5  ,1.3447  ,4.9
313  ,4.855e+09   ,2.5  ,1.5418  ,4.9
314  ,6.983e+09   ,2.5  ,1.7389  ,4.9
315  ,1.029e+10   ,2.5  ,1.936  ,4.9
316  ,7.801e+09   ,2.5  ,-2.4  ,4.7
317  ,2.605e+09   ,2.5  ,-2.4  ,4.5
318  ,1.394e+09   ,2.5  ,-2.4  ,4.3
319  ,2.099e+09   ,2.5  ,-2.4  ,4.1
320  ,3.235e+09   ,2.5  ,-2.4  ,3.9
321  ,3.951e+09   ,2.5  ,-2.4  ,3.7
322  ,4.085e+09   ,2.5  ,-2.4  ,3.5
323  ,3.904e+09   ,2.5  ,-2.4  ,3.3
324  ,3.699e+09   ,2.5  ,-2.4  ,3.1
325  ,3.272e+09   ,2.5  ,-2.4  ,2.9
326  ,3.036e+09   ,2.5  ,-2.4  ,2.7
327  ,2.481e+09   ,2.5  ,-2.4  ,2.5
328  ,1.784e+09   ,2.5  ,-2.4  ,2.3
329  ,1.367e+09   ,2.5  ,-2.4  ,2.1
330  ,7.813e+08   ,2.5  ,-2.4  ,1.9
331  ,3.455e+08   ,2.5  ,-2.4  ,1.7
332  ,3.110e+08   ,2.5  ,-2.4  ,1.5
333  ,7.480e+08   ,2.5  ,-2.4  ,1.3
334  ,1.210e+09   ,2.5  ,-2.4  ,1.1
335  ,1.781e+09   ,2.5  ,-2.4  ,0.9
336  ,2.639e+09   ,2.5  ,-2.4  ,0.7
337  ,2.878e+09   ,2.5  ,-2.4  ,0.5
338  ,3.525e+09   ,2.5  ,-2.4  ,0.3
339  ,1.490e+09   ,2.5  ,-2.2  ,0.1
340  ,1.739e+09   ,2.5  ,-2  ,0.1
341  ,1.163e+09   ,2.5  ,-1.8  ,0.1
342  ,1.119e+09   ,2.5  ,-1.6  ,0.1
343  ,7.328e+08   ,2.5  ,-1.4  ,0.1
344  ,6.995e+08   ,2.5  ,-1.2  ,0.1
345  ,6.996e+08   ,2.5  ,-1  ,0.1
346  ,5.085e+08   ,2.5  ,-0.8  ,0.1
347  ,5.904e+08   ,2.5  ,-0.6  ,0.1
348  ,3.715e+08   ,2.5  ,-0.4  ,0.1
349  ,5.683e+08   ,2.5  ,-0.2  ,0.1
350  ,7.331e+08   ,2.5  ,-1.7664E-15  ,0.1
351  ,7.630e+08   ,2.5  ,0.2  ,0.1
352  ,9.897e+08   ,2.5  ,0.4  ,0.1
353  ,1.428e+09   ,2.5  ,0.6  ,0.1
354  ,1.989e+09   ,2.5  ,0.8  ,0.1
355  ,1.341e+09   ,2.5  ,1  ,0.1
356  ,1.260e+09   ,2.5  ,1.2  ,0.1
357  ,1.114e+09   ,2.5  ,1.4  ,0.1
358  ,1.075e+09   ,2.5  ,1.6  ,0.1
359  ,9.708e+08   ,2.5  ,1.8  ,0.1
360  ,9.455e+08   ,2.5  ,2  ,0.1
361  ,7.599e+08   ,2.5  ,2.2  ,0.1
362  ,1.361e+10   ,2.5  ,2.4  ,4.436
363  ,8.635e+09   ,2.5  ,2.4  ,4.2389
364  ,5.439e+09   ,2.5  ,2.4  ,4.0418
365  ,4.304e+09   ,2.5  ,2.4  ,3.8447
366  ,3.540e+09   ,2.5  ,2.4  ,3.6476
367  ,3.142e+09   ,2.5  ,2.4  ,3.4505
368  ,3.030e+09   ,2.5  ,2.4  ,3.2535
369  ,2.962e+09   ,2.5  ,2.4  ,3.0564
370  ,2.868e+09   ,2.5  ,2.4  ,2.8593
371  ,2.575e+09   ,2.5  ,2.4  ,2.6622
372  ,2.965e+09   ,2.5  ,2.4  ,2.4651
373  ,2.669e+09   ,2.5  ,2.4  ,2.268
374  ,2.904e+09   ,2.5  ,2.4  ,2.0709
375  ,2.901e+09   ,2.5  ,2.4  ,1.8738
376  ,3.262e+09   ,2.5  ,2.4  ,1.6767
377  ,2.331e+09   ,2.5  ,2.4  ,1.4796
378  ,2.548e+09   ,2.5  ,2.4  ,1.2825
379  ,2.408e+09   ,2.5  ,2.4  ,1.0855
380  ,2.143e+09   ,2.5  ,2.4  ,0.88836
381  ,1.688e+09   ,2.5  ,2.4  ,0.69127
382  ,8.704e+08   ,2.5  ,2.4  ,0.49418
383  ,5.326e+08   ,2.5  ,2.4  ,0.29709
384  ,1.321e+10   ,2.5  ,2.2665  ,4.7665
544  ,8.728e+08   ,2.2  ,2.5  ,0.1
545  ,1.169e+09   ,2  ,2.5  ,0.1
546  ,1.167e+09   ,1.8  ,2.5  ,0.1
547  ,1.265e+09   ,1.6  ,2.5  ,0.1
548  ,1.012e+09   ,1.4  ,2.5  ,0.1
549  ,1.230e+09   ,1.2  ,2.5  ,0.1
550  ,1.499e+09   ,1  ,2.5  ,0.1
551  ,2.206e+09   ,0.8  ,2.5  ,0.1
552  ,1.796e+09   ,0.6  ,2.5  ,0.1
553  ,1.625e+09   ,0.4  ,2.5  ,0.1
554  ,1.718e+09   ,0.2  ,2.5  ,0.1
555  ,1.461e+09   ,5.8879E-16  ,2.5  ,0.1
556  ,1.184e+09   ,-0.2  ,2.5  ,0.1
557  ,1.357e+09   ,-0.4  ,2.5  ,0.1
558  ,1.643e+09   ,-0.6  ,2.5  ,0.1
559  ,2.228e+09   ,-0.8  ,2.5  ,0.1
560  ,2.170e+09   ,-1  ,2.5  ,0.1
561  ,2.219e+09   ,-1.2  ,2.5  ,0.1
562  ,1.989e+09   ,-1.4  ,2.5  ,0.1
563  ,1.976e+09   ,-1.6  ,2.5  ,0.1
564  ,1.835e+09   ,-1.8  ,2.5  ,0.1
565  ,1.571e+09   ,-2  ,2.5  ,0.1
566  ,1.150e+09   ,-2.2  ,2.5  ,0.1
567  ,7.694e+08   ,-2.4  ,2.5  ,4.7
568  ,1.075e+09   ,-2.4  ,2.5  ,4.5
569  ,1.084e+09   ,-2.4  ,2.5  ,4.3
570  ,1.185e+09   ,-2.4  ,2.5  ,4.1
571  ,9.394e+08   ,-2.4  ,2.5  ,3.9
572  ,9.464e+08   ,-2.4  ,2.5  ,3.7
573  ,1.276e+09   ,-2.4  ,2.5  ,3.5
574  ,2.014e+09   ,-2.4  ,2.5  ,3.3
575  ,1.494e+09   ,-2.4  ,2.5  ,3.1
576  ,1.205e+09   ,-2.4  ,2.5  ,2.9
577  ,1.358e+09   ,-2.4  ,2.5  ,2.7
578  ,1.199e+09   ,-2.4  ,2.5  ,2.5
579  ,1.379e+09   ,-2.4  ,2.5  ,2.3
580  ,1.561e+09   ,-2.4  ,2.5  ,2.1
581  ,1.709e+09   ,-2.4  ,2.5  ,1.9
582  ,2.140e+09   ,-2.4  ,2.5  ,1.7
583  ,2.073e+09   ,-2.4  ,2.5  ,1.5
584  ,2.175e+09   ,-2.4  ,2.5  ,1.3
585  ,2.081e+09   ,-2.4  ,2.5  ,1.1
586  ,2.066e+09   ,-2.4  ,2.5  ,0.9
587  ,1.879e+09   ,-2.4  ,2.5  ,0.7
588  ,1.624e+09   ,-2.4  ,2.5  ,0.5
589  ,1.252e+09   ,-2.4  ,2.5  ,0.3
590  ,1.441e+10   ,1.936  ,2.5  ,4.9
591  ,6.638e+09   ,1.7389  ,2.5  ,4.9
592  ,5.050e+09   ,1.5418  ,2.5  ,4.9
593  ,4.433e+09   ,1.3447  ,2.5  ,4.9
594  ,3.290e+09   ,1.1476  ,2.5  ,4.9
595  ,3.070e+09   ,0.95055  ,2.5  ,4.9
596  ,3.177e+09   ,0.75346  ,2.5  ,4.9
597  ,2.933e+09   ,0.55637  ,2.5  ,4.9
598  ,2.896e+09   ,0.35927  ,2.5  ,4.9
599  ,2.537e+09   ,0.16218  ,2.5  ,4.9
600  ,2.391e+09   ,-0.034907  ,2.5  ,4.9
601  ,2.290e+09   ,-0.232  ,2.5  ,4.9
602  ,3.314e+09   ,-0.42909  ,2.5  ,4.9
603  ,3.682e+09   ,-0.62618  ,2.5  ,4.9
604  ,3.484e+09   ,-0.82327  ,2.5  ,4.9
605  ,3.852e+09   ,-1.0204  ,2.5  ,4.9
606  ,3.542e+09   ,-1.2175  ,2.5  ,4.9
607  ,2.677e+09   ,-1.4145  ,2.5  ,4.9
608  ,1.958e+09   ,-1.6116  ,2.5  ,4.9
609  ,1.251e+09   ,-1.8087  ,2.5  ,4.9
610  ,8.372e+08   ,-2.0058  ,2.5  ,4.9
611  ,5.622e+08   ,-2.2029  ,2.5  ,4.9
612  ,1.829e+10   ,2.2665  ,2.5  ,4.7665
613  ,1.242e+10   ,2.4  ,2.5  ,4.436
614  ,7.896e+09   ,2.4  ,2.5  ,4.2389
615  ,5.429e+09   ,2.4  ,2.5  ,4.0418
616  ,4.112e+09   ,2.4  ,2.5  ,3.8447
617  ,3.617e+09   ,2.4  ,2.5  ,3.6476
618  ,3.119e+09   ,2.4  ,2.5  ,3.4505
619  ,3.065e+09   ,2.4  ,2.5  ,3.2535
620  ,2.879e+09   ,2.4  ,2.5  ,3.0564
621  ,2.761e+09   ,2.4  ,2.5  ,2.8593
622  ,2.586e+09   ,2.4  ,2.5  ,2.6622
623  ,2.544e+09   ,2.4  ,2.5  ,2.4651
624  ,2.477e+09   ,2.4  ,2.5  ,2.268
625  ,2.521e+09   ,2.4  ,2.5  ,2.0709
626  ,2.835e+09   ,2.4  ,2.5  ,1.8738
627  ,3.155e+09   ,2.4  ,2.5  ,1.6767
628  ,3.559e+09   ,2.4  ,2.5  ,1.4796
629  ,3.686e+09   ,2.4  ,2.5  ,1.2825
630  ,2.557e+09   ,2.4  ,2.5  ,1.0855
631  ,1.852e+09   ,2.4  ,2.5  ,0.88836
632  ,1.213e+09   ,2.4  ,2.5  ,0.69127
633  ,9.570e+08   ,2.4  ,2.5  ,0.49418
634  ,3.765e+08   ,2.4  ,2.5  ,0.29709
796  ,5.856e+08   ,-2.5  ,2.2  ,0.1
797  ,1.050e+09   ,-2.5  ,2  ,0.1
798  ,1.403e+09   ,-2.5  ,1.8  ,0.1
799  ,1.609e+09   ,-2.5  ,1.6  ,0.1
800  ,1.809e+09   ,-2.5  ,1.4  ,0.1
801  ,1.948e+09   ,-2.5  ,1.2  ,0.1
802  ,1.993e+09   ,-2.5  ,1  ,0.1
803  ,1.939e+09   ,-2.5  ,0.8  ,0.1
804  ,1.974e+09   ,-2.5  ,0.6  ,0.1
805  ,2.056e+09   ,-2.5  ,0.4  ,0.1
806  ,1.914e+09   ,-2.5  ,0.2  ,0.1
807  ,1.788e+09   ,-2.5  ,5.8879E-16  ,0.1
808  ,1.698e+09   ,-2.5  ,-0.2  ,0.1
809  ,1.658e+09   ,-2.5  ,-0.4  ,0.1
810  ,1.570e+09   ,-2.5  ,-0.6  ,0.1
811  ,1.284e+09   ,-2.5  ,-0.8  ,0.1
812  ,1.213e+09   ,-2.5  ,-1  ,0.1
813  ,9.811e+08   ,-2.5  ,-1.2  ,0.1
814  ,8.840e+08   ,-2.5  ,-1.4  ,0.1
815  ,7.476e+08   ,-2.5  ,-1.6  ,0.1
816  ,6.637e+08   ,-2.5  ,-1.8  ,0.1
817  ,8.274e+08   ,-2.5  ,-2  ,0.1
818  ,6.275e+08   ,-2.5  ,-2.2  ,0.1
819  ,2.344e+09   ,-2.5  ,-2.4  ,4.7
820  ,9.848e+08   ,-2.5  ,-2.4  ,4.5
821  ,1.551e+09   ,-2.5  ,-2.4  ,4.3
822  ,3.097e+09   ,-2.5  ,-2.4  ,4.1
823  ,3.952e+09   ,-2.5  ,-2.4  ,3.9
824  ,4.022e+09   ,-2.5  ,-2.4  ,3.7
825  ,3.992e+09   ,-2.5  ,-2.4  ,3.5
826  ,3.238e+09   ,-2.5  ,-2.4  ,3.3
827  ,3.254e+09   ,-2.5  ,-2.4  ,3.1
828  ,2.715e+09   ,-2.5  ,-2.4  ,2.9
829  ,1.993e+09   ,-2.5  ,-2.4  ,2.7
830  ,1.667e+09   ,-2.5  ,-2.4  ,2.5
831  ,1.088e+09   ,-2.5  ,-2.4  ,2.3
832  ,6.331e+08   ,-2.5  ,-2.4  ,2.1
833  ,4.610e+08   ,-2.5  ,-2.4  ,1.9
834  ,5.091e+08   ,-2.5  ,-2.4  ,1.7
835  ,6.396e+08   ,-2.5  ,-2.4  ,1.5
836  ,6.752e+08   ,-2.5  ,-2.4  ,1.3
837  ,3.821e+08   ,-2.5  ,-2.4  ,1.1
838  ,2.572e+08   ,-2.5  ,-2.4  ,0.9
839  ,7.047e+08   ,-2.5  ,-2.4  ,0.7
840  ,8.966e+08   ,-2.5  ,-2.4  ,0.5
841  ,1.164e+09   ,-2.5  ,-2.4  ,0.3
842  ,8.048e+08   ,-2.5  ,2.2  ,4.9
843  ,1.248e+09   ,-2.5  ,2  ,4.9
844  ,1.250e+09   ,-2.5  ,1.8  ,4.9
845  ,1.216e+09   ,-2.5  ,1.6  ,4.9
846  ,1.222e+09   ,-2.5  ,1.4  ,4.9
847  ,1.292e+09   ,-2.5  ,1.2  ,4.9
848  ,1.331e+09   ,-2.5  ,1  ,4.9
849  ,1.691e+09   ,-2.5  ,0.8  ,4.9
850  ,1.346e+09   ,-2.5  ,0.6  ,4.9
851  ,1.106e+09   ,-2.5  ,0.4  ,4.9
852  ,9.759e+08   ,-2.5  ,0.2  ,4.9
853  ,7.563e+08   ,-2.5  ,5.8879E-16  ,4.9
854  ,5.880e+08   ,-2.5  ,-0.2  ,4.9
855  ,4.422e+08   ,-2.5  ,-0.4  ,4.9
856  ,3.298e+08   ,-2.5  ,-0.6  ,4.9
857  ,4.536e+08   ,-2.5  ,-0.8  ,4.9
858  ,5.878e+08   ,-2.5  ,-1  ,4.9
859  ,6.679e+08   ,-2.5  ,-1.2  ,4.9
860  ,8.655e+08   ,-2.5  ,-1.4  ,4.9
861  ,9.387e+08   ,-2.5  ,-1.6  ,4.9
862  ,1.136e+09   ,-2.5  ,-1.8  ,4.9
863  ,1.584e+09   ,-2.5  ,-2  ,4.9
864  ,1.546e+09   ,-2.5  ,-2.2  ,4.9
865  ,6.179e+08   ,-2.5  ,2.4  ,4.7
866  ,1.075e+09   ,-2.5  ,2.4  ,4.5
867  ,1.241e+09   ,-2.5  ,2.4  ,4.3
868  ,9.505e+08   ,-2.5  ,2.4  ,4.1
869  ,1.127e+09   ,-2.5  ,2.4  ,3.9
870  ,1.129e+09   ,-2.5  ,2.4  ,3.7
871  ,1.346e+09   ,-2.5  ,2.4  ,3.5
872  ,1.863e+09   ,-2.5  ,2.4  ,3.3
873  ,1.467e+09   ,-2.5  ,2.4  ,3.1
874  ,9.936e+08   ,-2.5  ,2.4  ,2.9
875  ,1.095e+09   ,-2.5  ,2.4  ,2.7
876  ,1.162e+09   ,-2.5  ,2.4  ,2.5
877  ,1.268e+09   ,-2.5  ,2.4  ,2.3
878  ,1.404e+09   ,-2.5  ,2.4  ,2.1
879  ,1.308e+09   ,-2.5  ,2.4  ,1.9
880  ,1.600e+09   ,-2.5  ,2.4  ,1.7
881  ,1.942e+09   ,-2.5  ,2.4  ,1.5
882  ,2.118e+09   ,-2.5  ,2.4  ,1.3
883  ,1.949e+09   ,-2.5  ,2.4  ,1.1
884  ,1.903e+09   ,-2.5  ,2.4  ,0.9
885  ,1.668e+09   ,-2.5  ,2.4  ,0.7
886  ,1.421e+09   ,-2.5  ,2.4  ,0.5
887  ,1.024e+09   ,-2.5  ,2.4  ,0.3
1044  ,6.825e+08   ,-2.3  ,-2.5  ,0.44697
1045  ,5.121e+08   ,-2.3  ,-2.5  ,0.68705
1046  ,3.494e+08   ,-2.3  ,-2.5  ,0.92554
1047  ,2.069e+08   ,-2.3  ,-2.5  ,1.1682
1048  ,5.278e+08   ,-2.3  ,-2.5  ,1.4148
1049  ,7.251e+08   ,-2.3  ,-2.5  ,1.6581
1050  ,7.354e+08   ,-2.3  ,-2.5  ,1.8967
1051  ,6.579e+08   ,-2.3  ,-2.5  ,2.1357
1052  ,3.210e+08   ,-2.3  ,-2.5  ,2.3794
1053  ,5.709e+08   ,-2.3  ,-2.5  ,2.6206
1054  ,1.094e+09   ,-2.3  ,-2.5  ,2.8643
1055  ,1.476e+09   ,-2.3  ,-2.5  ,3.1033
1056  ,1.806e+09   ,-2.3  ,-2.5  ,3.342
1057  ,2.290e+09   ,-2.3  ,-2.5  ,3.5852
1058  ,2.441e+09   ,-2.3  ,-2.5  ,3.8318
1059  ,1.686e+09   ,-2.3  ,-2.5  ,4.0745
1060  ,6.943e+08   ,-2.3  ,-2.5  ,4.3129
1061  ,1.650e+09   ,-2.3  ,-2.5  ,4.553
1062  ,3.941e+09   ,-2.053  ,-2.5  ,4.8
1063  ,2.953e+09   ,-1.8129  ,-2.5  ,4.8
1064  ,1.584e+09   ,-1.5745  ,-2.5  ,4.8
1065  ,4.724e+08   ,-1.3318  ,-2.5  ,4.8
1066  ,4.857e+08   ,-1.0852  ,-2.5  ,4.8
1067  ,8.363e+08   ,-0.84195  ,-2.5  ,4.8
1068  ,8.429e+08   ,-0.60329  ,-2.5  ,4.8
1069  ,4.996e+08   ,-0.3643  ,-2.5  ,4.8
1070  ,3.851e+08   ,-0.12055  ,-2.5  ,4.8
1071  ,4.370e+08   ,0.12056  ,-2.5  ,4.8
1072  ,7.870e+08   ,0.3643  ,-2.5  ,4.8
1073  ,7.049e+08   ,0.6033  ,-2.5  ,4.8
1074  ,7.256e+08   ,0.84195  ,-2.5  ,4.8
1075  ,1.108e+09   ,1.0852  ,-2.5  ,4.8
1076  ,6.916e+08   ,1.3318  ,-2.5  ,4.8
1077  ,1.021e+09   ,1.5745  ,-2.5  ,4.8
1078  ,2.989e+09   ,1.8129  ,-2.5  ,4.8
1079  ,6.886e+09   ,2.053  ,-2.5  ,4.8
1080  ,6.797e+09   ,2.3  ,-2.5  ,4.553
1081  ,2.970e+09   ,2.3  ,-2.5  ,4.3129
1082  ,1.194e+09   ,2.3  ,-2.5  ,4.0745
1083  ,5.807e+08   ,2.3  ,-2.5  ,3.8318
1084  ,9.096e+08   ,2.3  ,-2.5  ,3.5852
1085  ,8.653e+08   ,2.3  ,-2.5  ,3.3419
1086  ,7.966e+08   ,2.3  ,-2.5  ,3.1033
1087  ,6.820e+08   ,2.3  ,-2.5  ,2.8643
1088  ,4.103e+08   ,2.3  ,-2.5  ,2.6206
1089  ,3.653e+08   ,2.3  ,-2.5  ,2.3794
1090  ,3.505e+08   ,2.3  ,-2.5  ,2.1357
1091  ,5.577e+08   ,2.3  ,-2.5  ,1.8967
1092  ,9.743e+08   ,2.3  ,-2.5  ,1.658
1093  ,6.718e+08   ,2.3  ,-2.5  ,1.4148
