Date:  12:53, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Stress1
Plot step: 15   time : 78.7059 Microseconds
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (in)  ,Y (in)  ,Z (in)
1  ,2.729e+10   ,2.5  ,2.1331  ,4.9
2  ,2.453e+10   ,2.4577  ,2.1908  ,4.9577
3  ,5.054e+10   ,2.4894  ,2.1331  ,4.9447
4  ,3.216e+10   ,2.1331  ,2.5  ,4.9
5  ,5.575e+10   ,2.1331  ,2.4894  ,4.9447
6  ,2.271e+10   ,2.1908  ,2.4577  ,4.9577
7  ,4.055e+08   ,-2.4  ,2.4  ,5
8  ,1.742e+09   ,-2.4  ,-2.4  ,5
9  ,2.932e+09   ,2.4  ,-2.4  ,5
10  ,2.537e+10   ,2.4  ,2.1331  ,5
11  ,3.010e+10   ,2.1331  ,2.4  ,5
12  ,3.209e+09   ,2.5  ,-2.4  ,4.9
13  ,1.721e+09   ,2.5  ,-2.4  ,0.1
14  ,2.976e+08   ,2.5  ,2.4  ,0.1
15  ,3.030e+10   ,2.5  ,2.4  ,4.6331
16  ,3.022e+08   ,2.4  ,2.5  ,0.1
17  ,2.293e+08   ,-2.4  ,2.5  ,0.1
18  ,3.284e+08   ,-2.4  ,2.5  ,4.9
19  ,3.261e+10   ,2.4  ,2.5  ,4.6331
20  ,2.263e+08   ,-2.5  ,2.4  ,0.1
21  ,9.887e+08   ,-2.5  ,-2.4  ,0.1
22  ,1.165e+09   ,-2.5  ,-2.4  ,4.9
23  ,4.220e+08   ,-2.5  ,2.4  ,4.9
24  ,1.134e+09   ,-2.3  ,-2.5  ,0.2
25  ,1.863e+09   ,-2.3  ,-2.5  ,4.8
26  ,2.760e+09   ,2.3  ,-2.5  ,4.8
27  ,1.975e+09   ,2.3  ,-2.5  ,0.2
28  ,1.705e+09   ,-2.4  ,-2.5  ,4.9
29  ,3.219e+09   ,2.4  ,-2.5  ,4.9
30  ,1.045e+09   ,-2.4  ,-2.5  ,0.1
31  ,1.789e+09   ,2.4  ,-2.5  ,0.1
32  ,1.327e+09   ,2.4  ,-2.4  ,0
33  ,3.538e+08   ,2.4  ,2.4  ,0
34  ,1.099e+09   ,-2.4  ,-2.4  ,0
35  ,2.647e+08   ,-2.4  ,2.4  ,0
36  ,2.874e+10   ,2.4577  ,2.4577  ,4.6908
37  ,1.123e+09   ,-2.3  ,2.3  ,4.8
38  ,1.588e+10   ,2.1599  ,2.3  ,4.8
39  ,1.540e+10   ,2.3  ,2.1599  ,4.8
40  ,1.614e+10   ,2.3  ,2.3  ,4.6599
41  ,1.148e+09   ,2.3  ,2.3  ,0.2
42  ,6.997e+08   ,-2.3  ,2.3  ,0.2
43  ,5.660e+08   ,-2.4  ,2.2  ,5
44  ,8.441e+08   ,-2.4  ,2  ,5
45  ,8.303e+08   ,-2.4  ,1.8  ,5
46  ,8.086e+08   ,-2.4  ,1.6  ,5
47  ,8.397e+08   ,-2.4  ,1.4  ,5
48  ,1.056e+09   ,-2.4  ,1.2  ,5
49  ,1.099e+09   ,-2.4  ,1  ,5
50  ,1.336e+09   ,-2.4  ,0.8  ,5
51  ,1.227e+09   ,-2.4  ,0.6  ,5
52  ,1.130e+09   ,-2.4  ,0.4  ,5
53  ,1.101e+09   ,-2.4  ,0.2  ,5
54  ,9.342e+08   ,-2.4  ,5.8879E-16  ,5
55  ,9.036e+08   ,-2.4  ,-0.2  ,5
56  ,1.143e+09   ,-2.4  ,-0.4  ,5
57  ,1.196e+09   ,-2.4  ,-0.6  ,5
58  ,1.183e+09   ,-2.4  ,-0.8  ,5
59  ,1.222e+09   ,-2.4  ,-1  ,5
60  ,1.142e+09   ,-2.4  ,-1.2  ,5
61  ,1.386e+09   ,-2.4  ,-1.4  ,5
62  ,1.128e+09   ,-2.4  ,-1.6  ,5
63  ,1.083e+09   ,-2.4  ,-1.8  ,5
64  ,1.488e+09   ,-2.4  ,-2  ,5
65  ,1.468e+09   ,-2.4  ,-2.2  ,5
66  ,2.602e+09   ,-2.2  ,-2.4  ,5
67  ,2.962e+09   ,-2  ,-2.4  ,5
68  ,2.966e+09   ,-1.8  ,-2.4  ,5
69  ,2.536e+09   ,-1.6  ,-2.4  ,5
70  ,2.091e+09   ,-1.4  ,-2.4  ,5
71  ,1.683e+09   ,-1.2  ,-2.4  ,5
72  ,1.111e+09   ,-1  ,-2.4  ,5
73  ,8.653e+08   ,-0.8  ,-2.4  ,5
74  ,8.344e+08   ,-0.6  ,-2.4  ,5
75  ,8.580e+08   ,-0.4  ,-2.4  ,5
76  ,6.871e+08   ,-0.2  ,-2.4  ,5
77  ,4.944e+08   ,-5.8879E-16  ,-2.4  ,5
78  ,1.050e+09   ,0.2  ,-2.4  ,5
79  ,2.065e+09   ,0.4  ,-2.4  ,5
80  ,3.212e+09   ,0.6  ,-2.4  ,5
81  ,3.608e+09   ,0.8  ,-2.4  ,5
82  ,3.737e+09   ,1  ,-2.4  ,5
83  ,3.365e+09   ,1.2  ,-2.4  ,5
84  ,2.875e+09   ,1.4  ,-2.4  ,5
85  ,1.484e+09   ,1.6  ,-2.4  ,5
86  ,6.550e+08   ,1.8  ,-2.4  ,5
87  ,1.511e+09   ,2  ,-2.4  ,5
88  ,4.612e+09   ,2.2  ,-2.4  ,5
89  ,2.555e+09   ,2.4  ,-2.2029  ,5
90  ,2.885e+09   ,2.4  ,-2.0058  ,5
91  ,2.296e+09   ,2.4  ,-1.8087  ,5
92  ,2.098e+09   ,2.4  ,-1.6116  ,5
93  ,2.288e+09   ,2.4  ,-1.4145  ,5
94  ,2.002e+09   ,2.4  ,-1.2175  ,5
95  ,2.182e+09   ,2.4  ,-1.0204  ,5
96  ,2.453e+09   ,2.4  ,-0.82327  ,5
97  ,2.351e+09   ,2.4  ,-0.62618  ,5
98  ,2.365e+09   ,2.4  ,-0.42909  ,5
99  ,2.021e+09   ,2.4  ,-0.232  ,5
100  ,1.874e+09   ,2.4  ,-0.034907  ,5
101  ,1.838e+09   ,2.4  ,0.16218  ,5
102  ,1.870e+09   ,2.4  ,0.35927  ,5
103  ,2.331e+09   ,2.4  ,0.55637  ,5
104  ,2.250e+09   ,2.4  ,0.75346  ,5
105  ,2.362e+09   ,2.4  ,0.95055  ,5
106  ,2.582e+09   ,2.4  ,1.1476  ,5
107  ,3.704e+09   ,2.4  ,1.3447  ,5
108  ,5.265e+09   ,2.4  ,1.5418  ,5
109  ,7.144e+09   ,2.4  ,1.7389  ,5
110  ,1.348e+10   ,2.4  ,1.936  ,5
111  ,1.882e+10   ,2.2665  ,2.2665  ,5
112  ,1.457e+10   ,1.936  ,2.4  ,5
113  ,7.833e+09   ,1.7389  ,2.4  ,5
114  ,6.283e+09   ,1.5418  ,2.4  ,5
115  ,4.246e+09   ,1.3447  ,2.4  ,5
116  ,3.489e+09   ,1.1476  ,2.4  ,5
117  ,3.438e+09   ,0.95055  ,2.4  ,5
118  ,3.505e+09   ,0.75346  ,2.4  ,5
119  ,3.125e+09   ,0.55637  ,2.4  ,5
120  ,2.927e+09   ,0.35927  ,2.4  ,5
121  ,2.823e+09   ,0.16218  ,2.4  ,5
122  ,2.876e+09   ,-0.034907  ,2.4  ,5
123  ,2.961e+09   ,-0.232  ,2.4  ,5
124  ,2.604e+09   ,-0.42909  ,2.4  ,5
125  ,2.583e+09   ,-0.62618  ,2.4  ,5
126  ,2.948e+09   ,-0.82327  ,2.4  ,5
127  ,2.707e+09   ,-1.0204  ,2.4  ,5
128  ,2.483e+09   ,-1.2175  ,2.4  ,5
129  ,2.070e+09   ,-1.4145  ,2.4  ,5
130  ,1.398e+09   ,-1.6116  ,2.4  ,5
131  ,9.477e+08   ,-1.8087  ,2.4  ,5
132  ,6.355e+08   ,-2.0058  ,2.4  ,5
133  ,4.251e+08   ,-2.2029  ,2.4  ,5
294  ,2.238e+09   ,2.5  ,-2.2029  ,4.9
295  ,2.835e+09   ,2.5  ,-2.0058  ,4.9
296  ,2.295e+09   ,2.5  ,-1.8087  ,4.9
297  ,2.334e+09   ,2.5  ,-1.6116  ,4.9
298  ,1.951e+09   ,2.5  ,-1.4145  ,4.9
299  ,2.039e+09   ,2.5  ,-1.2175  ,4.9
300  ,2.304e+09   ,2.5  ,-1.0204  ,4.9
301  ,1.911e+09   ,2.5  ,-0.82327  ,4.9
302  ,2.157e+09   ,2.5  ,-0.62618  ,4.9
303  ,2.298e+09   ,2.5  ,-0.42909  ,4.9
304  ,2.493e+09   ,2.5  ,-0.232  ,4.9
305  ,2.766e+09   ,2.5  ,-0.034907  ,4.9
306  ,2.275e+09   ,2.5  ,0.16218  ,4.9
307  ,1.887e+09   ,2.5  ,0.35927  ,4.9
308  ,2.119e+09   ,2.5  ,0.55637  ,4.9
309  ,2.241e+09   ,2.5  ,0.75346  ,4.9
310  ,2.579e+09   ,2.5  ,0.95055  ,4.9
311  ,3.246e+09   ,2.5  ,1.1476  ,4.9
312  ,4.062e+09   ,2.5  ,1.3447  ,4.9
313  ,5.488e+09   ,2.5  ,1.5418  ,4.9
314  ,8.942e+09   ,2.5  ,1.7389  ,4.9
315  ,1.442e+10   ,2.5  ,1.936  ,4.9
316  ,4.820e+09   ,2.5  ,-2.4  ,4.7
317  ,1.436e+09   ,2.5  ,-2.4  ,4.5
318  ,4.437e+08   ,2.5  ,-2.4  ,4.3
319  ,1.553e+09   ,2.5  ,-2.4  ,4.1
320  ,2.716e+09   ,2.5  ,-2.4  ,3.9
321  ,3.577e+09   ,2.5  ,-2.4  ,3.7
322  ,3.855e+09   ,2.5  ,-2.4  ,3.5
323  ,3.438e+09   ,2.5  ,-2.4  ,3.3
324  ,2.838e+09   ,2.5  ,-2.4  ,3.1
325  ,2.054e+09   ,2.5  ,-2.4  ,2.9
326  ,1.197e+09   ,2.5  ,-2.4  ,2.7
327  ,3.537e+08   ,2.5  ,-2.4  ,2.5
328  ,6.389e+08   ,2.5  ,-2.4  ,2.3
329  ,9.445e+08   ,2.5  ,-2.4  ,2.1
330  ,1.007e+09   ,2.5  ,-2.4  ,1.9
331  ,1.112e+09   ,2.5  ,-2.4  ,1.7
332  ,1.355e+09   ,2.5  ,-2.4  ,1.5
333  ,1.726e+09   ,2.5  ,-2.4  ,1.3
334  ,1.968e+09   ,2.5  ,-2.4  ,1.1
335  ,2.337e+09   ,2.5  ,-2.4  ,0.9
336  ,2.862e+09   ,2.5  ,-2.4  ,0.7
337  ,2.841e+09   ,2.5  ,-2.4  ,0.5
338  ,2.737e+09   ,2.5  ,-2.4  ,0.3
339  ,1.541e+09   ,2.5  ,-2.2  ,0.1
340  ,1.485e+09   ,2.5  ,-2  ,0.1
341  ,9.690e+08   ,2.5  ,-1.8  ,0.1
342  ,9.027e+08   ,2.5  ,-1.6  ,0.1
343  ,9.129e+08   ,2.5  ,-1.4  ,0.1
344  ,1.090e+09   ,2.5  ,-1.2  ,0.1
345  ,1.141e+09   ,2.5  ,-1  ,0.1
346  ,1.064e+09   ,2.5  ,-0.8  ,0.1
347  ,1.130e+09   ,2.5  ,-0.6  ,0.1
348  ,1.030e+09   ,2.5  ,-0.4  ,0.1
349  ,1.010e+09   ,2.5  ,-0.2  ,0.1
350  ,1.044e+09   ,2.5  ,-1.7664E-15  ,0.1
351  ,1.044e+09   ,2.5  ,0.2  ,0.1
352  ,1.242e+09   ,2.5  ,0.4  ,0.1
353  ,1.277e+09   ,2.5  ,0.6  ,0.1
