Date:  12:54, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Stress1
Plot step: 17   time : 89.215 Microseconds
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (in)  ,Y (in)  ,Z (in)
84  ,3.258e+09   ,1.4  ,-2.4  ,5
85  ,1.987e+09   ,1.6  ,-2.4  ,5
86  ,8.658e+08   ,1.8  ,-2.4  ,5
87  ,1.774e+09   ,2  ,-2.4  ,5
88  ,6.446e+09   ,2.2  ,-2.4  ,5
89  ,3.598e+09   ,2.4  ,-2.2029  ,5
90  ,3.902e+09   ,2.4  ,-2.0058  ,5
91  ,2.951e+09   ,2.4  ,-1.8087  ,5
92  ,2.652e+09   ,2.4  ,-1.6116  ,5
93  ,2.930e+09   ,2.4  ,-1.4145  ,5
94  ,2.541e+09   ,2.4  ,-1.2175  ,5
95  ,2.768e+09   ,2.4  ,-1.0204  ,5
96  ,2.846e+09   ,2.4  ,-0.82327  ,5
97  ,2.804e+09   ,2.4  ,-0.62618  ,5
98  ,2.623e+09   ,2.4  ,-0.42909  ,5
99  ,2.418e+09   ,2.4  ,-0.232  ,5
100  ,2.200e+09   ,2.4  ,-0.034907  ,5
101  ,2.129e+09   ,2.4  ,0.16218  ,5
102  ,2.261e+09   ,2.4  ,0.35927  ,5
103  ,2.701e+09   ,2.4  ,0.55637  ,5
104  ,2.740e+09   ,2.4  ,0.75346  ,5
105  ,2.304e+09   ,2.4  ,0.95055  ,5
106  ,2.554e+09   ,2.4  ,1.1476  ,5
107  ,3.533e+09   ,2.4  ,1.3447  ,5
108  ,5.061e+09   ,2.4  ,1.5418  ,5
109  ,6.341e+09   ,2.4  ,1.7389  ,5
110  ,1.174e+10   ,2.4  ,1.936  ,5
111  ,1.689e+10   ,2.2665  ,2.2665  ,5
112  ,1.384e+10   ,1.936  ,2.4  ,5
113  ,7.439e+09   ,1.7389  ,2.4  ,5
114  ,5.887e+09   ,1.5418  ,2.4  ,5
115  ,4.086e+09   ,1.3447  ,2.4  ,5
116  ,3.458e+09   ,1.1476  ,2.4  ,5
117  ,3.472e+09   ,0.95055  ,2.4  ,5
118  ,3.744e+09   ,0.75346  ,2.4  ,5
119  ,3.487e+09   ,0.55637  ,2.4  ,5
120  ,3.053e+09   ,0.35927  ,2.4  ,5
121  ,2.989e+09   ,0.16218  ,2.4  ,5
122  ,2.844e+09   ,-0.034907  ,2.4  ,5
123  ,2.970e+09   ,-0.232  ,2.4  ,5
124  ,2.661e+09   ,-0.42909  ,2.4  ,5
125  ,2.368e+09   ,-0.62618  ,2.4  ,5
126  ,2.958e+09   ,-0.82327  ,2.4  ,5
127  ,2.651e+09   ,-1.0204  ,2.4  ,5
128  ,2.549e+09   ,-1.2175  ,2.4  ,5
129  ,2.073e+09   ,-1.4145  ,2.4  ,5
130  ,1.432e+09   ,-1.6116  ,2.4  ,5
131  ,1.042e+09   ,-1.8087  ,2.4  ,5
132  ,7.537e+08   ,-2.0058  ,2.4  ,5
133  ,6.053e+08   ,-2.2029  ,2.4  ,5
294  ,3.058e+09   ,2.5  ,-2.2029  ,4.9
295  ,3.788e+09   ,2.5  ,-2.0058  ,4.9
296  ,2.985e+09   ,2.5  ,-1.8087  ,4.9
297  ,3.141e+09   ,2.5  ,-1.6116  ,4.9
298  ,2.546e+09   ,2.5  ,-1.4145  ,4.9
299  ,2.593e+09   ,2.5  ,-1.2175  ,4.9
300  ,2.812e+09   ,2.5  ,-1.0204  ,4.9
301  ,2.305e+09   ,2.5  ,-0.82327  ,4.9
302  ,2.590e+09   ,2.5  ,-0.62618  ,4.9
303  ,2.636e+09   ,2.5  ,-0.42909  ,4.9
304  ,3.034e+09   ,2.5  ,-0.232  ,4.9
305  ,3.310e+09   ,2.5  ,-0.034907  ,4.9
306  ,2.780e+09   ,2.5  ,0.16218  ,4.9
307  ,2.270e+09   ,2.5  ,0.35927  ,4.9
308  ,2.556e+09   ,2.5  ,0.55637  ,4.9
309  ,2.659e+09   ,2.5  ,0.75346  ,4.9
310  ,2.673e+09   ,2.5  ,0.95055  ,4.9
311  ,3.228e+09   ,2.5  ,1.1476  ,4.9
312  ,3.853e+09   ,2.5  ,1.3447  ,4.9
313  ,5.173e+09   ,2.5  ,1.5418  ,4.9
314  ,8.071e+09   ,2.5  ,1.7389  ,4.9
315  ,1.247e+10   ,2.5  ,1.936  ,4.9
316  ,6.328e+09   ,2.5  ,-2.4  ,4.7
317  ,1.714e+09   ,2.5  ,-2.4  ,4.5
318  ,9.181e+08   ,2.5  ,-2.4  ,4.3
319  ,2.173e+09   ,2.5  ,-2.4  ,4.1
320  ,3.053e+09   ,2.5  ,-2.4  ,3.9
321  ,3.771e+09   ,2.5  ,-2.4  ,3.7
322  ,4.031e+09   ,2.5  ,-2.4  ,3.5
323  ,3.798e+09   ,2.5  ,-2.4  ,3.3
324  ,3.497e+09   ,2.5  ,-2.4  ,3.1
325  ,2.896e+09   ,2.5  ,-2.4  ,2.9
326  ,2.232e+09   ,2.5  ,-2.4  ,2.7
327  ,1.371e+09   ,2.5  ,-2.4  ,2.5
328  ,6.934e+08   ,2.5  ,-2.4  ,2.3
329  ,1.818e+08   ,2.5  ,-2.4  ,2.1
330  ,1.426e+08   ,2.5  ,-2.4  ,1.9
331  ,3.243e+08   ,2.5  ,-2.4  ,1.7
332  ,5.932e+08   ,2.5  ,-2.4  ,1.5
333  ,1.134e+09   ,2.5  ,-2.4  ,1.3
334  ,1.676e+09   ,2.5  ,-2.4  ,1.1
335  ,2.043e+09   ,2.5  ,-2.4  ,0.9
336  ,2.503e+09   ,2.5  ,-2.4  ,0.7
337  ,2.528e+09   ,2.5  ,-2.4  ,0.5
338  ,2.941e+09   ,2.5  ,-2.4  ,0.3
339  ,1.254e+09   ,2.5  ,-2.2  ,0.1
340  ,1.431e+09   ,2.5  ,-2  ,0.1
341  ,9.495e+08   ,2.5  ,-1.8  ,0.1
342  ,1.028e+09   ,2.5  ,-1.6  ,0.1
343  ,8.051e+08   ,2.5  ,-1.4  ,0.1
344  ,8.783e+08   ,2.5  ,-1.2  ,0.1
345  ,8.655e+08   ,2.5  ,-1  ,0.1
346  ,7.442e+08   ,2.5  ,-0.8  ,0.1
347  ,7.744e+08   ,2.5  ,-0.6  ,0.1
348  ,4.508e+08   ,2.5  ,-0.4  ,0.1
349  ,6.357e+08   ,2.5  ,-0.2  ,0.1
350  ,8.575e+08   ,2.5  ,-1.7664E-15  ,0.1
351  ,9.271e+08   ,2.5  ,0.2  ,0.1
352  ,1.212e+09   ,2.5  ,0.4  ,0.1
353  ,1.470e+09   ,2.5  ,0.6  ,0.1
354  ,1.906e+09   ,2.5  ,0.8  ,0.1
355  ,1.252e+09   ,2.5  ,1  ,0.1
356  ,1.148e+09   ,2.5  ,1.2  ,0.1
357  ,9.973e+08   ,2.5  ,1.4  ,0.1
358  ,9.698e+08   ,2.5  ,1.6  ,0.1
359  ,7.133e+08   ,2.5  ,1.8  ,0.1
360  ,6.457e+08   ,2.5  ,2  ,0.1
361  ,5.435e+08   ,2.5  ,2.2  ,0.1
362  ,1.514e+10   ,2.5  ,2.4  ,4.436
363  ,9.460e+09   ,2.5  ,2.4  ,4.2389
364  ,5.834e+09   ,2.5  ,2.4  ,4.0418
365  ,4.619e+09   ,2.5  ,2.4  ,3.8447
366  ,3.753e+09   ,2.5  ,2.4  ,3.6476
367  ,3.643e+09   ,2.5  ,2.4  ,3.4505
368  ,3.890e+09   ,2.5  ,2.4  ,3.2535
369  ,3.463e+09   ,2.5  ,2.4  ,3.0564
370  ,3.213e+09   ,2.5  ,2.4  ,2.8593
371  ,3.015e+09   ,2.5  ,2.4  ,2.6622
372  ,3.203e+09   ,2.5  ,2.4  ,2.4651
373  ,2.810e+09   ,2.5  ,2.4  ,2.268
374  ,2.830e+09   ,2.5  ,2.4  ,2.0709
375  ,2.771e+09   ,2.5  ,2.4  ,1.8738
376  ,2.916e+09   ,2.5  ,2.4  ,1.6767
377  ,1.992e+09   ,2.5  ,2.4  ,1.4796
378  ,2.127e+09   ,2.5  ,2.4  ,1.2825
379  ,1.977e+09   ,2.5  ,2.4  ,1.0855
380  ,1.807e+09   ,2.5  ,2.4  ,0.88836
381  ,1.424e+09   ,2.5  ,2.4  ,0.69127
382  ,7.849e+08   ,2.5  ,2.4  ,0.49418
383  ,4.783e+08   ,2.5  ,2.4  ,0.29709
384  ,1.587e+10   ,2.5  ,2.2665  ,4.7665
544  ,7.135e+08   ,2.2  ,2.5  ,0.1
545  ,9.820e+08   ,2  ,2.5  ,0.1
546  ,9.671e+08   ,1.8  ,2.5  ,0.1
547  ,1.043e+09   ,1.6  ,2.5  ,0.1
548  ,9.362e+08   ,1.4  ,2.5  ,0.1
549  ,1.160e+09   ,1.2  ,2.5  ,0.1
550  ,1.445e+09   ,1  ,2.5  ,0.1
551  ,2.207e+09   ,0.8  ,2.5  ,0.1
552  ,2.076e+09   ,0.6  ,2.5  ,0.1
553  ,2.067e+09   ,0.4  ,2.5  ,0.1
554  ,2.170e+09   ,0.2  ,2.5  ,0.1
555  ,1.891e+09   ,5.8879E-16  ,2.5  ,0.1
556  ,1.036e+09   ,-0.2  ,2.5  ,0.1
557  ,1.344e+09   ,-0.4  ,2.5  ,0.1
558  ,1.559e+09   ,-0.6  ,2.5  ,0.1
559  ,1.925e+09   ,-0.8  ,2.5  ,0.1
560  ,2.020e+09   ,-1  ,2.5  ,0.1
561  ,2.019e+09   ,-1.2  ,2.5  ,0.1
562  ,1.845e+09   ,-1.4  ,2.5  ,0.1
563  ,1.803e+09   ,-1.6  ,2.5  ,0.1
564  ,1.652e+09   ,-1.8  ,2.5  ,0.1
565  ,1.454e+09   ,-2  ,2.5  ,0.1
566  ,1.143e+09   ,-2.2  ,2.5  ,0.1
567  ,7.279e+08   ,-2.4  ,2.5  ,4.7
568  ,9.219e+08   ,-2.4  ,2.5  ,4.5
569  ,8.950e+08   ,-2.4  ,2.5  ,4.3
570  ,9.923e+08   ,-2.4  ,2.5  ,4.1
571  ,9.925e+08   ,-2.4  ,2.5  ,3.9
572  ,1.114e+09   ,-2.4  ,2.5  ,3.7
573  ,1.404e+09   ,-2.4  ,2.5  ,3.5
574  ,2.121e+09   ,-2.4  ,2.5  ,3.3
575  ,1.837e+09   ,-2.4  ,2.5  ,3.1
576  ,1.632e+09   ,-2.4  ,2.5  ,2.9
577  ,1.605e+09   ,-2.4  ,2.5  ,2.7
578  ,1.463e+09   ,-2.4  ,2.5  ,2.5
579  ,1.507e+09   ,-2.4  ,2.5  ,2.3
580  ,1.585e+09   ,-2.4  ,2.5  ,2.1
581  ,1.636e+09   ,-2.4  ,2.5  ,1.9
582  ,1.856e+09   ,-2.4  ,2.5  ,1.7
583  ,1.917e+09   ,-2.4  ,2.5  ,1.5
584  ,1.966e+09   ,-2.4  ,2.5  ,1.3
585  ,1.905e+09   ,-2.4  ,2.5  ,1.1
586  ,1.797e+09   ,-2.4  ,2.5  ,0.9
587  ,1.623e+09   ,-2.4  ,2.5  ,0.7
588  ,1.459e+09   ,-2.4  ,2.5  ,0.5
589  ,1.178e+09   ,-2.4  ,2.5  ,0.3
590  ,1.543e+10   ,1.936  ,2.5  ,4.9
591  ,7.048e+09   ,1.7389  ,2.5  ,4.9
592  ,5.555e+09   ,1.5418  ,2.5  ,4.9
593  ,4.212e+09   ,1.3447  ,2.5  ,4.9
594  ,3.336e+09   ,1.1476  ,2.5  ,4.9
595  ,3.602e+09   ,0.95055  ,2.5  ,4.9
596  ,3.442e+09   ,0.75346  ,2.5  ,4.9
597  ,3.501e+09   ,0.55637  ,2.5  ,4.9
598  ,3.422e+09   ,0.35927  ,2.5  ,4.9
599  ,2.905e+09   ,0.16218  ,2.5  ,4.9
600  ,2.710e+09   ,-0.034907  ,2.5  ,4.9
601  ,2.596e+09   ,-0.232  ,2.5  ,4.9
602  ,3.139e+09   ,-0.42909  ,2.5  ,4.9
603  ,3.260e+09   ,-0.62618  ,2.5  ,4.9
604  ,2.981e+09   ,-0.82327  ,2.5  ,4.9
605  ,3.085e+09   ,-1.0204  ,2.5  ,4.9
606  ,2.704e+09   ,-1.2175  ,2.5  ,4.9
607  ,2.101e+09   ,-1.4145  ,2.5  ,4.9
608  ,1.598e+09   ,-1.6116  ,2.5  ,4.9
609  ,1.034e+09   ,-1.8087  ,2.5  ,4.9
610  ,7.123e+08   ,-2.0058  ,2.5  ,4.9
611  ,5.602e+08   ,-2.2029  ,2.5  ,4.9
612  ,1.970e+10   ,2.2665  ,2.5  ,4.7665
613  ,1.336e+10   ,2.4  ,2.5  ,4.436
614  ,8.591e+09   ,2.4  ,2.5  ,4.2389
615  ,5.647e+09   ,2.4  ,2.5  ,4.0418
616  ,4.710e+09   ,2.4  ,2.5  ,3.8447
617  ,3.851e+09   ,2.4  ,2.5  ,3.6476
618  ,3.577e+09   ,2.4  ,2.5  ,3.4505
619  ,3.654e+09   ,2.4  ,2.5  ,3.2535
620  ,3.560e+09   ,2.4  ,2.5  ,3.0564
621  ,3.176e+09   ,2.4  ,2.5  ,2.8593
622  ,3.029e+09   ,2.4  ,2.5  ,2.6622
623  ,2.768e+09   ,2.4  ,2.5  ,2.4651
624  ,2.716e+09   ,2.4  ,2.5  ,2.268
625  ,2.654e+09   ,2.4  ,2.5  ,2.0709
626  ,2.871e+09   ,2.4  ,2.5  ,1.8738
627  ,2.955e+09   ,2.4  ,2.5  ,1.6767
628  ,3.033e+09   ,2.4  ,2.5  ,1.4796
629  ,2.978e+09   ,2.4  ,2.5  ,1.2825
630  ,2.072e+09   ,2.4  ,2.5  ,1.0855
631  ,1.504e+09   ,2.4  ,2.5  ,0.88836
632  ,1.036e+09   ,2.4  ,2.5  ,0.69127
633  ,8.819e+08   ,2.4  ,2.5  ,0.49418
634  ,6.123e+08   ,2.4  ,2.5  ,0.29709
796  ,5.832e+08   ,-2.5  ,2.2  ,0.1
797  ,1.077e+09   ,-2.5  ,2  ,0.1
798  ,1.406e+09   ,-2.5  ,1.8  ,0.1
799  ,1.679e+09   ,-2.5  ,1.6  ,0.1
800  ,1.928e+09   ,-2.5  ,1.4  ,0.1
801  ,2.070e+09   ,-2.5  ,1.2  ,0.1
802  ,2.124e+09   ,-2.5  ,1  ,0.1
803  ,2.062e+09   ,-2.5  ,0.8  ,0.1
804  ,2.228e+09   ,-2.5  ,0.6  ,0.1
805  ,2.342e+09   ,-2.5  ,0.4  ,0.1
806  ,2.260e+09   ,-2.5  ,0.2  ,0.1
807  ,2.125e+09   ,-2.5  ,5.8879E-16  ,0.1
808  ,1.917e+09   ,-2.5  ,-0.2  ,0.1
809  ,1.737e+09   ,-2.5  ,-0.4  ,0.1
810  ,1.509e+09   ,-2.5  ,-0.6  ,0.1
811  ,1.169e+09   ,-2.5  ,-0.8  ,0.1
812  ,9.532e+08   ,-2.5  ,-1  ,0.1
813  ,5.843e+08   ,-2.5  ,-1.2  ,0.1
814  ,4.340e+08   ,-2.5  ,-1.4  ,0.1
815  ,3.798e+08   ,-2.5  ,-1.6  ,0.1
816  ,4.564e+08   ,-2.5  ,-1.8  ,0.1
817  ,7.803e+08   ,-2.5  ,-2  ,0.1
818  ,9.401e+08   ,-2.5  ,-2.2  ,0.1
819  ,1.982e+09   ,-2.5  ,-2.4  ,4.7
820  ,1.178e+09   ,-2.5  ,-2.4  ,4.5
821  ,1.674e+09   ,-2.5  ,-2.4  ,4.3
822  ,2.712e+09   ,-2.5  ,-2.4  ,4.1
823  ,3.198e+09   ,-2.5  ,-2.4  ,3.9
824  ,3.365e+09   ,-2.5  ,-2.4  ,3.7
825  ,3.589e+09   ,-2.5  ,-2.4  ,3.5
826  ,3.063e+09   ,-2.5  ,-2.4  ,3.3
827  ,2.896e+09   ,-2.5  ,-2.4  ,3.1
828  ,2.277e+09   ,-2.5  ,-2.4  ,2.9
829  ,1.538e+09   ,-2.5  ,-2.4  ,2.7
830  ,7.398e+08   ,-2.5  ,-2.4  ,2.5
831  ,3.965e+08   ,-2.5  ,-2.4  ,2.3
832  ,3.758e+08   ,-2.5  ,-2.4  ,2.1
833  ,5.481e+08   ,-2.5  ,-2.4  ,1.9
834  ,8.063e+08   ,-2.5  ,-2.4  ,1.7
835  ,1.158e+09   ,-2.5  ,-2.4  ,1.5
836  ,1.447e+09   ,-2.5  ,-2.4  ,1.3
837  ,1.703e+09   ,-2.5  ,-2.4  ,1.1
838  ,1.825e+09   ,-2.5  ,-2.4  ,0.9
839  ,1.567e+09   ,-2.5  ,-2.4  ,0.7
840  ,1.268e+09   ,-2.5  ,-2.4  ,0.5
841  ,1.718e+09   ,-2.5  ,-2.4  ,0.3
842  ,5.450e+08   ,-2.5  ,2.2  ,4.9
843  ,8.828e+08   ,-2.5  ,2  ,4.9
844  ,9.597e+08   ,-2.5  ,1.8  ,4.9
845  ,9.946e+08   ,-2.5  ,1.6  ,4.9
846  ,9.984e+08   ,-2.5  ,1.4  ,4.9
847  ,1.094e+09   ,-2.5  ,1.2  ,4.9
848  ,1.158e+09   ,-2.5  ,1  ,4.9
849  ,1.618e+09   ,-2.5  ,0.8  ,4.9
850  ,1.291e+09   ,-2.5  ,0.6  ,4.9
851  ,1.151e+09   ,-2.5  ,0.4  ,4.9
852  ,1.121e+09   ,-2.5  ,0.2  ,4.9
853  ,9.548e+08   ,-2.5  ,5.8879E-16  ,4.9
854  ,7.081e+08   ,-2.5  ,-0.2  ,4.9
855  ,5.776e+08   ,-2.5  ,-0.4  ,4.9
856  ,6.351e+08   ,-2.5  ,-0.6  ,4.9
857  ,7.309e+08   ,-2.5  ,-0.8  ,4.9
858  ,7.716e+08   ,-2.5  ,-1  ,4.9
859  ,7.433e+08   ,-2.5  ,-1.2  ,4.9
860  ,7.311e+08   ,-2.5  ,-1.4  ,4.9
861  ,7.212e+08   ,-2.5  ,-1.6  ,4.9
862  ,8.716e+08   ,-2.5  ,-1.8  ,4.9
863  ,1.210e+09   ,-2.5  ,-2  ,4.9
864  ,1.312e+09   ,-2.5  ,-2.2  ,4.9
865  ,6.809e+08   ,-2.5  ,2.4  ,4.7
866  ,9.326e+08   ,-2.5  ,2.4  ,4.5
867  ,1.020e+09   ,-2.5  ,2.4  ,4.3
868  ,9.242e+08   ,-2.5  ,2.4  ,4.1
869  ,1.210e+09   ,-2.5  ,2.4  ,3.9
870  ,1.332e+09   ,-2.5  ,2.4  ,3.7
871  ,1.543e+09   ,-2.5  ,2.4  ,3.5
872  ,1.940e+09   ,-2.5  ,2.4  ,3.3
873  ,1.771e+09   ,-2.5  ,2.4  ,3.1
874  ,1.545e+09   ,-2.5  ,2.4  ,2.9
875  ,1.503e+09   ,-2.5  ,2.4  ,2.7
876  ,1.477e+09   ,-2.5  ,2.4  ,2.5
877  ,1.425e+09   ,-2.5  ,2.4  ,2.3
878  ,1.497e+09   ,-2.5  ,2.4  ,2.1
879  ,1.534e+09   ,-2.5  ,2.4  ,1.9
880  ,1.527e+09   ,-2.5  ,2.4  ,1.7
881  ,1.650e+09   ,-2.5  ,2.4  ,1.5
882  ,1.787e+09   ,-2.5  ,2.4  ,1.3
883  ,1.654e+09   ,-2.5  ,2.4  ,1.1
884  ,1.535e+09   ,-2.5  ,2.4  ,0.9
885  ,1.355e+09   ,-2.5  ,2.4  ,0.7
886  ,1.157e+09   ,-2.5  ,2.4  ,0.5
887  ,8.028e+08   ,-2.5  ,2.4  ,0.3
1044  ,1.843e+09   ,-2.3  ,-2.5  ,0.44697
1045  ,8.985e+08   ,-2.3  ,-2.5  ,0.68705
1046  ,4.041e+08   ,-2.3  ,-2.5  ,0.92554
1047  ,2.987e+08   ,-2.3  ,-2.5  ,1.1682
1048  ,7.164e+08   ,-2.3  ,-2.5  ,1.4148
1049  ,1.081e+09   ,-2.3  ,-2.5  ,1.6581
1050  ,1.437e+09   ,-2.3  ,-2.5  ,1.8967
1051  ,1.441e+09   ,-2.3  ,-2.5  ,2.1357
1052  ,1.296e+09   ,-2.3  ,-2.5  ,2.3794
1053  ,8.416e+08   ,-2.3  ,-2.5  ,2.6206
1054  ,6.629e+08   ,-2.3  ,-2.5  ,2.8643
1055  ,1.209e+09   ,-2.3  ,-2.5  ,3.1033
1056  ,1.871e+09   ,-2.3  ,-2.5  ,3.342
1057  ,2.220e+09   ,-2.3  ,-2.5  ,3.5852
1058  ,2.160e+09   ,-2.3  ,-2.5  ,3.8318
1059  ,1.679e+09   ,-2.3  ,-2.5  ,4.0745
1060  ,1.069e+09   ,-2.3  ,-2.5  ,4.3129
1061  ,1.033e+09   ,-2.3  ,-2.5  ,4.553
1062  ,3.572e+09   ,-2.053  ,-2.5  ,4.8
1063  ,2.449e+09   ,-1.8129  ,-2.5  ,4.8
1064  ,1.876e+09   ,-1.5745  ,-2.5  ,4.8
1065  ,1.228e+09   ,-1.3318  ,-2.5  ,4.8
1066  ,4.204e+08   ,-1.0852  ,-2.5  ,4.8
1067  ,1.258e+09   ,-0.84195  ,-2.5  ,4.8
1068  ,1.600e+09   ,-0.60329  ,-2.5  ,4.8
1069  ,1.470e+09   ,-0.3643  ,-2.5  ,4.8
1070  ,1.113e+09   ,-0.12055  ,-2.5  ,4.8
1071  ,6.299e+08   ,0.12056  ,-2.5  ,4.8
1072  ,3.976e+08   ,0.3643  ,-2.5  ,4.8
1073  ,7.009e+08   ,0.6033  ,-2.5  ,4.8
1074  ,6.970e+08   ,0.84195  ,-2.5  ,4.8
1075  ,7.657e+08   ,1.0852  ,-2.5  ,4.8
1076  ,5.368e+08   ,1.3318  ,-2.5  ,4.8
1077  ,8.338e+08   ,1.5745  ,-2.5  ,4.8
1078  ,2.127e+09   ,1.8129  ,-2.5  ,4.8
1079  ,5.502e+09   ,2.053  ,-2.5  ,4.8
1080  ,5.529e+09   ,2.3  ,-2.5  ,4.553
1081  ,2.263e+09   ,2.3  ,-2.5  ,4.3129
1082  ,9.292e+08   ,2.3  ,-2.5  ,4.0745
1083  ,4.569e+08   ,2.3  ,-2.5  ,3.8318
1084  ,8.291e+08   ,2.3  ,-2.5  ,3.5852
1085  ,8.669e+08   ,2.3  ,-2.5  ,3.3419
1086  ,5.659e+08   ,2.3  ,-2.5  ,3.1033
1087  ,3.474e+08   ,2.3  ,-2.5  ,2.8643
1088  ,7.152e+08   ,2.3  ,-2.5  ,2.6206
1089  ,1.141e+09   ,2.3  ,-2.5  ,2.3794
1090  ,1.436e+09   ,2.3  ,-2.5  ,2.1357
1091  ,1.541e+09   ,2.3  ,-2.5  ,1.8967
1092  ,1.342e+09   ,2.3  ,-2.5  ,1.658
1093  ,3.502e+08   ,2.3  ,-2.5  ,1.4148
