Date:  12:51, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Stress1
Plot step: 9   time : 47.2138 Microseconds
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (in)  ,Y (in)  ,Z (in)
1  ,2.631e+10   ,2.5  ,2.1331  ,4.9
2  ,2.434e+10   ,2.4577  ,2.1908  ,4.9577
3  ,4.929e+10   ,2.4894  ,2.1331  ,4.9447
4  ,2.664e+10   ,2.1331  ,2.5  ,4.9
5  ,4.970e+10   ,2.1331  ,2.4894  ,4.9447
6  ,2.332e+10   ,2.1908  ,2.4577  ,4.9577
7  ,2.440e+08   ,-2.4  ,2.4  ,5
8  ,7.775e+08   ,-2.4  ,-2.4  ,5
9  ,6.476e+08   ,2.4  ,-2.4  ,5
10  ,2.456e+10   ,2.4  ,2.1331  ,5
11  ,2.665e+10   ,2.1331  ,2.4  ,5
12  ,6.649e+08   ,2.5  ,-2.4  ,4.9
13  ,7.176e+08   ,2.5  ,-2.4  ,0.1
14  ,1.933e+08   ,2.5  ,2.4  ,0.1
15  ,2.670e+10   ,2.5  ,2.4  ,4.6331
16  ,1.675e+08   ,2.4  ,2.5  ,0.1
17  ,3.469e+08   ,-2.4  ,2.5  ,0.1
18  ,2.509e+08   ,-2.4  ,2.5  ,4.9
19  ,2.684e+10   ,2.4  ,2.5  ,4.6331
20  ,1.453e+08   ,-2.5  ,2.4  ,0.1
21  ,9.138e+06   ,-2.5  ,-2.4  ,0.1
22  ,4.803e+08   ,-2.5  ,-2.4  ,4.9
23  ,2.801e+08   ,-2.5  ,2.4  ,4.9
24  ,1.727e+07   ,-2.3  ,-2.5  ,0.2
25  ,9.279e+08   ,-2.3  ,-2.5  ,4.8
26  ,1.499e+09   ,2.3  ,-2.5  ,4.8
27  ,8.254e+08   ,2.3  ,-2.5  ,0.2
28  ,7.927e+08   ,-2.4  ,-2.5  ,4.9
29  ,6.210e+08   ,2.4  ,-2.5  ,4.9
30  ,4.873e+06   ,-2.4  ,-2.5  ,0.1
31  ,7.523e+08   ,2.4  ,-2.5  ,0.1
32  ,5.153e+08   ,2.4  ,-2.4  ,0
33  ,3.121e+08   ,2.4  ,2.4  ,0
34  ,1.235e+07   ,-2.4  ,-2.4  ,0
35  ,1.912e+08   ,-2.4  ,2.4  ,0
36  ,2.879e+10   ,2.4577  ,2.4577  ,4.6908
37  ,6.976e+08   ,-2.3  ,2.3  ,4.8
38  ,1.502e+10   ,2.1599  ,2.3  ,4.8
39  ,1.489e+10   ,2.3  ,2.1599  ,4.8
40  ,1.503e+10   ,2.3  ,2.3  ,4.6599
41  ,6.722e+08   ,2.3  ,2.3  ,0.2
42  ,2.511e+08   ,-2.3  ,2.3  ,0.2
43  ,3.024e+08   ,-2.4  ,2.2  ,5
44  ,5.317e+08   ,-2.4  ,2  ,5
45  ,4.952e+08   ,-2.4  ,1.8  ,5
46  ,5.159e+08   ,-2.4  ,1.6  ,5
47  ,5.716e+08   ,-2.4  ,1.4  ,5
48  ,7.172e+08   ,-2.4  ,1.2  ,5
49  ,7.645e+08   ,-2.4  ,1  ,5
50  ,1.071e+09   ,-2.4  ,0.8  ,5
51  ,1.055e+09   ,-2.4  ,0.6  ,5
52  ,9.022e+08   ,-2.4  ,0.4  ,5
53  ,8.908e+08   ,-2.4  ,0.2  ,5
54  ,6.689e+08   ,-2.4  ,5.8879E-16  ,5
55  ,6.781e+08   ,-2.4  ,-0.2  ,5
56  ,5.348e+08   ,-2.4  ,-0.4  ,5
57  ,4.353e+08   ,-2.4  ,-0.6  ,5
58  ,3.182e+08   ,-2.4  ,-0.8  ,5
59  ,3.310e+08   ,-2.4  ,-1  ,5
60  ,3.668e+08   ,-2.4  ,-1.2  ,5
61  ,6.290e+08   ,-2.4  ,-1.4  ,5
62  ,5.690e+08   ,-2.4  ,-1.6  ,5
63  ,5.535e+08   ,-2.4  ,-1.8  ,5
64  ,6.401e+08   ,-2.4  ,-2  ,5
65  ,7.034e+08   ,-2.4  ,-2.2  ,5
66  ,1.086e+09   ,-2.2  ,-2.4  ,5
67  ,9.040e+08   ,-2  ,-2.4  ,5
68  ,8.780e+08   ,-1.8  ,-2.4  ,5
69  ,8.935e+08   ,-1.6  ,-2.4  ,5
70  ,9.407e+08   ,-1.4  ,-2.4  ,5
71  ,8.365e+08   ,-1.2  ,-2.4  ,5
72  ,5.392e+08   ,-1  ,-2.4  ,5
73  ,2.395e+08   ,-0.8  ,-2.4  ,5
74  ,2.622e+08   ,-0.6  ,-2.4  ,5
75  ,5.387e+08   ,-0.4  ,-2.4  ,5
76  ,6.090e+08   ,-0.2  ,-2.4  ,5
77  ,6.905e+08   ,-5.8879E-16  ,-2.4  ,5
78  ,7.526e+08   ,0.2  ,-2.4  ,5
79  ,7.928e+08   ,0.4  ,-2.4  ,5
80  ,1.067e+09   ,0.6  ,-2.4  ,5
81  ,1.061e+09   ,0.8  ,-2.4  ,5
82  ,9.296e+08   ,1  ,-2.4  ,5
83  ,9.999e+08   ,1.2  ,-2.4  ,5
84  ,1.314e+09   ,1.4  ,-2.4  ,5
85  ,1.423e+09   ,1.6  ,-2.4  ,5
86  ,1.512e+09   ,1.8  ,-2.4  ,5
87  ,1.206e+09   ,2  ,-2.4  ,5
88  ,6.370e+08   ,2.2  ,-2.4  ,5
89  ,8.909e+08   ,2.4  ,-2.2029  ,5
90  ,9.840e+08   ,2.4  ,-2.0058  ,5
91  ,7.990e+08   ,2.4  ,-1.8087  ,5
92  ,6.505e+08   ,2.4  ,-1.6116  ,5
93  ,6.533e+08   ,2.4  ,-1.4145  ,5
94  ,5.461e+08   ,2.4  ,-1.2175  ,5
95  ,6.578e+08   ,2.4  ,-1.0204  ,5
96  ,8.032e+08   ,2.4  ,-0.82327  ,5
97  ,7.685e+08   ,2.4  ,-0.62618  ,5
98  ,7.616e+08   ,2.4  ,-0.42909  ,5
99  ,9.030e+08   ,2.4  ,-0.232  ,5
100  ,1.172e+09   ,2.4  ,-0.034907  ,5
101  ,1.450e+09   ,2.4  ,0.16218  ,5
102  ,1.782e+09   ,2.4  ,0.35927  ,5
103  ,2.069e+09   ,2.4  ,0.55637  ,5
104  ,2.250e+09   ,2.4  ,0.75346  ,5
105  ,2.293e+09   ,2.4  ,0.95055  ,5
106  ,2.268e+09   ,2.4  ,1.1476  ,5
107  ,3.623e+09   ,2.4  ,1.3447  ,5
108  ,4.924e+09   ,2.4  ,1.5418  ,5
109  ,6.914e+09   ,2.4  ,1.7389  ,5
110  ,1.251e+10   ,2.4  ,1.936  ,5
111  ,1.759e+10   ,2.2665  ,2.2665  ,5
112  ,1.267e+10   ,1.936  ,2.4  ,5
113  ,6.583e+09   ,1.7389  ,2.4  ,5
114  ,5.272e+09   ,1.5418  ,2.4  ,5
115  ,3.489e+09   ,1.3447  ,2.4  ,5
116  ,2.750e+09   ,1.1476  ,2.4  ,5
117  ,2.610e+09   ,0.95055  ,2.4  ,5
118  ,2.508e+09   ,0.75346  ,2.4  ,5
119  ,2.052e+09   ,0.55637  ,2.4  ,5
120  ,1.860e+09   ,0.35927  ,2.4  ,5
121  ,1.780e+09   ,0.16218  ,2.4  ,5
122  ,1.518e+09   ,-0.034907  ,2.4  ,5
123  ,1.602e+09   ,-0.232  ,2.4  ,5
124  ,1.108e+09   ,-0.42909  ,2.4  ,5
125  ,1.023e+09   ,-0.62618  ,2.4  ,5
126  ,1.089e+09   ,-0.82327  ,2.4  ,5
127  ,9.982e+08   ,-1.0204  ,2.4  ,5
128  ,8.805e+08   ,-1.2175  ,2.4  ,5
129  ,7.628e+08   ,-1.4145  ,2.4  ,5
130  ,5.584e+08   ,-1.6116  ,2.4  ,5
131  ,3.812e+08   ,-1.8087  ,2.4  ,5
132  ,2.833e+08   ,-2.0058  ,2.4  ,5
133  ,3.198e+08   ,-2.2029  ,2.4  ,5
294  ,8.179e+08   ,2.5  ,-2.2029  ,4.9
295  ,9.528e+08   ,2.5  ,-2.0058  ,4.9
296  ,8.325e+08   ,2.5  ,-1.8087  ,4.9
297  ,7.441e+08   ,2.5  ,-1.6116  ,4.9
