Date:  12:51, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Stress1
Plot step: 10   time : 52.469 Microseconds
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (in)  ,Y (in)  ,Z (in)
1  ,2.737e+10   ,2.5  ,2.1331  ,4.9
2  ,2.417e+10   ,2.4577  ,2.1908  ,4.9577
3  ,5.037e+10   ,2.4894  ,2.1331  ,4.9447
4  ,2.903e+10   ,2.1331  ,2.5  ,4.9
5  ,5.183e+10   ,2.1331  ,2.4894  ,4.9447
6  ,2.254e+10   ,2.1908  ,2.4577  ,4.9577
7  ,2.401e+08   ,-2.4  ,2.4  ,5
8  ,9.234e+08   ,-2.4  ,-2.4  ,5
9  ,1.211e+09   ,2.4  ,-2.4  ,5
10  ,2.512e+10   ,2.4  ,2.1331  ,5
11  ,2.770e+10   ,2.1331  ,2.4  ,5
12  ,1.272e+09   ,2.5  ,-2.4  ,4.9
13  ,8.540e+08   ,2.5  ,-2.4  ,0.1
14  ,1.304e+08   ,2.5  ,2.4  ,0.1
15  ,2.832e+10   ,2.5  ,2.4  ,4.6331
16  ,2.041e+08   ,2.4  ,2.5  ,0.1
17  ,2.666e+08   ,-2.4  ,2.5  ,0.1
18  ,1.632e+08   ,-2.4  ,2.5  ,4.9
19  ,2.906e+10   ,2.4  ,2.5  ,4.6331
20  ,8.024e+07   ,-2.5  ,2.4  ,0.1
21  ,1.163e+08   ,-2.5  ,-2.4  ,0.1
22  ,5.653e+08   ,-2.5  ,-2.4  ,4.9
23  ,2.560e+08   ,-2.5  ,2.4  ,4.9
24  ,1.375e+08   ,-2.3  ,-2.5  ,0.2
25  ,1.165e+09   ,-2.3  ,-2.5  ,4.8
26  ,1.746e+09   ,2.3  ,-2.5  ,4.8
27  ,1.112e+09   ,2.3  ,-2.5  ,0.2
28  ,6.839e+08   ,-2.4  ,-2.5  ,4.9
29  ,1.204e+09   ,2.4  ,-2.5  ,4.9
30  ,1.254e+08   ,-2.4  ,-2.5  ,0.1
31  ,7.072e+08   ,2.4  ,-2.5  ,0.1
32  ,5.871e+08   ,2.4  ,-2.4  ,0
33  ,2.033e+08   ,2.4  ,2.4  ,0
34  ,1.394e+08   ,-2.4  ,-2.4  ,0
35  ,1.218e+08   ,-2.4  ,2.4  ,0
36  ,2.828e+10   ,2.4577  ,2.4577  ,4.6908
37  ,7.979e+08   ,-2.3  ,2.3  ,4.8
38  ,1.483e+10   ,2.1599  ,2.3  ,4.8
39  ,1.482e+10   ,2.3  ,2.1599  ,4.8
40  ,1.524e+10   ,2.3  ,2.3  ,4.6599
41  ,7.652e+08   ,2.3  ,2.3  ,0.2
42  ,3.199e+08   ,-2.3  ,2.3  ,0.2
43  ,3.578e+08   ,-2.4  ,2.2  ,5
44  ,6.187e+08   ,-2.4  ,2  ,5
45  ,6.567e+08   ,-2.4  ,1.8  ,5
46  ,6.676e+08   ,-2.4  ,1.6  ,5
47  ,6.521e+08   ,-2.4  ,1.4  ,5
48  ,7.554e+08   ,-2.4  ,1.2  ,5
49  ,8.040e+08   ,-2.4  ,1  ,5
50  ,1.155e+09   ,-2.4  ,0.8  ,5
51  ,1.084e+09   ,-2.4  ,0.6  ,5
52  ,9.457e+08   ,-2.4  ,0.4  ,5
53  ,9.293e+08   ,-2.4  ,0.2  ,5
54  ,6.226e+08   ,-2.4  ,5.8879E-16  ,5
55  ,5.767e+08   ,-2.4  ,-0.2  ,5
56  ,4.866e+08   ,-2.4  ,-0.4  ,5
57  ,5.824e+08   ,-2.4  ,-0.6  ,5
58  ,5.226e+08   ,-2.4  ,-0.8  ,5
59  ,5.458e+08   ,-2.4  ,-1  ,5
60  ,4.777e+08   ,-2.4  ,-1.2  ,5
61  ,5.988e+08   ,-2.4  ,-1.4  ,5
62  ,4.487e+08   ,-2.4  ,-1.6  ,5
63  ,2.912e+08   ,-2.4  ,-1.8  ,5
64  ,4.617e+08   ,-2.4  ,-2  ,5
65  ,4.705e+08   ,-2.4  ,-2.2  ,5
66  ,9.831e+08   ,-2.2  ,-2.4  ,5
67  ,5.183e+08   ,-2  ,-2.4  ,5
68  ,2.772e+08   ,-1.8  ,-2.4  ,5
69  ,1.805e+08   ,-1.6  ,-2.4  ,5
70  ,9.857e+07   ,-1.4  ,-2.4  ,5
71  ,3.219e+08   ,-1.2  ,-2.4  ,5
72  ,3.293e+08   ,-1  ,-2.4  ,5
73  ,3.642e+08   ,-0.8  ,-2.4  ,5
74  ,6.126e+08   ,-0.6  ,-2.4  ,5
75  ,9.721e+08   ,-0.4  ,-2.4  ,5
76  ,1.030e+09   ,-0.2  ,-2.4  ,5
77  ,1.166e+09   ,-5.8879E-16  ,-2.4  ,5
78  ,1.164e+09   ,0.2  ,-2.4  ,5
79  ,1.057e+09   ,0.4  ,-2.4  ,5
80  ,8.831e+08   ,0.6  ,-2.4  ,5
81  ,1.174e+09   ,0.8  ,-2.4  ,5
82  ,1.392e+09   ,1  ,-2.4  ,5
83  ,1.614e+09   ,1.2  ,-2.4  ,5
84  ,2.027e+09   ,1.4  ,-2.4  ,5
85  ,2.040e+09   ,1.6  ,-2.4  ,5
86  ,1.708e+09   ,1.8  ,-2.4  ,5
87  ,9.354e+08   ,2  ,-2.4  ,5
88  ,1.312e+09   ,2.2  ,-2.4  ,5
89  ,1.059e+09   ,2.4  ,-2.2029  ,5
90  ,1.053e+09   ,2.4  ,-2.0058  ,5
91  ,7.566e+08   ,2.4  ,-1.8087  ,5
92  ,7.034e+08   ,2.4  ,-1.6116  ,5
93  ,7.614e+08   ,2.4  ,-1.4145  ,5
94  ,7.049e+08   ,2.4  ,-1.2175  ,5
95  ,9.257e+08   ,2.4  ,-1.0204  ,5
96  ,1.240e+09   ,2.4  ,-0.82327  ,5
97  ,1.261e+09   ,2.4  ,-0.62618  ,5
98  ,1.301e+09   ,2.4  ,-0.42909  ,5
99  ,1.199e+09   ,2.4  ,-0.232  ,5
100  ,1.248e+09   ,2.4  ,-0.034907  ,5
101  ,1.493e+09   ,2.4  ,0.16218  ,5
102  ,1.757e+09   ,2.4  ,0.35927  ,5
103  ,2.114e+09   ,2.4  ,0.55637  ,5
104  ,2.409e+09   ,2.4  ,0.75346  ,5
105  ,2.049e+09   ,2.4  ,0.95055  ,5
106  ,2.246e+09   ,2.4  ,1.1476  ,5
107  ,3.589e+09   ,2.4  ,1.3447  ,5
108  ,5.166e+09   ,2.4  ,1.5418  ,5
109  ,7.232e+09   ,2.4  ,1.7389  ,5
110  ,1.329e+10   ,2.4  ,1.936  ,5
111  ,1.856e+10   ,2.2665  ,2.2665  ,5
112  ,1.342e+10   ,1.936  ,2.4  ,5
113  ,7.151e+09   ,1.7389  ,2.4  ,5
114  ,5.602e+09   ,1.5418  ,2.4  ,5
115  ,3.632e+09   ,1.3447  ,2.4  ,5
116  ,2.667e+09   ,1.1476  ,2.4  ,5
117  ,2.677e+09   ,0.95055  ,2.4  ,5
118  ,2.614e+09   ,0.75346  ,2.4  ,5
119  ,2.263e+09   ,0.55637  ,2.4  ,5
120  ,2.211e+09   ,0.35927  ,2.4  ,5
121  ,2.039e+09   ,0.16218  ,2.4  ,5
122  ,1.929e+09   ,-0.034907  ,2.4  ,5
123  ,2.029e+09   ,-0.232  ,2.4  ,5
124  ,1.437e+09   ,-0.42909  ,2.4  ,5
125  ,1.328e+09   ,-0.62618  ,2.4  ,5
126  ,1.481e+09   ,-0.82327  ,2.4  ,5
127  ,1.464e+09   ,-1.0204  ,2.4  ,5
128  ,1.266e+09   ,-1.2175  ,2.4  ,5
129  ,1.006e+09   ,-1.4145  ,2.4  ,5
130  ,6.718e+08   ,-1.6116  ,2.4  ,5
131  ,4.612e+08   ,-1.8087  ,2.4  ,5
132  ,3.294e+08   ,-2.0058  ,2.4  ,5
133  ,2.151e+08   ,-2.2029  ,2.4  ,5
294  ,8.540e+08   ,2.5  ,-2.2029  ,4.9
295  ,9.756e+08   ,2.5  ,-2.0058  ,4.9
296  ,7.395e+08   ,2.5  ,-1.8087  ,4.9
297  ,7.632e+08   ,2.5  ,-1.6116  ,4.9
298  ,6.924e+08   ,2.5  ,-1.4145  ,4.9
299  ,7.360e+08   ,2.5  ,-1.2175  ,4.9
300  ,9.170e+08   ,2.5  ,-1.0204  ,4.9
301  ,1.096e+09   ,2.5  ,-0.82327  ,4.9
302  ,1.207e+09   ,2.5  ,-0.62618  ,4.9
303  ,1.269e+09   ,2.5  ,-0.42909  ,4.9
304  ,1.419e+09   ,2.5  ,-0.232  ,4.9
305  ,1.582e+09   ,2.5  ,-0.034907  ,4.9
306  ,1.761e+09   ,2.5  ,0.16218  ,4.9
307  ,1.748e+09   ,2.5  ,0.35927  ,4.9
308  ,1.969e+09   ,2.5  ,0.55637  ,4.9
309  ,2.380e+09   ,2.5  ,0.75346  ,4.9
310  ,2.088e+09   ,2.5  ,0.95055  ,4.9
311  ,2.907e+09   ,2.5  ,1.1476  ,4.9
312  ,3.725e+09   ,2.5  ,1.3447  ,4.9
313  ,5.515e+09   ,2.5  ,1.5418  ,4.9
314  ,9.269e+09   ,2.5  ,1.7389  ,4.9
315  ,1.437e+10   ,2.5  ,1.936  ,4.9
316  ,1.298e+09   ,2.5  ,-2.4  ,4.7
317  ,1.173e+09   ,2.5  ,-2.4  ,4.5
318  ,1.918e+09   ,2.5  ,-2.4  ,4.3
319  ,2.320e+09   ,2.5  ,-2.4  ,4.1
320  ,1.989e+09   ,2.5  ,-2.4  ,3.9
