Date:  12:51, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Stress1
Plot step: 8   time : 41.9652 Microseconds
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (in)  ,Y (in)  ,Z (in)
1  ,2.406e+10   ,2.5  ,2.1331  ,4.9
2  ,2.499e+10   ,2.4577  ,2.1908  ,4.9577
3  ,4.607e+10   ,2.4894  ,2.1331  ,4.9447
4  ,2.352e+10   ,2.1331  ,2.5  ,4.9
5  ,4.555e+10   ,2.1331  ,2.4894  ,4.9447
6  ,2.330e+10   ,2.1908  ,2.4577  ,4.9577
7  ,1.137e+08   ,-2.4  ,2.4  ,5
8  ,4.265e+08   ,-2.4  ,-2.4  ,5
9  ,2.545e+08   ,2.4  ,-2.4  ,5
10  ,2.164e+10   ,2.4  ,2.1331  ,5
11  ,2.334e+10   ,2.1331  ,2.4  ,5
12  ,2.785e+08   ,2.5  ,-2.4  ,4.9
13  ,3.919e+08   ,2.5  ,-2.4  ,0.1
14  ,2.472e+08   ,2.5  ,2.4  ,0.1
15  ,2.437e+10   ,2.5  ,2.4  ,4.6331
16  ,2.018e+08   ,2.4  ,2.5  ,0.1
17  ,2.012e+08   ,-2.4  ,2.5  ,0.1
18  ,1.227e+08   ,-2.4  ,2.5  ,4.9
19  ,2.408e+10   ,2.4  ,2.5  ,4.6331
20  ,1.853e+08   ,-2.5  ,2.4  ,0.1
21  ,4.581e+06   ,-2.5  ,-2.4  ,0.1
22  ,2.896e+08   ,-2.5  ,-2.4  ,4.9
23  ,2.141e+08   ,-2.5  ,2.4  ,4.9
24  ,1.679e+07   ,-2.3  ,-2.5  ,0.2
25  ,5.102e+08   ,-2.3  ,-2.5  ,4.8
26  ,2.945e+08   ,2.3  ,-2.5  ,4.8
27  ,5.236e+08   ,2.3  ,-2.5  ,0.2
28  ,4.791e+08   ,-2.4  ,-2.5  ,4.9
29  ,3.415e+08   ,2.4  ,-2.5  ,4.9
30  ,7.968e+06   ,-2.4  ,-2.5  ,0.1
31  ,4.705e+08   ,2.4  ,-2.5  ,0.1
32  ,3.076e+08   ,2.4  ,-2.4  ,0
33  ,1.634e+08   ,2.4  ,2.4  ,0
34  ,5.024e+06   ,-2.4  ,-2.4  ,0
35  ,2.028e+08   ,-2.4  ,2.4  ,0
36  ,2.961e+10   ,2.4577  ,2.4577  ,4.6908
37  ,4.579e+08   ,-2.3  ,2.3  ,4.8
38  ,1.396e+10   ,2.1599  ,2.3  ,4.8
39  ,1.397e+10   ,2.3  ,2.1599  ,4.8
40  ,1.419e+10   ,2.3  ,2.3  ,4.6599
41  ,4.810e+08   ,2.3  ,2.3  ,0.2
42  ,1.579e+08   ,-2.3  ,2.3  ,0.2
43  ,3.172e+08   ,-2.4  ,2.2  ,5
44  ,4.028e+08   ,-2.4  ,2  ,5
45  ,4.099e+08   ,-2.4  ,1.8  ,5
46  ,4.533e+08   ,-2.4  ,1.6  ,5
47  ,4.799e+08   ,-2.4  ,1.4  ,5
48  ,5.691e+08   ,-2.4  ,1.2  ,5
49  ,5.297e+08   ,-2.4  ,1  ,5
50  ,7.185e+08   ,-2.4  ,0.8  ,5
