Date:  12:55, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Stress1
Plot step: 20   time : 104.945 Microseconds
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (in)  ,Y (in)  ,Z (in)
1  ,1.041e+10   ,2.5  ,2.1331  ,4.9
2  ,2.578e+10   ,2.4577  ,2.1908  ,4.9577
3  ,2.651e+10   ,2.4894  ,2.1331  ,4.9447
4  ,2.882e+10   ,2.1331  ,2.5  ,4.9
5  ,5.057e+10   ,2.1331  ,2.4894  ,4.9447
6  ,2.333e+10   ,2.1908  ,2.4577  ,4.9577
7  ,3.549e+08   ,-2.4  ,2.4  ,5
8  ,3.251e+09   ,-2.4  ,-2.4  ,5
9  ,5.024e+09   ,2.4  ,-2.4  ,5
10  ,9.210e+09   ,2.4  ,2.1331  ,5
11  ,2.267e+10   ,2.1331  ,2.4  ,5
12  ,5.450e+09   ,2.5  ,-2.4  ,4.9
13  ,2.967e+09   ,2.5  ,-2.4  ,0.1
14  ,3.700e+08   ,2.5  ,2.4  ,0.1
15  ,2.299e+10   ,2.5  ,2.4  ,4.6331
16  ,3.798e+08   ,2.4  ,2.5  ,0.1
17  ,5.615e+08   ,-2.4  ,2.5  ,0.1
18  ,2.528e+08   ,-2.4  ,2.5  ,4.9
19  ,2.895e+10   ,2.4  ,2.5  ,4.6331
20  ,2.598e+08   ,-2.5  ,2.4  ,0.1
21  ,2.129e+08   ,-2.5  ,-2.4  ,0.1
22  ,2.063e+09   ,-2.5  ,-2.4  ,4.9
23  ,4.159e+08   ,-2.5  ,2.4  ,4.9
24  ,6.486e+08   ,-2.3  ,-2.5  ,0.2
25  ,2.345e+09   ,-2.3  ,-2.5  ,4.8
26  ,4.829e+09   ,2.3  ,-2.5  ,4.8
27  ,2.119e+09   ,2.3  ,-2.5  ,0.2
28  ,2.845e+09   ,-2.4  ,-2.5  ,4.9
29  ,5.125e+09   ,2.4  ,-2.5  ,4.9
30  ,2.919e+08   ,-2.4  ,-2.5  ,0.1
31  ,2.853e+09   ,2.4  ,-2.5  ,0.1
32  ,2.218e+09   ,2.4  ,-2.4  ,0
33  ,4.840e+08   ,2.4  ,2.4  ,0
34  ,1.783e+08   ,-2.4  ,-2.4  ,0
35  ,3.419e+08   ,-2.4  ,2.4  ,0
36  ,3.027e+10   ,2.4577  ,2.4577  ,4.6908
37  ,8.942e+08   ,-2.3  ,2.3  ,4.8
38  ,1.361e+10   ,2.1599  ,2.3  ,4.8
39  ,1.301e+10   ,2.3  ,2.1599  ,4.8
40  ,1.372e+10   ,2.3  ,2.3  ,4.6599
41  ,9.875e+08   ,2.3  ,2.3  ,0.2
42  ,4.505e+08   ,-2.3  ,2.3  ,0.2
43  ,8.767e+08   ,-2.4  ,2.2  ,5
44  ,1.227e+09   ,-2.4  ,2  ,5
45  ,1.225e+09   ,-2.4  ,1.8  ,5
46  ,1.120e+09   ,-2.4  ,1.6  ,5
47  ,1.021e+09   ,-2.4  ,1.4  ,5
48  ,1.210e+09   ,-2.4  ,1.2  ,5
49  ,1.491e+09   ,-2.4  ,1  ,5
50  ,1.824e+09   ,-2.4  ,0.8  ,5
51  ,1.176e+09   ,-2.4  ,0.6  ,5
52  ,9.466e+08   ,-2.4  ,0.4  ,5
53  ,9.067e+08   ,-2.4  ,0.2  ,5
54  ,9.095e+08   ,-2.4  ,5.8879E-16  ,5
55  ,7.487e+08   ,-2.4  ,-0.2  ,5
56  ,5.996e+08   ,-2.4  ,-0.4  ,5
57  ,4.411e+08   ,-2.4  ,-0.6  ,5
58  ,3.608e+08   ,-2.4  ,-0.8  ,5
59  ,7.198e+08   ,-2.4  ,-1  ,5
60  ,6.778e+08   ,-2.4  ,-1.2  ,5
61  ,1.387e+09   ,-2.4  ,-1.4  ,5
62  ,1.241e+09   ,-2.4  ,-1.6  ,5
63  ,1.302e+09   ,-2.4  ,-1.8  ,5
64  ,1.950e+09   ,-2.4  ,-2  ,5
65  ,1.806e+09   ,-2.4  ,-2.2  ,5
66  ,4.214e+09   ,-2.2  ,-2.4  ,5
67  ,3.227e+09   ,-2  ,-2.4  ,5
68  ,2.661e+09   ,-1.8  ,-2.4  ,5
69  ,1.734e+09   ,-1.6  ,-2.4  ,5
70  ,9.208e+08   ,-1.4  ,-2.4  ,5
71  ,4.133e+08   ,-1.2  ,-2.4  ,5
72  ,3.106e+08   ,-1  ,-2.4  ,5
73  ,7.141e+08   ,-0.8  ,-2.4  ,5
74  ,9.269e+08   ,-0.6  ,-2.4  ,5
75  ,1.336e+09   ,-0.4  ,-2.4  ,5
76  ,1.864e+09   ,-0.2  ,-2.4  ,5
77  ,2.508e+09   ,-5.8879E-16  ,-2.4  ,5
78  ,2.983e+09   ,0.2  ,-2.4  ,5
79  ,3.495e+09   ,0.4  ,-2.4  ,5
80  ,4.537e+09   ,0.6  ,-2.4  ,5
81  ,4.573e+09   ,0.8  ,-2.4  ,5
82  ,4.354e+09   ,1  ,-2.4  ,5
83  ,3.996e+09   ,1.2  ,-2.4  ,5
84  ,3.392e+09   ,1.4  ,-2.4  ,5
85  ,1.825e+09   ,1.6  ,-2.4  ,5
86  ,1.840e+09   ,1.8  ,-2.4  ,5
87  ,3.300e+09   ,2  ,-2.4  ,5
88  ,8.149e+09   ,2.2  ,-2.4  ,5
89  ,4.499e+09   ,2.4  ,-2.2029  ,5
90  ,4.929e+09   ,2.4  ,-2.0058  ,5
91  ,3.738e+09   ,2.4  ,-1.8087  ,5
92  ,3.521e+09   ,2.4  ,-1.6116  ,5
93  ,3.823e+09   ,2.4  ,-1.4145  ,5
94  ,3.317e+09   ,2.4  ,-1.2175  ,5
95  ,3.549e+09   ,2.4  ,-1.0204  ,5
96  ,3.544e+09   ,2.4  ,-0.82327  ,5
97  ,3.473e+09   ,2.4  ,-0.62618  ,5
98  ,3.034e+09   ,2.4  ,-0.42909  ,5
99  ,2.758e+09   ,2.4  ,-0.232  ,5
100  ,2.445e+09   ,2.4  ,-0.034907  ,5
101  ,2.183e+09   ,2.4  ,0.16218  ,5
