Date:  12:50, Monday, July 10, 2023
Model name: Hollow_DropBox
Study name: DropTest_300fts(-Default-)
Plot type:  Stress1
Plot step: 7   time : 36.735 Microseconds
Result Type: von Mises 


Node  ,Value (N/m^2)  ,X (in)  ,Y (in)  ,Z (in)
48  ,3.243e+08   ,-2.4  ,1.2  ,5
49  ,3.122e+08   ,-2.4  ,1  ,5
50  ,4.165e+08   ,-2.4  ,0.8  ,5
51  ,4.612e+08   ,-2.4  ,0.6  ,5
52  ,4.496e+08   ,-2.4  ,0.4  ,5
53  ,4.484e+08   ,-2.4  ,0.2  ,5
54  ,3.292e+08   ,-2.4  ,5.8879E-16  ,5
55  ,3.910e+08   ,-2.4  ,-0.2  ,5
56  ,4.287e+08   ,-2.4  ,-0.4  ,5
57  ,3.591e+08   ,-2.4  ,-0.6  ,5
58  ,3.645e+08   ,-2.4  ,-0.8  ,5
59  ,4.070e+08   ,-2.4  ,-1  ,5
60  ,4.435e+08   ,-2.4  ,-1.2  ,5
61  ,4.215e+08   ,-2.4  ,-1.4  ,5
62  ,3.214e+08   ,-2.4  ,-1.6  ,5
63  ,1.568e+08   ,-2.4  ,-1.8  ,5
64  ,2.144e+08   ,-2.4  ,-2  ,5
65  ,2.345e+08   ,-2.4  ,-2.2  ,5
66  ,3.327e+08   ,-2.2  ,-2.4  ,5
67  ,3.333e+08   ,-2  ,-2.4  ,5
68  ,4.318e+08   ,-1.8  ,-2.4  ,5
69  ,4.737e+08   ,-1.6  ,-2.4  ,5
70  ,4.262e+08   ,-1.4  ,-2.4  ,5
71  ,4.152e+08   ,-1.2  ,-2.4  ,5
72  ,2.877e+08   ,-1  ,-2.4  ,5
73  ,3.214e+08   ,-0.8  ,-2.4  ,5
74  ,4.648e+08   ,-0.6  ,-2.4  ,5
75  ,6.140e+08   ,-0.4  ,-2.4  ,5
76  ,6.400e+08   ,-0.2  ,-2.4  ,5
77  ,6.327e+08   ,-5.8879E-16  ,-2.4  ,5
78  ,5.010e+08   ,0.2  ,-2.4  ,5
79  ,5.054e+08   ,0.4  ,-2.4  ,5
80  ,4.763e+08   ,0.6  ,-2.4  ,5
81  ,3.724e+08   ,0.8  ,-2.4  ,5
82  ,3.774e+08   ,1  ,-2.4  ,5
83  ,4.729e+08   ,1.2  ,-2.4  ,5
84  ,5.465e+08   ,1.4  ,-2.4  ,5
85  ,4.977e+08   ,1.6  ,-2.4  ,5
86  ,2.887e+08   ,1.8  ,-2.4  ,5
87  ,2.132e+08   ,2  ,-2.4  ,5
88  ,2.854e+08   ,2.2  ,-2.4  ,5
89  ,2.805e+08   ,2.4  ,-2.2029  ,5
90  ,4.774e+08   ,2.4  ,-2.0058  ,5
91  ,6.502e+08   ,2.4  ,-1.8087  ,5
92  ,5.844e+08   ,2.4  ,-1.6116  ,5
93  ,4.869e+08   ,2.4  ,-1.4145  ,5
94  ,3.909e+08   ,2.4  ,-1.2175  ,5
95  ,4.197e+08   ,2.4  ,-1.0204  ,5
96  ,3.850e+08   ,2.4  ,-0.82327  ,5
97  ,4.708e+08   ,2.4  ,-0.62618  ,5
98  ,6.072e+08   ,2.4  ,-0.42909  ,5
99  ,8.846e+08   ,2.4  ,-0.232  ,5
100  ,1.214e+09   ,2.4  ,-0.034907  ,5
101  ,1.456e+09   ,2.4  ,0.16218  ,5
102  ,1.693e+09   ,2.4  ,0.35927  ,5
103  ,2.120e+09   ,2.4  ,0.55637  ,5
104  ,2.399e+09   ,2.4  ,0.75346  ,5
105  ,2.525e+09   ,2.4  ,0.95055  ,5
106  ,2.199e+09   ,2.4  ,1.1476  ,5
107  ,3.182e+09   ,2.4  ,1.3447  ,5
108  ,4.262e+09   ,2.4  ,1.5418  ,5
109  ,5.954e+09   ,2.4  ,1.7389  ,5
110  ,1.071e+10   ,2.4  ,1.936  ,5
111  ,1.400e+10   ,2.2665  ,2.2665  ,5
112  ,1.070e+10   ,1.936  ,2.4  ,5
113  ,5.769e+09   ,1.7389  ,2.4  ,5
114  ,4.747e+09   ,1.5418  ,2.4  ,5
115  ,3.371e+09   ,1.3447  ,2.4  ,5
116  ,2.716e+09   ,1.1476  ,2.4  ,5
117  ,2.500e+09   ,0.95055  ,2.4  ,5
118  ,2.528e+09   ,0.75346  ,2.4  ,5
119  ,1.931e+09   ,0.55637  ,2.4  ,5
120  ,1.788e+09   ,0.35927  ,2.4  ,5
121  ,1.716e+09   ,0.16218  ,2.4  ,5
122  ,1.345e+09   ,-0.034907  ,2.4  ,5
123  ,1.094e+09   ,-0.232  ,2.4  ,5
124  ,6.615e+08   ,-0.42909  ,2.4  ,5
125  ,4.545e+08   ,-0.62618  ,2.4  ,5
126  ,2.917e+08   ,-0.82327  ,2.4  ,5
127  ,3.339e+08   ,-1.0204  ,2.4  ,5
128  ,4.026e+08   ,-1.2175  ,2.4  ,5
129  ,3.462e+08   ,-1.4145  ,2.4  ,5
130  ,4.163e+08   ,-1.6116  ,2.4  ,5
131  ,3.965e+08   ,-1.8087  ,2.4  ,5
132  ,3.856e+08   ,-2.0058  ,2.4  ,5
133  ,2.902e+08   ,-2.2029  ,2.4  ,5
294  ,2.786e+08   ,2.5  ,-2.2029  ,4.9
295  ,4.987e+08   ,2.5  ,-2.0058  ,4.9
296  ,6.600e+08   ,2.5  ,-1.8087  ,4.9
297  ,5.433e+08   ,2.5  ,-1.6116  ,4.9
298  ,4.468e+08   ,2.5  ,-1.4145  ,4.9
299  ,3.871e+08   ,2.5  ,-1.2175  ,4.9
300  ,4.591e+08   ,2.5  ,-1.0204  ,4.9
301  ,3.753e+08   ,2.5  ,-0.82327  ,4.9
302  ,3.129e+08   ,2.5  ,-0.62618  ,4.9
303  ,6.271e+08   ,2.5  ,-0.42909  ,4.9
304  ,9.150e+08   ,2.5  ,-0.232  ,4.9
305  ,1.274e+09   ,2.5  ,-0.034907  ,4.9
306  ,1.614e+09   ,2.5  ,0.16218  ,4.9
307  ,1.692e+09   ,2.5  ,0.35927  ,4.9
308  ,1.956e+09   ,2.5  ,0.55637  ,4.9
309  ,2.215e+09   ,2.5  ,0.75346  ,4.9
310  ,2.510e+09   ,2.5  ,0.95055  ,4.9
311  ,2.816e+09   ,2.5  ,1.1476  ,4.9
312  ,3.311e+09   ,2.5  ,1.3447  ,4.9
313  ,4.450e+09   ,2.5  ,1.5418  ,4.9
314  ,7.181e+09   ,2.5  ,1.7389  ,4.9
315  ,1.171e+10   ,2.5  ,1.936  ,4.9
316  ,2.908e+08   ,2.5  ,-2.4  ,4.7
317  ,2.102e+08   ,2.5  ,-2.4  ,4.5
318  ,3.056e+08   ,2.5  ,-2.4  ,4.3
319  ,5.555e+08   ,2.5  ,-2.4  ,4.1
320  ,5.773e+08   ,2.5  ,-2.4  ,3.9
321  ,5.380e+08   ,2.5  ,-2.4  ,3.7
322  ,3.780e+08   ,2.5  ,-2.4  ,3.5
323  ,4.740e+08   ,2.5  ,-2.4  ,3.3
324  ,5.617e+08   ,2.5  ,-2.4  ,3.1
325  ,5.025e+08   ,2.5  ,-2.4  ,2.9
326  ,4.868e+08   ,2.5  ,-2.4  ,2.7
327  ,5.266e+08   ,2.5  ,-2.4  ,2.5
328  ,5.125e+08   ,2.5  ,-2.4  ,2.3
329  ,4.125e+08   ,2.5  ,-2.4  ,2.1
330  ,2.349e+08   ,2.5  ,-2.4  ,1.9
331  ,1.576e+08   ,2.5  ,-2.4  ,1.7
332  ,1.782e+08   ,2.5  ,-2.4  ,1.5
333  ,2.987e+08   ,2.5  ,-2.4  ,1.3
334  ,3.709e+08   ,2.5  ,-2.4  ,1.1
335  ,4.430e+08   ,2.5  ,-2.4  ,0.9
336  ,4.476e+08   ,2.5  ,-2.4  ,0.7
337  ,2.838e+08   ,2.5  ,-2.4  ,0.5
338  ,2.967e+08   ,2.5  ,-2.4  ,0.3
339  ,2.125e+08   ,2.5  ,-2.2  ,0.1
340  ,1.788e+08   ,2.5  ,-2  ,0.1
341  ,1.802e+08   ,2.5  ,-1.8  ,0.1
342  ,3.381e+08   ,2.5  ,-1.6  ,0.1
343  ,4.126e+08   ,2.5  ,-1.4  ,0.1
344  ,4.733e+08   ,2.5  ,-1.2  ,0.1
345  ,4.039e+08   ,2.5  ,-1  ,0.1
346  ,3.297e+08   ,2.5  ,-0.8  ,0.1
347  ,3.659e+08   ,2.5  ,-0.6  ,0.1
348  ,4.008e+08   ,2.5  ,-0.4  ,0.1
349  ,3.316e+08   ,2.5  ,-0.2  ,0.1
350  ,3.295e+08   ,2.5  ,-1.7664E-15  ,0.1
351  ,3.513e+08   ,2.5  ,0.2  ,0.1
352  ,5.566e+08   ,2.5  ,0.4  ,0.1
353  ,4.842e+08   ,2.5  ,0.6  ,0.1
354  ,5.308e+08   ,2.5  ,0.8  ,0.1
355  ,4.446e+08   ,2.5  ,1  ,0.1
356  ,3.686e+08   ,2.5  ,1.2  ,0.1
357  ,3.771e+08   ,2.5  ,1.4  ,0.1
358  ,3.617e+08   ,2.5  ,1.6  ,0.1
359  ,3.198e+08   ,2.5  ,1.8  ,0.1
360  ,3.090e+08   ,2.5  ,2  ,0.1
361  ,3.804e+08   ,2.5  ,2.2  ,0.1
362  ,1.152e+10   ,2.5  ,2.4  ,4.436
363  ,7.410e+09   ,2.5  ,2.4  ,4.2389
364  ,4.442e+09   ,2.5  ,2.4  ,4.0418
365  ,3.634e+09   ,2.5  ,2.4  ,3.8447
366  ,2.634e+09   ,2.5  ,2.4  ,3.6476
367  ,2.532e+09   ,2.5  ,2.4  ,3.4505
368  ,2.434e+09   ,2.5  ,2.4  ,3.2535
369  ,2.086e+09   ,2.5  ,2.4  ,3.0564
370  ,1.793e+09   ,2.5  ,2.4  ,2.8593
371  ,1.647e+09   ,2.5  ,2.4  ,2.6622
372  ,1.509e+09   ,2.5  ,2.4  ,2.4651
373  ,9.869e+08   ,2.5  ,2.4  ,2.268
374  ,7.433e+08   ,2.5  ,2.4  ,2.0709
375  ,4.950e+08   ,2.5  ,2.4  ,1.8738
376  ,3.044e+08   ,2.5  ,2.4  ,1.6767
377  ,2.363e+08   ,2.5  ,2.4  ,1.4796
378  ,3.380e+08   ,2.5  ,2.4  ,1.2825
379  ,3.612e+08   ,2.5  ,2.4  ,1.0855
380  ,3.971e+08   ,2.5  ,2.4  ,0.88836
381  ,3.800e+08   ,2.5  ,2.4  ,0.69127
382  ,2.925e+08   ,2.5  ,2.4  ,0.49418
383  ,2.961e+08   ,2.5  ,2.4  ,0.29709
384  ,1.367e+10   ,2.5  ,2.2665  ,4.7665
544  ,2.690e+08   ,2.2  ,2.5  ,0.1
545  ,2.595e+08   ,2  ,2.5  ,0.1
546  ,2.385e+08   ,1.8  ,2.5  ,0.1
547  ,2.747e+08   ,1.6  ,2.5  ,0.1
548  ,2.654e+08   ,1.4  ,2.5  ,0.1
549  ,3.039e+08   ,1.2  ,2.5  ,0.1
550  ,2.867e+08   ,1  ,2.5  ,0.1
551  ,4.941e+08   ,0.8  ,2.5  ,0.1
552  ,5.071e+08   ,0.6  ,2.5  ,0.1
553  ,2.990e+08   ,0.4  ,2.5  ,0.1
554  ,2.578e+08   ,0.2  ,2.5  ,0.1
555  ,3.620e+08   ,5.8879E-16  ,2.5  ,0.1
556  ,6.469e+08   ,-0.2  ,2.5  ,0.1
557  ,4.642e+08   ,-0.4  ,2.5  ,0.1
558  ,3.485e+08   ,-0.6  ,2.5  ,0.1
559  ,3.787e+08   ,-0.8  ,2.5  ,0.1
560  ,2.600e+08   ,-1  ,2.5  ,0.1
561  ,3.164e+08   ,-1.2  ,2.5  ,0.1
562  ,3.812e+08   ,-1.4  ,2.5  ,0.1
563  ,4.289e+08   ,-1.6  ,2.5  ,0.1
564  ,4.121e+08   ,-1.8  ,2.5  ,0.1
565  ,3.606e+08   ,-2  ,2.5  ,0.1
566  ,2.193e+08   ,-2.2  ,2.5  ,0.1
567  ,2.911e+08   ,-2.4  ,2.5  ,4.7
568  ,2.387e+08   ,-2.4  ,2.5  ,4.5
569  ,2.086e+08   ,-2.4  ,2.5  ,4.3
570  ,2.726e+08   ,-2.4  ,2.5  ,4.1
571  ,3.047e+08   ,-2.4  ,2.5  ,3.9
572  ,3.233e+08   ,-2.4  ,2.5  ,3.7
573  ,3.425e+08   ,-2.4  ,2.5  ,3.5
574  ,5.084e+08   ,-2.4  ,2.5  ,3.3
575  ,4.861e+08   ,-2.4  ,2.5  ,3.1
576  ,4.407e+08   ,-2.4  ,2.5  ,2.9
577  ,4.369e+08   ,-2.4  ,2.5  ,2.7
578  ,4.949e+08   ,-2.4  ,2.5  ,2.5
579  ,4.486e+08   ,-2.4  ,2.5  ,2.3
580  ,4.305e+08   ,-2.4  ,2.5  ,2.1
581  ,3.456e+08   ,-2.4  ,2.5  ,1.9
582  ,3.255e+08   ,-2.4  ,2.5  ,1.7
583  ,2.859e+08   ,-2.4  ,2.5  ,1.5
584  ,3.325e+08   ,-2.4  ,2.5  ,1.3
585  ,3.859e+08   ,-2.4  ,2.5  ,1.1
586  ,3.906e+08   ,-2.4  ,2.5  ,0.9
587  ,3.628e+08   ,-2.4  ,2.5  ,0.7
588  ,2.836e+08   ,-2.4  ,2.5  ,0.5
589  ,1.702e+08   ,-2.4  ,2.5  ,0.3
590  ,1.185e+10   ,1.936  ,2.5  ,4.9
591  ,5.566e+09   ,1.7389  ,2.5  ,4.9
592  ,4.064e+09   ,1.5418  ,2.5  ,4.9
593  ,3.560e+09   ,1.3447  ,2.5  ,4.9
594  ,2.661e+09   ,1.1476  ,2.5  ,4.9
595  ,2.583e+09   ,0.95055  ,2.5  ,4.9
596  ,2.607e+09   ,0.75346  ,2.5  ,4.9
597  ,2.120e+09   ,0.55637  ,2.5  ,4.9
598  ,1.930e+09   ,0.35927  ,2.5  ,4.9
599  ,1.627e+09   ,0.16218  ,2.5  ,4.9
600  ,1.267e+09   ,-0.034907  ,2.5  ,4.9
601  ,9.085e+08   ,-0.232  ,2.5  ,4.9
602  ,7.600e+08   ,-0.42909  ,2.5  ,4.9
603  ,5.152e+08   ,-0.62618  ,2.5  ,4.9
604  ,3.096e+08   ,-0.82327  ,2.5  ,4.9
605  ,3.056e+08   ,-1.0204  ,2.5  ,4.9
606  ,3.050e+08   ,-1.2175  ,2.5  ,4.9
607  ,4.142e+08   ,-1.4145  ,2.5  ,4.9
608  ,4.441e+08   ,-1.6116  ,2.5  ,4.9
609  ,3.996e+08   ,-1.8087  ,2.5  ,4.9
610  ,3.975e+08   ,-2.0058  ,2.5  ,4.9
611  ,3.500e+08   ,-2.2029  ,2.5  ,4.9
612  ,1.383e+10   ,2.2665  ,2.5  ,4.7665
613  ,1.032e+10   ,2.4  ,2.5  ,4.436
614  ,6.394e+09   ,2.4  ,2.5  ,4.2389
615  ,4.347e+09   ,2.4  ,2.5  ,4.0418
616  ,3.322e+09   ,2.4  ,2.5  ,3.8447
617  ,2.803e+09   ,2.4  ,2.5  ,3.6476
618  ,2.608e+09   ,2.4  ,2.5  ,3.4505
619  ,2.442e+09   ,2.4  ,2.5  ,3.2535
620  ,2.098e+09   ,2.4  ,2.5  ,3.0564
621  ,1.797e+09   ,2.4  ,2.5  ,2.8593
622  ,1.572e+09   ,2.4  ,2.5  ,2.6622
623  ,1.318e+09   ,2.4  ,2.5  ,2.4651
624  ,9.479e+08   ,2.4  ,2.5  ,2.268
625  ,6.454e+08   ,2.4  ,2.5  ,2.0709
626  ,4.744e+08   ,2.4  ,2.5  ,1.8738
627  ,3.355e+08   ,2.4  ,2.5  ,1.6767
628  ,3.881e+08   ,2.4  ,2.5  ,1.4796
629  ,3.811e+08   ,2.4  ,2.5  ,1.2825
630  ,3.444e+08   ,2.4  ,2.5  ,1.0855
631  ,4.030e+08   ,2.4  ,2.5  ,0.88836
632  ,3.873e+08   ,2.4  ,2.5  ,0.69127
633  ,3.064e+08   ,2.4  ,2.5  ,0.49418
634  ,3.000e+08   ,2.4  ,2.5  ,0.29709
796  ,1.347e+08   ,-2.5  ,2.2  ,0.1
797  ,1.611e+08   ,-2.5  ,2  ,0.1
798  ,2.508e+08   ,-2.5  ,1.8  ,0.1
799  ,3.044e+08   ,-2.5  ,1.6  ,0.1
800  ,3.072e+08   ,-2.5  ,1.4  ,0.1
801  ,2.683e+08   ,-2.5  ,1.2  ,0.1
802  ,1.559e+08   ,-2.5  ,1  ,0.1
803  ,4.155e+07   ,-2.5  ,0.8  ,0.1
804  ,4.505e+07   ,-2.5  ,0.6  ,0.1
805  ,3.770e+07   ,-2.5  ,0.4  ,0.1
806  ,2.898e+07   ,-2.5  ,0.2  ,0.1
807  ,2.198e+07   ,-2.5  ,5.8879E-16  ,0.1
808  ,2.944e+07   ,-2.5  ,-0.2  ,0.1
809  ,4.174e+07   ,-2.5  ,-0.4  ,0.1
810  ,1.092e+07   ,-2.5  ,-0.6  ,0.1
811  ,2.699e+07   ,-2.5  ,-0.8  ,0.1
812  ,2.816e+07   ,-2.5  ,-1  ,0.1
813  ,1.567e+07   ,-2.5  ,-1.2  ,0.1
814  ,7.677e+06   ,-2.5  ,-1.4  ,0.1
815  ,7.305e+06   ,-2.5  ,-1.6  ,0.1
816  ,3.714e+06   ,-2.5  ,-1.8  ,0.1
817  ,4.680e+06   ,-2.5  ,-2  ,0.1
818  ,3.402e+06   ,-2.5  ,-2.2  ,0.1
819  ,3.429e+08   ,-2.5  ,-2.4  ,4.7
820  ,6.498e+08   ,-2.5  ,-2.4  ,4.5
821  ,5.146e+08   ,-2.5  ,-2.4  ,4.3
822  ,2.593e+08   ,-2.5  ,-2.4  ,4.1
823  ,1.181e+08   ,-2.5  ,-2.4  ,3.9
824  ,1.091e+08   ,-2.5  ,-2.4  ,3.7
825  ,8.146e+07   ,-2.5  ,-2.4  ,3.5
826  ,5.926e+07   ,-2.5  ,-2.4  ,3.3
827  ,5.190e+07   ,-2.5  ,-2.4  ,3.1
828  ,4.580e+07   ,-2.5  ,-2.4  ,2.9
829  ,3.194e+07   ,-2.5  ,-2.4  ,2.7
830  ,1.206e+07   ,-2.5  ,-2.4  ,2.5
831  ,1.707e+07   ,-2.5  ,-2.4  ,2.3
832  ,1.582e+07   ,-2.5  ,-2.4  ,2.1
833  ,9.512e+06   ,-2.5  ,-2.4  ,1.9
834  ,1.113e+07   ,-2.5  ,-2.4  ,1.7
835  ,1.175e+07   ,-2.5  ,-2.4  ,1.5
836  ,9.286e+06   ,-2.5  ,-2.4  ,1.3
837  ,7.679e+06   ,-2.5  ,-2.4  ,1.1
838  ,4.586e+06   ,-2.5  ,-2.4  ,0.9
839  ,5.460e+06   ,-2.5  ,-2.4  ,0.7
840  ,7.443e+06   ,-2.5  ,-2.4  ,0.5
841  ,3.008e+06   ,-2.5  ,-2.4  ,0.3
842  ,3.958e+08   ,-2.5  ,2.2  ,4.9
843  ,2.837e+08   ,-2.5  ,2  ,4.9
844  ,2.949e+08   ,-2.5  ,1.8  ,4.9
845  ,2.501e+08   ,-2.5  ,1.6  ,4.9
846  ,2.129e+08   ,-2.5  ,1.4  ,4.9
847  ,2.362e+08   ,-2.5  ,1.2  ,4.9
848  ,2.566e+08   ,-2.5  ,1  ,4.9
849  ,4.090e+08   ,-2.5  ,0.8  ,4.9
850  ,3.331e+08   ,-2.5  ,0.6  ,4.9
851  ,3.341e+08   ,-2.5  ,0.4  ,4.9
852  ,3.931e+08   ,-2.5  ,0.2  ,4.9
853  ,4.003e+08   ,-2.5  ,5.8879E-16  ,4.9
854  ,3.974e+08   ,-2.5  ,-0.2  ,4.9
855  ,3.761e+08   ,-2.5  ,-0.4  ,4.9
856  ,3.278e+08   ,-2.5  ,-0.6  ,4.9
857  ,3.347e+08   ,-2.5  ,-0.8  ,4.9
858  ,3.500e+08   ,-2.5  ,-1  ,4.9
859  ,3.524e+08   ,-2.5  ,-1.2  ,4.9
860  ,3.192e+08   ,-2.5  ,-1.4  ,4.9
861  ,2.948e+08   ,-2.5  ,-1.6  ,4.9
862  ,2.883e+08   ,-2.5  ,-1.8  ,4.9
863  ,2.263e+08   ,-2.5  ,-2  ,4.9
864  ,2.013e+08   ,-2.5  ,-2.2  ,4.9
865  ,3.718e+08   ,-2.5  ,2.4  ,4.7
866  ,2.958e+08   ,-2.5  ,2.4  ,4.5
867  ,3.512e+08   ,-2.5  ,2.4  ,4.3
868  ,2.933e+08   ,-2.5  ,2.4  ,4.1
869  ,3.981e+08   ,-2.5  ,2.4  ,3.9
870  ,3.971e+08   ,-2.5  ,2.4  ,3.7
871  ,4.073e+08   ,-2.5  ,2.4  ,3.5
872  ,4.585e+08   ,-2.5  ,2.4  ,3.3
873  ,4.636e+08   ,-2.5  ,2.4  ,3.1
874  ,6.221e+08   ,-2.5  ,2.4  ,2.9
875  ,5.227e+08   ,-2.5  ,2.4  ,2.7
876  ,5.087e+08   ,-2.5  ,2.4  ,2.5
877  ,3.684e+08   ,-2.5  ,2.4  ,2.3
878  ,3.351e+08   ,-2.5  ,2.4  ,2.1
879  ,3.032e+08   ,-2.5  ,2.4  ,1.9
880  ,2.631e+08   ,-2.5  ,2.4  ,1.7
881  ,2.144e+08   ,-2.5  ,2.4  ,1.5
882  ,2.497e+08   ,-2.5  ,2.4  ,1.3
883  ,3.125e+08   ,-2.5  ,2.4  ,1.1
884  ,3.684e+08   ,-2.5  ,2.4  ,0.9
885  ,3.618e+08   ,-2.5  ,2.4  ,0.7
886  ,3.276e+08   ,-2.5  ,2.4  ,0.5
887  ,2.310e+08   ,-2.5  ,2.4  ,0.3
1044  ,4.805e+06   ,-2.3  ,-2.5  ,0.44697
1045  ,4.386e+06   ,-2.3  ,-2.5  ,0.68705
1046  ,5.789e+06   ,-2.3  ,-2.5  ,0.92554
1047  ,3.735e+06   ,-2.3  ,-2.5  ,1.1682
1048  ,3.488e+06   ,-2.3  ,-2.5  ,1.4148
1049  ,5.366e+06   ,-2.3  ,-2.5  ,1.6581
1050  ,4.304e+06   ,-2.3  ,-2.5  ,1.8967
1051  ,1.792e+07   ,-2.3  ,-2.5  ,2.1357
1052  ,2.572e+07   ,-2.3  ,-2.5  ,2.3794
1053  ,2.584e+07   ,-2.3  ,-2.5  ,2.6206
1054  ,2.931e+07   ,-2.3  ,-2.5  ,2.8643
1055  ,4.187e+07   ,-2.3  ,-2.5  ,3.1033
1056  ,8.572e+07   ,-2.3  ,-2.5  ,3.342
1057  ,1.192e+08   ,-2.3  ,-2.5  ,3.5852
1058  ,1.900e+08   ,-2.3  ,-2.5  ,3.8318
1059  ,2.068e+08   ,-2.3  ,-2.5  ,4.0745
1060  ,1.026e+08   ,-2.3  ,-2.5  ,4.3129
1061  ,2.041e+08   ,-2.3  ,-2.5  ,4.553
1062  ,6.478e+08   ,-2.053  ,-2.5  ,4.8
1063  ,2.697e+08   ,-1.8129  ,-2.5  ,4.8
1064  ,2.876e+08   ,-1.5745  ,-2.5  ,4.8
1065  ,4.474e+08   ,-1.3318  ,-2.5  ,4.8
1066  ,4.106e+08   ,-1.0852  ,-2.5  ,4.8
1067  ,2.386e+08   ,-0.84195  ,-2.5  ,4.8
1068  ,1.610e+08   ,-0.60329  ,-2.5  ,4.8
1069  ,3.507e+08   ,-0.3643  ,-2.5  ,4.8
1070  ,4.968e+08   ,-0.12055  ,-2.5  ,4.8
1071  ,4.866e+08   ,0.12056  ,-2.5  ,4.8
1072  ,4.400e+08   ,0.3643  ,-2.5  ,4.8
1073  ,4.634e+08   ,0.6033  ,-2.5  ,4.8
1074  ,5.727e+08   ,0.84195  ,-2.5  ,4.8
1075  ,4.834e+08   ,1.0852  ,-2.5  ,4.8
1076  ,2.871e+08   ,1.3318  ,-2.5  ,4.8
1077  ,1.115e+08   ,1.5745  ,-2.5  ,4.8
1078  ,1.992e+08   ,1.8129  ,-2.5  ,4.8
1079  ,2.722e+08   ,2.053  ,-2.5  ,4.8
1080  ,3.035e+08   ,2.3  ,-2.5  ,4.553
1081  ,2.065e+08   ,2.3  ,-2.5  ,4.3129
1082  ,1.597e+08   ,2.3  ,-2.5  ,4.0745
1083  ,3.854e+08   ,2.3  ,-2.5  ,3.8318
1084  ,6.113e+08   ,2.3  ,-2.5  ,3.5852
1085  ,6.184e+08   ,2.3  ,-2.5  ,3.3419
1086  ,4.671e+08   ,2.3  ,-2.5  ,3.1033
1087  ,4.628e+08   ,2.3  ,-2.5  ,2.8643
1088  ,4.725e+08   ,2.3  ,-2.5  ,2.6206
1089  ,4.158e+08   ,2.3  ,-2.5  ,2.3794
1090  ,2.063e+08   ,2.3  ,-2.5  ,2.1357
1091  ,7.950e+07   ,2.3  ,-2.5  ,1.8967
1092  ,2.011e+08   ,2.3  ,-2.5  ,1.658
1093  ,3.410e+08   ,2.3  ,-2.5  ,1.4148
